Time (s),Voltage (V),Current (A)
0.05139,0.0,3.016e-09
0.10091,-0.05,-0.0002366
0.10688,-0.1,-0.00047386
0.11286,-0.15,-0.0007071
0.11883,-0.2,-0.0009424
0.13644,-0.25,-0.001187
0.14235,-0.3,-0.0014256
0.14828,-0.35,-0.0016638
0.15422,-0.4,-0.0019082
0.16015,-0.45,-0.0021504
0.16607,-0.5,-0.0023978
0.17174,-0.55,-0.0026366
0.17767,-0.6,-0.0028722
0.18361,-0.65,-0.0031168
0.18954,-0.7,-0.0033588
0.19548,-0.75,-0.003599
0.2014,-0.8,-0.0038402
0.20732,-0.85,-0.0040812
0.21325,-0.9,-0.004318
0.21917,-0.95,-0.004565
0.22511,-1.0,-0.004804
0.23102,-1.05,-0.0050436
0.23694,-1.1,-0.005286
0.24286,-1.15,-0.005526
0.24877,-1.2,-0.0057646
0.25471,-1.25,-0.0060108
0.26064,-1.3,-0.0062514
0.26656,-1.35,-0.0064904
0.27249,-1.4,-0.006737
0.27841,-1.45,-0.0069804
0.28435,-1.5,-0.0072296
0.29023,-1.55,-0.0074778
0.29616,-1.6,-0.007726
0.30209,-1.65,-0.0079766
0.30801,-1.7,-0.0082308
0.31394,-1.75,-0.008495
0.31996,-1.8,-0.0087558
0.32588,-1.85,-0.0090178
0.3318,-1.9,-0.0092838
0.33772,-1.95,-0.0095552
0.34365,-2.0,-0.0098294
0.34956,-2.05,-0.0099998
0.35552,-2.1,-0.0099998
0.36144,-2.15,-0.0099998
0.36736,-2.2,-0.0099998
0.37327,-2.25,-0.01
0.3792,-2.3,-0.0099998
0.38486,-2.35,-0.0099998
0.39081,-2.4,-0.0099998
0.39674,-2.45,-0.01
0.40266,-2.5,-0.0099998
0.40857,-2.55,-0.0099998
0.41451,-2.6,-0.0099998
0.42045,-2.65,-0.0099998
0.42637,-2.7,-0.0099998
0.43227,-2.75,-0.01
0.4382,-2.8,-0.0099998
0.44414,-2.85,-0.0099998
0.45006,-2.9,-0.0099998
0.45599,-2.95,-0.0099998
0.46191,-3.0,-0.0099998
0.46784,-3.05,-0.0099998
0.47377,-3.1,-0.01
0.4797,-3.15,-0.0099998
0.48562,-3.2,-0.0099998
0.49155,-3.25,-0.01
0.49748,-3.3,-0.01
0.50346,-3.35,-0.01
0.50939,-3.4,-0.0099998
0.51533,-3.45,-0.01
0.52124,-3.5,-0.0099998
0.52716,-3.55,-0.0099998
0.53309,-3.6,-0.0099998
0.53901,-3.65,-0.01
0.54495,-3.7,-0.0099998
0.55087,-3.75,-0.0099998
0.5568,-3.8,-0.01
0.56272,-3.85,-0.0099998
0.56865,-3.9,-0.01
0.57458,-3.95,-0.0099998
0.58052,-4.0,-0.01
0.58645,-4.05,-0.0099998
0.59238,-4.1,-0.0099998
0.5983,-4.15,-0.0099998
0.60424,-4.2,-0.0099998
0.61018,-4.25,-0.0099998
0.6161,-4.3,-0.0099998
0.62201,-4.35,-0.01
0.62793,-4.4,-0.0099998
0.63385,-4.45,-0.0099998
0.63978,-4.5,-0.0099998
0.64579,-4.55,-0.0099998
0.65172,-4.6,-0.0099998
0.65765,-4.65,-0.0099998
0.66357,-4.7,-0.01
0.66948,-4.75,-0.0099998
0.67543,-4.8,-0.0099998
0.68136,-4.85,-0.01
0.68728,-4.9,-0.0099998
0.69321,-4.95,-0.0099998
0.69911,-5.0,-0.0099998
0.70246,-5.0,-0.01
0.70838,-4.95,-0.0099998
0.71432,-4.9,-0.01
0.72027,-4.85,-0.0099998
0.7262,-4.8,-0.01
0.73212,-4.75,-0.0099998
0.73805,-4.7,-0.0099998
0.74399,-4.65,-0.0099998
0.74991,-4.6,-0.0099998
0.75584,-4.55,-0.0099998
0.76177,-4.5,-0.0099998
0.76769,-4.45,-0.0099998
0.77364,-4.4,-0.0099998
0.77957,-4.35,-0.0099998
0.78559,-4.3,-0.0099998
0.79152,-4.25,-0.01
0.79744,-4.2,-0.0099998
0.80336,-4.15,-0.0099998
0.80929,-4.1,-0.0099998
0.81523,-4.05,-0.0099998
0.82115,-4.0,-0.01
0.82708,-3.95,-0.0099998
0.83301,-3.9,-0.0099998
0.83894,-3.85,-0.0099998
0.84488,-3.8,-0.0099998
0.85079,-3.75,-0.0099998
0.85672,-3.7,-0.0099998
0.86265,-3.65,-0.0099998
0.86858,-3.6,-0.0099998
0.87452,-3.55,-0.0099998
0.88046,-3.5,-0.0099998
0.88639,-3.45,-0.0099998
0.89232,-3.4,-0.01
0.89824,-3.35,-0.0099998
0.90418,-3.3,-0.0099998
0.91011,-3.25,-0.0099998
0.91604,-3.2,-0.01
0.92196,-3.15,-0.0099998
0.92796,-3.1,-0.0099998
0.9339,-3.05,-0.0099998
0.93984,-3.0,-0.0099998
0.94576,-2.95,-0.01
0.95168,-2.9,-0.0099998
0.95761,-2.85,-0.0099998
0.96353,-2.8,-0.01
0.96947,-2.75,-0.0099998
0.9754,-2.7,-0.0099998
