Time (s),Voltage (V),Current (A)
0.05386,0.0,-2.099e-06
0.10418,-0.02,-9.6412e-05
0.14593,-0.04,-0.0001873
0.15192,-0.06,-0.00028708
0.1579,-0.08,-0.0003759
0.16387,-0.1,-0.00047204
0.1699,-0.12,-0.00056784
0.17587,-0.14,-0.00066124
0.18186,-0.16,-0.0007571
0.18785,-0.18,-0.00084918
0.19386,-0.2,-0.0009452
0.19982,-0.22,-0.00104512
0.20581,-0.24,-0.00113896
0.23871,-0.26,-0.0012376
0.24472,-0.28,-0.0013306
0.25071,-0.3,-0.0014282
0.25669,-0.32,-0.0015244
0.26266,-0.34,-0.0016206
0.26871,-0.36,-0.0017222
0.27468,-0.38,-0.0018124
0.28067,-0.4,-0.0019118
0.28664,-0.42,-0.0020094
0.29269,-0.44,-0.0021044
0.29868,-0.46,-0.0022018
0.30467,-0.48,-0.002292
0.31068,-0.5,-0.0023954
0.31666,-0.52,-0.0024924
0.32263,-0.54,-0.0025884
0.32836,-0.56,-0.0026838
0.33409,-0.58,-0.0027816
0.34006,-0.6,-0.0028788
0.34605,-0.62,-0.0029762
0.35203,-0.64,-0.003077
0.35811,-0.66,-0.0031674
0.36409,-0.68,-0.003267
0.37011,-0.7,-0.003365
0.3761,-0.72,-0.0034604
0.38205,-0.74,-0.0035566
0.38803,-0.76,-0.0036464
0.39402,-0.78,-0.0037496
0.4,-0.8,-0.0038464
0.406,-0.82,-0.0039428
0.41197,-0.84,-0.004037
0.41796,-0.86,-0.0041356
0.42394,-0.88,-0.0042342
0.42998,-0.9,-0.0043324
0.43595,-0.92,-0.0044244
0.44191,-0.94,-0.0045198
0.4479,-0.96,-0.0046186
0.45388,-0.98,-0.0047166
0.45987,-1.0,-0.0048088
0.46587,-1.02,-0.0049018
0.47185,-1.04,-0.0050034
0.47782,-1.06,-0.0050972
0.48381,-1.08,-0.0051956
0.48978,-1.1,-0.00529
0.49578,-1.12,-0.005385
0.50175,-1.14,-0.0054858
0.50773,-1.16,-0.0055802
0.51372,-1.18,-0.0056734
0.51975,-1.2,-0.0057732
0.52572,-1.22,-0.005868
0.53171,-1.24,-0.005964
0.53772,-1.26,-0.0060586
0.54374,-1.28,-0.006151
0.54972,-1.3,-0.006256
0.5557,-1.32,-0.00635
0.56166,-1.34,-0.006447
0.56761,-1.36,-0.0065442
0.57359,-1.38,-0.0066402
0.57957,-1.4,-0.0067444
0.58555,-1.42,-0.0068398
0.59153,-1.44,-0.0069342
0.59749,-1.46,-0.007035
0.60348,-1.48,-0.007134
0.60945,-1.5,-0.0072314
0.61544,-1.52,-0.0073286
0.62142,-1.54,-0.00742
0.6274,-1.56,-0.0075276
0.63336,-1.58,-0.007626
0.63935,-1.6,-0.007727
0.64535,-1.62,-0.0078262
0.65134,-1.64,-0.0079302
0.65732,-1.66,-0.0080338
0.66328,-1.68,-0.0081422
0.66925,-1.7,-0.0082364
0.67524,-1.72,-0.0083366
0.68124,-1.74,-0.008443
0.68722,-1.76,-0.0085478
0.6932,-1.78,-0.0086456
0.69917,-1.8,-0.0087486
0.70516,-1.82,-0.0088578
0.71114,-1.84,-0.008963
0.71712,-1.86,-0.0090698
0.72311,-1.88,-0.0091754
0.72908,-1.9,-0.0092822
0.73507,-1.92,-0.0093966
0.74105,-1.94,-0.0095034
0.74703,-1.96,-0.0096084
0.75302,-1.98,-0.0097168
0.75898,-2.0,-0.009825
0.76238,-2.0,-0.0098236
0.76834,-1.98,-0.0097196
0.77434,-1.96,-0.0096102
0.78032,-1.94,-0.0094978
0.78629,-1.92,-0.0093926
0.79227,-1.9,-0.009284
0.79824,-1.88,-0.0091754
0.80423,-1.86,-0.0090718
0.81021,-1.84,-0.0089598
0.81619,-1.82,-0.0088614
0.82217,-1.8,-0.0087532
0.82815,-1.78,-0.008649
0.83415,-1.76,-0.0085488
0.84013,-1.74,-0.0084426
0.84613,-1.72,-0.0083414
0.8521,-1.7,-0.0082424
0.85809,-1.68,-0.0081318
0.86407,-1.66,-0.008033
0.87009,-1.64,-0.007932
0.87608,-1.62,-0.0078282
0.88207,-1.6,-0.0077286
0.88805,-1.58,-0.0076254
0.89403,-1.56,-0.0075292
0.90002,-1.54,-0.00743
0.90601,-1.52,-0.0073304
0.912,-1.5,-0.0072298
0.91799,-1.48,-0.0071326
0.92398,-1.46,-0.007038
0.92997,-1.44,-0.0069414
0.93597,-1.42,-0.0068382
0.94194,-1.4,-0.0067428
0.94793,-1.38,-0.006647
0.9539,-1.36,-0.006552
0.95988,-1.34,-0.006451
0.96588,-1.32,-0.0063524
0.97186,-1.3,-0.0062604
0.97785,-1.28,-0.0061614
0.98383,-1.26,-0.0060672
0.98982,-1.24,-0.0059704
0.99582,-1.22,-0.0058712
1.00181,-1.2,-0.0057808
1.00778,-1.18,-0.0056812
1.01376,-1.16,-0.0055836
1.01973,-1.14,-0.00549
1.02569,-1.12,-0.0053934
1.03168,-1.1,-0.005297
1.03766,-1.08,-0.0052012
1.04365,-1.06,-0.0051004
1.04971,-1.04,-0.0050114
1.05568,-1.02,-0.0049128
1.06165,-1.0,-0.0048164
1.06762,-0.98,-0.004721
1.07361,-0.96,-0.0046248
1.07958,-0.94,-0.0045338
1.08557,-0.92,-0.0044352
1.09155,-0.9,-0.0043368
1.09753,-0.88,-0.0042416
1.10359,-0.86,-0.0041472
1.10957,-0.84,-0.0040498
1.11556,-0.82,-0.0039518
1.12162,-0.8,-0.0038522
1.1276,-0.78,-0.0037612
1.13359,-0.76,-0.0036654
1.13958,-0.74,-0.0035672
1.14556,-0.72,-0.0034696
1.15154,-0.7,-0.0033768
1.15752,-0.68,-0.0032826
1.16351,-0.66,-0.0031812
1.16949,-0.64,-0.0030868
1.17547,-0.62,-0.0029874
1.18146,-0.6,-0.0028934
1.18752,-0.58,-0.0027984
1.1935,-0.56,-0.002696
1.19949,-0.54,-0.0026032
1.20548,-0.52,-0.0025076
1.21147,-0.5,-0.002409
1.21745,-0.48,-0.0023134
1.22343,-0.46,-0.0022166
1.22941,-0.44,-0.0021208
1.23541,-0.42,-0.0020276
1.24141,-0.4,-0.0019244
1.24739,-0.38,-0.0018308
1.25337,-0.36,-0.0017354
1.25937,-0.34,-0.0016372
1.26535,-0.32,-0.0015404
1.27134,-0.3,-0.0014374
1.27732,-0.28,-0.001346
1.2833,-0.26,-0.0012506
1.28928,-0.24,-0.0011532
1.29527,-0.22,-0.0010546
1.30753,-0.2,-0.00096362
1.31351,-0.18,-0.00086276
1.31948,-0.16,-0.00076856
1.32554,-0.14,-0.00067044
1.33151,-0.12,-0.00057542
1.33746,-0.1,-0.00048166
1.34344,-0.08,-0.00038004
1.34942,-0.06,-0.00028624
1.35542,-0.04,-0.00019282
1.3675,-0.02,-9.5766e-05
1.3791,0.0,4.322e-07
