# Saved on 2025-06-26T11:49:29.612776
# Name: Evan
# Sample_ID: Batch3_F5_TPTE03
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -10
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2
#   Neg_Voltage: -2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS,Conductance_Target_1300.00 uS
1.4400000000e-04,4.6046196076e-04,5.3227224271e-04,6.0257330915e-04,6.8755114626e-04,8.0853627878e-04,8.7358443125e-04,9.8582226201e-04,1.0701315477e-03,1.1280611216e-03,1.2983047054e-03
1.1440000000e-03,4.4713178795e-04,5.2459032304e-04,6.1420760176e-04,6.9083209382e-04,8.3308754256e-04,9.0221961727e-04,1.0159120575e-03,1.0575661872e-03,1.1726725643e-03,1.3304896129e-03
2.1440000000e-03,4.4090560550e-04,5.0547303545e-04,6.1002039729e-04,7.1975431638e-04,8.1874401076e-04,8.9407454652e-04,1.0183324048e-03,1.0814558482e-03,1.1615673429e-03,1.3149887673e-03
3.1440000000e-03,4.6195738832e-04,4.8900950787e-04,6.0776066675e-04,7.1644179116e-04,8.1835998571e-04,8.9967972599e-04,1.0453121649e-03,1.0782049503e-03,1.1662019824e-03,1.3141566887e-03
4.1440000000e-03,4.1317991418e-04,4.8773948947e-04,5.8992558479e-04,7.3784132837e-04,7.9892597569e-04,8.7734166300e-04,1.0175636271e-03,1.0828788072e-03,1.1504894792e-03,1.2946363131e-03
5.1440000000e-03,4.1030605644e-04,5.0157112128e-04,5.7846660638e-04,7.1105343523e-04,7.8831588326e-04,8.9238943474e-04,1.0147326248e-03,1.0561881209e-03,1.1599792197e-03,1.2797214731e-03
6.1440000000e-03,3.8761427277e-04,5.0225226005e-04,5.7029417803e-04,7.1157919592e-04,7.7898213931e-04,8.9603636297e-04,1.0209330503e-03,1.0760978330e-03,1.1631539383e-03,1.2681381486e-03
7.1440000000e-03,3.9042795834e-04,4.8082682042e-04,5.8705467382e-04,7.0462097938e-04,7.9778328654e-04,9.1486566816e-04,1.0322793241e-03,1.0760757868e-03,1.1828955758e-03,1.2908809003e-03
8.1440000000e-03,3.6565186747e-04,4.9227652198e-04,5.8311867178e-04,7.1335991379e-04,8.0312958744e-04,9.2884780315e-04,1.0222329001e-03,1.1025309504e-03,1.1993536464e-03,1.2970015814e-03
9.1440000000e-03,3.8858521293e-04,4.9086134823e-04,5.6530054280e-04,7.0663802035e-04,7.8382036008e-04,9.3443690275e-04,1.0059017950e-03,1.1120730778e-03,1.1946690211e-03,1.2732857431e-03
1.0144000000e-02,3.9528928028e-04,5.1794319006e-04,5.6843109633e-04,6.9389476266e-04,7.8928642324e-04,9.1534304374e-04,9.9551085441e-04,1.1285464279e-03,1.1810626893e-03,1.2830198102e-03
1.1144000000e-02,3.9177790313e-04,5.1614999393e-04,5.7540928537e-04,6.8891546107e-04,7.9375306086e-04,9.1511523351e-04,9.8183860246e-04,1.1069540778e-03,1.1846711277e-03,1.2905233598e-03
1.2144000000e-02,3.8190595660e-04,5.3506108088e-04,5.9997299104e-04,6.7330911406e-04,8.2215105067e-04,9.3670460046e-04,1.0073032172e-03,1.1024324340e-03,1.2086395145e-03,1.3245816808e-03
1.3144000000e-02,3.9052163629e-04,5.1204187912e-04,5.9780020820e-04,6.9948975579e-04,8.2018181274e-04,9.2788010079e-04,1.0021556227e-03,1.1201195593e-03,1.1926024308e-03,1.3248668984e-03
1.4144000000e-02,4.1325874918e-04,5.0946498959e-04,6.1419319536e-04,6.8971319706e-04,8.4151382907e-04,9.2514805146e-04,1.0063823720e-03,1.1184685718e-03,1.1899476522e-03,1.3479357585e-03
1.5144000000e-02,4.3844345782e-04,5.1677052397e-04,5.8823938161e-04,6.9348192483e-04,8.1368911196e-04,8.9479217422e-04,9.8464355688e-04,1.1131830252e-03,1.1628996435e-03,1.3125030091e-03
1.6144000000e-02,4.5264328946e-04,5.2238767239e-04,5.9287151089e-04,6.7252272856e-04,8.1515550846e-04,8.9661582024e-04,9.9978336948e-04,1.0824171477e-03,1.1576348334e-03,1.3099075295e-03
1.7144000000e-02,4.2151212256e-04,5.1548802730e-04,5.9324254835e-04,6.8597975769e-04,8.1797872554e-04,8.7568761955e-04,9.9963581306e-04,1.0839033348e-03,1.1360747158e-03,1.3131760352e-03
1.8144000000e-02,4.1947987484e-04,5.0087284762e-04,6.0214464611e-04,6.8945817475e-04,8.2496007963e-04,8.9980931079e-04,1.0185147403e-03,1.0609242599e-03,1.1642547906e-03,1.3275559468e-03
1.9144000000e-02,4.2933472287e-04,4.9448732170e-04,5.9848822275e-04,7.0447902544e-04,8.1807775132e-04,9.0100736998e-04,1.0298609413e-03,1.0949306306e-03,1.1694861314e-03,1.3171957107e-03
2.0144000000e-02,4.4295706175e-04,4.7664270824e-04,5.8929883380e-04,7.1840717283e-04,8.0660574895e-04,8.9723609562e-04,1.0365791968e-03,1.0896546883e-03,1.1588900088e-03,1.2997766316e-03
2.1144000000e-02,4.3763240683e-04,5.0512178859e-04,5.7522313000e-04,7.2152870416e-04,7.9460944107e-04,8.8775705080e-04,1.0219129763e-03,1.0907770047e-03,1.1530777556e-03,1.2890392100e-03
2.2144000000e-02,4.3226777052e-04,4.9304606364e-04,5.6193450291e-04,7.0355068601e-04,7.7914068243e-04,8.9382556325e-04,1.0180444224e-03,1.0786973144e-03,1.1603638268e-03,1.2718087237e-03
2.3144000000e-02,4.2336032493e-04,5.1651368267e-04,5.8172368881e-04,7.0119640441e-04,7.9906341853e-04,9.0882531367e-04,1.0355888662e-03,1.0862409545e-03,1.1809849821e-03,1.3014870638e-03
2.4144000000e-02,4.0853570681e-04,4.9872181989e-04,5.7710389228e-04,7.2008544521e-04,7.9683646618e-04,9.2421367299e-04,1.0316832049e-03,1.0975461191e-03,1.1876142526e-03,1.2923094619e-03
2.5144000000e-02,4.0958660975e-04,5.0634691434e-04,5.7907931478e-04,7.0986425271e-04,8.0182799138e-04,9.3684109743e-04,1.0297487461e-03,1.1102351709e-03,1.2090460223e-03,1.2958051229e-03
2.6144000000e-02,4.2356976337e-04,5.0963499234e-04,5.5715478084e-04,7.0784379204e-04,7.7900025644e-04,9.0921406809e-04,9.9393226265e-04,1.1247659131e-03,1.1694985005e-03,1.2688116112e-03
2.7144000000e-02,4.2433126509e-04,5.2788316680e-04,5.7181696320e-04,6.8921493948e-04,7.9556732089e-04,9.1725996754e-04,9.9863929790e-04,1.1042893311e-03,1.1862873362e-03,1.2855717796e-03
2.8144000000e-02,4.0217149945e-04,5.3626430599e-04,5.7472883782e-04,6.9209891080e-04,7.9729179561e-04,9.1285699455e-04,9.7552641819e-04,1.1067806918e-03,1.1812247976e-03,1.2900948059e-03
2.9144000000e-02,4.0105045628e-04,5.2182953368e-04,5.9259324189e-04,6.7456705438e-04,8.1629506894e-04,9.3467031547e-04,9.9971366581e-04,1.1026791617e-03,1.1980440468e-03,1.3109247084e-03
3.0144000000e-02,4.2328501877e-04,5.0678285334e-04,6.0227284848e-04,6.9573681685e-04,8.2364771515e-04,9.1883324785e-04,1.0037256288e-03,1.1287693633e-03,1.1869523587e-03,1.3269219198e-03
3.1144000000e-02,4.3905420171e-04,5.0700928114e-04,6.1323989939e-04,7.0038215199e-04,8.3725637523e-04,9.1784851975e-04,1.0029843543e-03,1.1083949357e-03,1.1818601342e-03,1.3350810332e-03
3.2144000000e-02,4.3936473958e-04,5.2600578783e-04,5.9414953284e-04,6.9851819717e-04,8.1902566308e-04,8.9875153208e-04,9.8591342976e-04,1.1086773156e-03,1.1639722652e-03,1.3133449829e-03
3.3144000000e-02,4.5848948503e-04,5.1241178880e-04,5.8869358327e-04,6.8911111157e-04,8.1391044660e-04,8.8573906396e-04,9.9872289866e-04,1.0838533490e-03,1.1514477956e-03,1.3123796089e-03
3.4144000000e-02,4.3879397708e-04,5.0975479098e-04,6.0419934016e-04,6.9217756391e-04,8.3197825006e-04,8.7814740255e-04,1.0148828733e-03,1.0729323549e-03,1.1514985817e-03,1.3352377573e-03
3.5144000000e-02,4.3241896492e-04,4.8469984904e-04,6.0149028286e-04,7.0053771196e-04,8.2656595623e-04,9.0049958089e-04,1.0188358283e-03,1.0612195183e-03,1.1647772772e-03,1.3259686239e-03
3.6144000000e-02,4.4201544370e-04,4.8709411203e-04,5.9642134147e-04,7.0906426117e-04,8.2246711827e-04,9.0219073172e-04,1.0442223720e-03,1.0848332749e-03,1.1639932927e-03,1.3211983605e-03
3.7144000000e-02,4.5073869842e-04,4.6766610467e-04,5.8025674662e-04,7.2475661000e-04,7.9268000263e-04,8.8039341790e-04,1.0143098916e-03,1.0906741954e-03,1.1412742606e-03,1.2867790065e-03
3.8144000000e-02,4.2300023779e-04,4.8839272495e-04,5.8017805713e-04,6.9857407652e-04,7.9552788520e-04,8.8789114670e-04,1.0176161595e-03,1.0732788360e-03,1.1573282245e-03,1.2889945356e-03
