# Saved on 2025-07-11T18:40:55.407067
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE09
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0008
#   num_level: 2
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,6.8746303441e-04,8.0037898442e-04
1.0001440000e+00,6.8826193456e-04,8.1243095337e-04
2.0001440000e+00,6.8195316999e-04,7.8950055467e-04
3.0001440000e+00,6.8330002250e-04,7.9592449765e-04
4.0001440000e+00,6.9766188972e-04,7.9469864431e-04
5.0001440000e+00,6.9533976784e-04,8.0498757598e-04
6.0001440000e+00,6.9452908065e-04,7.9478770203e-04
7.0001440000e+00,6.9941546826e-04,8.0284087744e-04
8.0001440000e+00,6.9344736403e-04,8.0333287769e-04
9.0001440000e+00,6.9434361649e-04,8.0955796875e-04
1.0000144000e+01,7.0459907874e-04,8.0869009253e-04
1.1000144000e+01,6.9256311690e-04,8.0268589954e-04
1.2000144000e+01,6.7292668973e-04,8.0093021097e-04
1.3000144000e+01,6.7224929808e-04,8.1024816609e-04
1.4000144000e+01,6.7155204306e-04,7.9695113527e-04
1.5000144000e+01,6.7260669312e-04,8.0334713857e-04
1.6000144000e+01,6.7523003963e-04,7.9733930761e-04
1.7000144000e+01,6.7210748966e-04,8.0831363448e-04
1.8000144000e+01,6.7255190515e-04,8.0978898040e-04
1.9000144000e+01,6.7196771852e-04,8.0984013039e-04
2.0000144000e+01,6.7248845880e-04,8.0764570157e-04
2.1000144000e+01,6.7252280132e-04,8.0636455095e-04
2.2000144000e+01,6.7144559580e-04,8.1870297436e-04
2.3000144000e+01,6.7241773650e-04,8.0184792751e-04
2.4000144000e+01,6.5986190748e-04,8.0118770711e-04
2.5000144000e+01,6.7001834395e-04,8.0428813817e-04
2.6000144000e+01,6.6683845944e-04,8.1003337982e-04
2.7000144000e+01,6.6736145527e-04,8.0407960922e-04
2.8000144000e+01,6.6715976573e-04,8.0277743109e-04
2.9000144000e+01,6.6974491347e-04,7.9667464888e-04
3.0000144000e+01,6.6943801357e-04,7.9675628513e-04
3.1000144000e+01,6.6866326961e-04,8.0889192759e-04
3.2000144000e+01,6.6821485234e-04,7.9567442299e-04
3.3000144000e+01,6.6777545726e-04,7.9682271462e-04
3.4000144000e+01,6.6794455051e-04,8.0415564298e-04
3.5000144000e+01,6.7385175498e-04,8.0438432633e-04
3.6000144000e+01,6.7447959736e-04,8.0392957898e-04
3.7000144000e+01,6.7405708251e-04,7.9611374531e-04
3.8000144000e+01,6.7699846113e-04,8.0271420302e-04
3.9000144000e+01,6.7161257903e-04,8.0237005022e-04
4.0000144000e+01,6.6964334110e-04,8.0154793977e-04
4.1000144000e+01,6.6981752752e-04,8.0208177678e-04
4.2000144000e+01,6.6935033828e-04,7.9425160948e-04
4.3000144000e+01,6.7025066528e-04,8.0753183283e-04
4.4000144000e+01,6.7043431045e-04,8.0235477071e-04
4.5000144000e+01,6.7018037953e-04,8.0069112300e-04
4.6000144000e+01,6.7010187195e-04,7.8779448813e-04
4.7000144000e+01,6.6983913712e-04,7.8717006545e-04
4.8000144000e+01,6.6926157160e-04,7.9735902546e-04
