# Saved on 2025-07-11T18:40:55.384030
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE09
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0008
#   num_level: 2
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,6.8894034484e-04,8.0249577877e-04
1.1440000000e-03,6.8958172051e-04,8.0139056081e-04
2.1440000000e-03,6.8962268415e-04,8.0134639575e-04
3.1440000000e-03,6.8916473538e-04,8.0265388533e-04
4.1440000000e-03,6.8917179306e-04,7.9699428170e-04
5.1440000000e-03,6.8931069109e-04,7.9719720816e-04
6.1440000000e-03,6.9110363256e-04,7.9692072177e-04
7.1440000000e-03,6.9078254455e-04,8.0286517914e-04
8.1440000000e-03,6.9128822361e-04,8.0164754763e-04
9.1440000000e-03,6.9053690822e-04,8.0215220805e-04
1.0144000000e-02,6.9099842221e-04,8.0320416600e-04
1.1144000000e-02,6.9091911428e-04,8.0111516581e-04
1.2144000000e-02,6.9129666372e-04,8.0264755525e-04
1.3144000000e-02,6.9136513048e-04,7.9605502833e-04
1.4144000000e-02,6.9156689278e-04,7.9680481576e-04
1.5144000000e-02,6.9094945502e-04,7.9696932517e-04
1.6144000000e-02,6.9120709668e-04,7.9674609879e-04
1.7144000000e-02,6.9117304520e-04,7.9622172052e-04
1.8144000000e-02,6.9096298830e-04,7.9678953625e-04
1.9144000000e-02,6.9103356509e-04,7.9652098066e-04
2.0144000000e-02,6.9110799814e-04,7.9644669313e-04
2.1144000000e-02,6.9058449299e-04,7.9669865954e-04
2.2144000000e-02,6.9107460149e-04,7.9673693108e-04
2.3144000000e-02,6.9104673457e-04,7.9663012002e-04
2.4144000000e-02,6.9100198743e-04,7.9702629591e-04
2.5144000000e-02,6.9054462074e-04,7.9678757174e-04
2.6144000000e-02,6.9047782745e-04,7.9669996921e-04
2.7144000000e-02,6.9106237788e-04,7.9688667029e-04
2.8144000000e-02,6.9099507527e-04,7.9659359471e-04
2.9144000000e-02,6.9103378337e-04,7.9689671111e-04
3.0144000000e-02,6.9130968768e-04,7.9639852629e-04
3.1144000000e-02,6.9114976213e-04,7.9656703747e-04
3.2144000000e-02,6.9097761298e-04,7.9666388046e-04
3.3144000000e-02,6.9139532570e-04,7.9700163042e-04
3.4144000000e-02,6.9066481956e-04,7.9597259173e-04
3.5144000000e-02,6.9091045589e-04,8.0222052929e-04
3.6144000000e-02,6.9123874709e-04,8.0195175542e-04
3.7144000000e-02,6.9130190241e-04,8.0082871136e-04
3.8144000000e-02,6.9215289841e-04,8.0246783909e-04
3.9144000000e-02,6.9211571827e-04,8.0257523223e-04
4.0144000000e-02,6.9255256676e-04,8.0238234659e-04
4.1144000000e-02,6.9261950557e-04,8.0251324107e-04
4.2144000000e-02,6.9187728513e-04,8.0246863945e-04
4.3144000000e-02,6.9242072641e-04,8.0259786046e-04
4.4144000000e-02,6.9205045293e-04,8.0247737060e-04
4.5144000000e-02,6.9211957452e-04,8.0224141129e-04
4.6144000000e-02,6.9229441578e-04,8.1422796939e-04
4.7144000000e-02,6.9219495344e-04,8.1520207459e-04
4.8144000000e-02,6.9220681326e-04,8.1237172708e-04
