Time (s),Voltage (V),Current (A)
0.0452,0.0,2.243e-09
0.06911,0.01,5.7532e-07
0.07497,0.02,1.10792e-06
0.11027,0.03,1.6609e-06
0.11683,0.04,2.2622e-06
0.12335,0.05,2.8333e-06
0.1299,0.06,3.4287e-06
0.13643,0.07,4.0072e-06
0.14298,0.08,4.632e-06
0.14953,0.09,5.2738e-06
0.15609,0.1,5.9436e-06
0.16264,0.11,6.5699e-06
0.1692,0.12,7.2975e-06
0.17573,0.13,7.9267e-06
0.18225,0.14,8.7101e-06
0.1888,0.15,9.4277e-06
0.19535,0.16,1.02381e-05
0.2019,0.17,1.09982e-05
0.22833,0.18,1.1776e-05
0.23401,0.19,1.264e-05
0.23975,0.2,1.3492e-05
0.24541,0.21,1.4452e-05
0.25107,0.22,1.5284e-05
0.25672,0.23,1.6132e-05
0.26238,0.24,1.7146e-05
0.26806,0.25,1.8008e-05
0.27372,0.26,1.9016e-05
0.27939,0.27,2.007e-05
0.28505,0.28,2.108e-05
0.29069,0.29,2.228e-05
0.29635,0.3,2.3504e-05
0.30206,0.31,2.4408e-05
0.30772,0.32,2.552e-05
0.31336,0.33,2.6872e-05
0.31902,0.34,2.8172e-05
0.32444,0.35,2.9282e-05
0.33009,0.36,3.0512e-05
0.33575,0.37,3.2154e-05
0.34141,0.38,3.32e-05
0.34707,0.39,3.4672e-05
0.35273,0.4,3.6202e-05
0.35841,0.41,3.7714e-05
0.36407,0.42,3.9126e-05
0.36973,0.43,4.0622e-05
0.37536,0.44,4.2038e-05
0.38105,0.45,4.3806e-05
0.3867,0.46,4.5174e-05
0.39236,0.47,4.6822e-05
0.39803,0.48,4.8606e-05
0.4037,0.49,5.0026e-05
0.40936,0.5,5.209e-05
0.41501,0.51,5.3946e-05
0.42067,0.52,5.1232e-05
0.42633,0.53,5.3306e-05
0.43198,0.54,5.5074e-05
0.43765,0.55,5.7128e-05
0.4433,0.56,5.88e-05
0.44896,0.57,6.0874e-05
0.45463,0.58,6.2766e-05
0.46028,0.59,6.4938e-05
0.46593,0.6,6.7366e-05
0.47159,0.61,6.9356e-05
0.47727,0.62,7.1674e-05
0.48293,0.63,7.3624e-05
0.48864,0.64,7.571e-05
0.49431,0.65,7.8474e-05
0.49997,0.66,8.0578e-05
0.50564,0.67,8.384e-05
0.5113,0.68,8.5918e-05
0.51697,0.69,8.9438e-05
0.52264,0.7,9.1968e-05
0.5283,0.71,9.4672e-05
0.53398,0.72,9.7468e-05
0.53964,0.73,9.9888e-05
0.5453,0.74,0.000103824
0.55095,0.75,0.000106736
0.55662,0.76,0.00010967
0.56228,0.77,0.0001127
0.58049,0.78,0.0001149
0.58605,0.79,0.00011886
0.59186,0.8,0.00012256
0.59765,0.81,0.00012594
0.60346,0.82,0.00012942
0.60925,0.83,0.00013242
0.61505,0.84,0.00013672
0.62085,0.85,0.00013996
0.62665,0.86,0.00014392
0.63246,0.87,0.00014626
0.63827,0.88,0.0001501
0.64407,0.89,0.000154
0.64987,0.9,0.0001583
0.65574,0.91,0.00016234
0.66155,0.92,0.00016642
0.66737,0.93,0.00017148
0.67318,0.94,0.000176
0.67899,0.95,0.00018076
0.6848,0.96,0.00018594
0.6906,0.97,0.00019072
0.69641,0.98,0.00019598
0.70221,0.99,0.00020084
0.70799,1.0,0.00020588
0.71133,1.0,0.0002058
0.71716,0.99,0.00020098
0.72296,0.98,0.0001963
0.72876,0.97,0.0001917
0.73457,0.96,0.00018618
0.74036,0.95,0.00018092
0.74617,0.94,0.00017932
0.75199,0.93,0.00017438
0.7578,0.92,0.00017004
0.7636,0.91,0.0001641
0.7694,0.9,0.00015992
0.7752,0.89,0.00015562
0.781,0.88,0.00015156
0.7868,0.87,0.00014696
0.79258,0.86,0.0001431
0.79838,0.85,0.00013962
0.8042,0.84,0.00013606
0.81001,0.83,0.0001322
0.81581,0.82,0.00012864
0.82162,0.81,0.00012512
0.82743,0.8,0.00012078
0.83324,0.79,0.00011782
0.83905,0.78,0.0001145
0.84484,0.77,0.00011104
0.85064,0.76,0.00010838
0.85643,0.75,0.00010542
0.86223,0.74,0.0001025
0.87389,0.73,9.9194e-05
0.87952,0.72,9.649e-05
0.88517,0.71,9.3904e-05
0.89082,0.7,9.1234e-05
0.89647,0.69,8.8172e-05
0.90218,0.68,8.553e-05
0.90786,0.67,8.2808e-05
0.91351,0.66,7.9936e-05
0.91916,0.65,7.8148e-05
0.9248,0.64,7.538e-05
0.93052,0.63,7.3194e-05
0.93618,0.62,7.0996e-05
0.9419,0.61,6.8708e-05
0.94756,0.6,6.6702e-05
0.95323,0.59,6.4548e-05
0.95888,0.58,6.2612e-05
0.96454,0.57,6.0606e-05
0.97018,0.56,5.8798e-05
0.97585,0.55,5.7054e-05
0.98151,0.54,5.5098e-05
0.98719,0.53,5.2896e-05
0.99285,0.52,5.094e-05
0.99853,0.51,4.9264e-05
1.0042,0.5,4.7594e-05
1.00985,0.49,4.595e-05
