# Saved on 2025-07-12T13:49:18.167210
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPT40
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.5
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,4.9405538448e-04,5.9225621953e-04,7.0253292506e-04,7.8605473391e-04
1.0001440000e+00,4.9738340749e-04,5.7993300288e-04,6.8360364821e-04,8.0030069512e-04
2.0001440000e+00,4.9108537496e-04,5.8966281358e-04,6.9385052484e-04,7.9438774264e-04
3.0001440000e+00,4.9718342780e-04,5.9390571550e-04,6.9444387918e-04,7.9364581325e-04
4.0001440000e+00,4.9147904065e-04,6.0444745031e-04,7.0629437687e-04,8.0524056102e-04
5.0001440000e+00,4.9702241085e-04,6.1927275965e-04,6.9675021223e-04,7.9285549873e-04
6.0001440000e+00,4.9721500545e-04,6.1661812651e-04,6.9819063356e-04,8.0509489635e-04
7.0001440000e+00,4.9680002121e-04,6.0613758251e-04,6.7772190960e-04,7.9913173977e-04
8.0001440000e+00,4.9695991038e-04,6.0725124058e-04,6.9715555583e-04,7.9009805631e-04
9.0001440000e+00,4.9120732001e-04,6.0493337514e-04,6.8351633672e-04,7.7575889009e-04
1.0000144000e+01,4.9711255997e-04,6.0763752117e-04,6.9679255830e-04,8.0223922851e-04
1.1000144000e+01,4.9721646064e-04,6.0417318309e-04,6.8421897595e-04,7.7635639173e-04
1.2000144000e+01,4.9190293794e-04,6.1320250097e-04,7.0046356996e-04,7.9236873717e-04
1.3000144000e+01,4.9686841521e-04,6.1809703766e-04,6.8192559411e-04,7.9630008258e-04
1.4000144000e+01,4.9728132581e-04,6.1915874539e-04,7.0840280387e-04,7.8605546150e-04
1.5000144000e+01,4.9079480959e-04,6.1842278228e-04,7.0741378295e-04,7.9830599134e-04
1.6000144000e+01,4.9735572247e-04,6.1827267928e-04,7.0145768404e-04,8.0027195509e-04
1.7000144000e+01,4.8995021643e-04,6.1834100052e-04,7.0735790359e-04,8.0419456935e-04
1.8000144000e+01,4.9711059546e-04,6.0801459767e-04,7.0674534072e-04,7.9539335275e-04
1.9000144000e+01,4.9922269682e-04,6.1613558501e-04,7.0614478318e-04,7.9772733443e-04
2.0000144000e+01,4.9715185014e-04,6.0950096668e-04,7.0125148341e-04,7.9429555626e-04
2.1000144000e+01,4.8993038945e-04,6.1898404965e-04,6.9515750511e-04,8.1235732068e-04
2.2000144000e+01,4.9891830713e-04,6.0706992372e-04,7.0749818406e-04,8.0411155068e-04
2.3000144000e+01,4.9093341659e-04,5.9839501773e-04,6.9986621384e-04,8.0232763139e-04
2.4000144000e+01,4.9294831115e-04,6.1328544689e-04,6.7498636781e-04,7.9796416685e-04
2.5000144000e+01,4.9675523769e-04,6.1662343796e-04,6.9712936238e-04,7.9335077317e-04
2.6000144000e+01,4.9674992624e-04,6.1680424551e-04,7.0122085162e-04,7.9787780123e-04
2.7000144000e+01,5.0044603995e-04,6.1967883084e-04,7.0003385190e-04,7.9817698861e-04
2.8000144000e+01,4.9841051805e-04,6.2218081439e-04,7.0740126830e-04,8.0224621342e-04
2.9000144000e+01,4.9824502639e-04,6.2095197791e-04,7.1606351412e-04,7.9123012256e-04
