# Saved on 2025-06-30T13:11:02.950295
# Name: Shreenidhi
# Sample_ID: Batch5_Sample7_F5_TPTE38
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 10
#   Read_Voltage: 0.1
#   Pos_Voltage: 1.2
#   Neg_Voltage: -1.2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0016
#   num_level: 10
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A),Loop 4 (A),Loop 5 (A),Loop 6 (A),Loop 7 (A),Loop 8 (A),Loop 9 (A),Loop 10 (A)
0.0000000000e+00,2.4800000000e-08,3.2323000000e-08,6.0340000000e-09,5.9857000000e-08,2.8295000000e-08,8.1221000000e-08,4.6381000000e-08,7.2280000000e-08,4.0337000000e-08,4.1944000000e-08
-1.2000000000e-02,7.7323000000e-06,7.7566000000e-06,7.6950000000e-06,7.1356000000e-06,7.3276000000e-06,6.4567000000e-06,7.1578000000e-06,7.0520000000e-06,6.4111000000e-06,7.1092000000e-06
-2.4000000000e-02,1.5684000000e-05,1.4802000000e-05,1.4994000000e-05,1.4726000000e-05,1.4084000000e-05,1.2326000000e-05,1.4788000000e-05,1.3912000000e-05,1.2514000000e-05,1.3574000000e-05
-3.6000000000e-02,2.3276000000e-05,2.2546000000e-05,2.2820000000e-05,2.2192000000e-05,2.1338000000e-05,1.8302000000e-05,2.2138000000e-05,2.0886000000e-05,1.9030000000e-05,2.0606000000e-05
-4.8000000000e-02,3.0878000000e-05,3.0832000000e-05,3.0312000000e-05,3.0088000000e-05,2.9158000000e-05,2.4946000000e-05,2.9896000000e-05,2.8186000000e-05,2.5290000000e-05,2.7706000000e-05
-6.0000000000e-02,3.8832000000e-05,3.8858000000e-05,3.8086000000e-05,3.7800000000e-05,3.6638000000e-05,3.1400000000e-05,3.7136000000e-05,3.5950000000e-05,3.1634000000e-05,3.4782000000e-05
-7.2000000000e-02,4.6594000000e-05,4.7538000000e-05,4.6460000000e-05,4.5290000000e-05,4.4570000000e-05,3.7854000000e-05,4.4606000000e-05,4.3512000000e-05,3.8520000000e-05,4.2302000000e-05
-8.4000000000e-02,5.5130000000e-05,5.5438000000e-05,5.4282000000e-05,5.3554000000e-05,5.2380000000e-05,4.4882000000e-05,5.2702000000e-05,5.1496000000e-05,4.5172000000e-05,4.9836000000e-05
-9.6000000000e-02,6.3526000000e-05,6.3890000000e-05,6.2494000000e-05,6.1376000000e-05,6.0194000000e-05,5.1858000000e-05,6.0520000000e-05,5.9140000000e-05,5.1980000000e-05,5.6726000000e-05
-1.0800000000e-01,7.1908000000e-05,7.2664000000e-05,7.1004000000e-05,6.9538000000e-05,6.8400000000e-05,5.8736000000e-05,6.8350000000e-05,6.6936000000e-05,5.9004000000e-05,6.4194000000e-05
