# Saved on 2025-06-27T17:04:36.442409
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 1
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.1
#   Neg_Voltage: -2.5
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.001
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A)
0.0000000000e+00,1.8221000000e-06
-2.5000000000e-02,9.6806000000e-05
-5.0000000000e-02,1.9560000000e-04
-7.5000000000e-02,2.9142000000e-04
-1.0000000000e-01,3.9108000000e-04
-1.2500000000e-01,4.8800000000e-04
-1.5000000000e-01,5.8522000000e-04
-1.7500000000e-01,6.8752000000e-04
-2.0000000000e-01,7.9094000000e-04
-2.2500000000e-01,8.8766000000e-04
-2.5000000000e-01,9.8798000000e-04
-2.7500000000e-01,1.0000200000e-03
-3.0000000000e-01,1.0000200000e-03
-3.2500000000e-01,1.0000000000e-03
-3.5000000000e-01,1.0000000000e-03
-3.7500000000e-01,1.0000000000e-03
-4.0000000000e-01,1.0000000000e-03
-4.2500000000e-01,1.0000200000e-03
-4.5000000000e-01,1.0000200000e-03
-4.7500000000e-01,1.0000200000e-03
-5.0000000000e-01,1.0000200000e-03
-5.2500000000e-01,1.0000000000e-03
-5.5000000000e-01,1.0000200000e-03
-5.7500000000e-01,1.0000000000e-03
-6.0000000000e-01,1.0000200000e-03
-6.2500000000e-01,1.0000000000e-03
-6.5000000000e-01,1.0000000000e-03
-6.7500000000e-01,1.0000200000e-03
-7.0000000000e-01,1.0000000000e-03
-7.2500000000e-01,1.0000000000e-03
-7.5000000000e-01,1.0000200000e-03
-7.7500000000e-01,1.0000200000e-03
-8.0000000000e-01,1.0000200000e-03
-8.2500000000e-01,1.0000000000e-03
-8.5000000000e-01,1.0000200000e-03
-8.7500000000e-01,1.0000000000e-03
-9.0000000000e-01,1.0000200000e-03
-9.2500000000e-01,1.0000000000e-03
-9.5000000000e-01,1.0000000000e-03
-9.7500000000e-01,1.0000200000e-03
-1.0000000000e+00,1.0000200000e-03
-1.0250000000e+00,1.0000000000e-03
-1.0500000000e+00,1.0000200000e-03
-1.0750000000e+00,1.0000000000e-03
-1.1000000000e+00,1.0000200000e-03
-1.1250000000e+00,1.0000200000e-03
-1.1500000000e+00,1.0000200000e-03
-1.1750000000e+00,1.0000200000e-03
-1.2000000000e+00,1.0000200000e-03
-1.2250000000e+00,1.0000000000e-03
-1.2500000000e+00,1.0000000000e-03
-1.2750000000e+00,1.0000200000e-03
-1.3000000000e+00,1.0000200000e-03
-1.3250000000e+00,1.0000000000e-03
-1.3500000000e+00,1.0000200000e-03
-1.3750000000e+00,1.0000200000e-03
-1.4000000000e+00,1.0000200000e-03
-1.4250000000e+00,1.0000200000e-03
-1.4500000000e+00,1.0000000000e-03
-1.4750000000e+00,1.0000200000e-03
-1.5000000000e+00,1.0000200000e-03
-1.5250000000e+00,1.0000200000e-03
-1.5500000000e+00,1.0000200000e-03
-1.5750000000e+00,1.0000000000e-03
-1.6000000000e+00,1.0000200000e-03
-1.6250000000e+00,1.0000200000e-03
-1.6500000000e+00,1.0000000000e-03
-1.6750000000e+00,1.0000000000e-03
-1.7000000000e+00,1.0000200000e-03
-1.7250000000e+00,1.0000200000e-03
-1.7500000000e+00,1.0000000000e-03
-1.7750000000e+00,1.0000000000e-03
-1.8000000000e+00,1.0000200000e-03
-1.8250000000e+00,1.0000200000e-03
-1.8500000000e+00,1.0000200000e-03
-1.8750000000e+00,1.0000200000e-03
-1.9000000000e+00,1.0000000000e-03
-1.9250000000e+00,1.0000200000e-03
-1.9500000000e+00,1.0000200000e-03
-1.9750000000e+00,1.0000200000e-03
-2.0000000000e+00,1.0000200000e-03
-2.0250000000e+00,1.0000400000e-03
-2.0500000000e+00,1.0000000000e-03
-2.0750000000e+00,1.0000200000e-03
-2.1000000000e+00,1.0000000000e-03
-2.1250000000e+00,1.0000200000e-03
-2.1500000000e+00,1.0000200000e-03
-2.1750000000e+00,1.0000200000e-03
-2.2000000000e+00,1.0000200000e-03
-2.2250000000e+00,1.0000200000e-03
-2.2500000000e+00,1.0000200000e-03
-2.2750000000e+00,1.0000000000e-03
-2.3000000000e+00,1.0000000000e-03
-2.3250000000e+00,1.0000200000e-03
-2.3500000000e+00,1.0000200000e-03
-2.3750000000e+00,1.0000200000e-03
-2.4000000000e+00,1.0000000000e-03
-2.4250000000e+00,1.0000200000e-03
-2.4500000000e+00,1.0000200000e-03
-2.4750000000e+00,1.0000200000e-03
-2.5000000000e+00,1.0000200000e-03
-2.5000000000e+00,1.0000000000e-03
-2.4750000000e+00,1.0000200000e-03
-2.4500000000e+00,1.0000400000e-03
-2.4250000000e+00,1.0000000000e-03
-2.4000000000e+00,1.0000200000e-03
-2.3750000000e+00,1.0000000000e-03
-2.3500000000e+00,1.0000000000e-03
-2.3250000000e+00,1.0000200000e-03
-2.3000000000e+00,1.0000200000e-03
-2.2750000000e+00,1.0000000000e-03
-2.2500000000e+00,1.0000200000e-03
-2.2250000000e+00,1.0000200000e-03
-2.2000000000e+00,1.0000200000e-03
-2.1750000000e+00,1.0000200000e-03
-2.1500000000e+00,1.0000200000e-03
-2.1250000000e+00,1.0000200000e-03
-2.1000000000e+00,1.0000200000e-03
-2.0750000000e+00,1.0000200000e-03
-2.0500000000e+00,1.0000200000e-03
-2.0250000000e+00,1.0000200000e-03
-2.0000000000e+00,1.0000000000e-03
-1.9750000000e+00,1.0000000000e-03
-1.9500000000e+00,1.0000200000e-03
-1.9250000000e+00,1.0000000000e-03
-1.9000000000e+00,1.0000200000e-03
-1.8750000000e+00,1.0000200000e-03
-1.8500000000e+00,1.0000200000e-03
-1.8250000000e+00,1.0000200000e-03
-1.8000000000e+00,1.0000200000e-03
-1.7750000000e+00,1.0000000000e-03
-1.7500000000e+00,1.0000200000e-03
-1.7250000000e+00,1.0000200000e-03
-1.7000000000e+00,1.0000200000e-03
-1.6750000000e+00,1.0000200000e-03
-1.6500000000e+00,1.0000000000e-03
-1.6250000000e+00,1.0000200000e-03
-1.6000000000e+00,1.0000000000e-03
-1.5750000000e+00,1.0000200000e-03
-1.5500000000e+00,1.0000200000e-03
-1.5250000000e+00,1.0000200000e-03
-1.5000000000e+00,1.0000200000e-03
-1.4750000000e+00,1.0000200000e-03
-1.4500000000e+00,1.0000000000e-03
-1.4250000000e+00,1.0000200000e-03
-1.4000000000e+00,1.0000200000e-03
-1.3750000000e+00,1.0000200000e-03
-1.3500000000e+00,1.0000000000e-03
-1.3250000000e+00,1.0000200000e-03
-1.3000000000e+00,1.0000200000e-03
-1.2750000000e+00,1.0000000000e-03
-1.2500000000e+00,1.0000200000e-03
-1.2250000000e+00,1.0000000000e-03
-1.2000000000e+00,1.0000200000e-03
-1.1750000000e+00,1.0000200000e-03
-1.1500000000e+00,1.0000000000e-03
-1.1250000000e+00,1.0000000000e-03
-1.1000000000e+00,1.0000200000e-03
-1.0750000000e+00,1.0000200000e-03
-1.0500000000e+00,1.0000200000e-03
-1.0250000000e+00,1.0000200000e-03
-1.0000000000e+00,1.0000200000e-03
-9.7500000000e-01,1.0000200000e-03
-9.5000000000e-01,1.0000000000e-03
-9.2500000000e-01,1.0000200000e-03
-9.0000000000e-01,1.0000000000e-03
-8.7500000000e-01,1.0000200000e-03
-8.5000000000e-01,1.0000200000e-03
-8.2500000000e-01,1.0000200000e-03
-8.0000000000e-01,1.0000200000e-03
-7.7500000000e-01,1.0000200000e-03
-7.5000000000e-01,1.0000000000e-03
-7.2500000000e-01,1.0000200000e-03
-7.0000000000e-01,1.0000200000e-03
-6.7500000000e-01,1.0000000000e-03
-6.5000000000e-01,1.0000200000e-03
-6.2500000000e-01,1.0000200000e-03
-6.0000000000e-01,1.0000200000e-03
-5.7500000000e-01,1.0000000000e-03
-5.5000000000e-01,1.0000200000e-03
-5.2500000000e-01,1.0000200000e-03
-5.0000000000e-01,1.0000200000e-03
-4.7500000000e-01,1.0000200000e-03
-4.5000000000e-01,1.0000200000e-03
-4.2500000000e-01,1.0000200000e-03
-4.0000000000e-01,1.0000000000e-03
-3.7500000000e-01,1.0000200000e-03
-3.5000000000e-01,1.0000200000e-03
-3.2500000000e-01,1.0000200000e-03
-3.0000000000e-01,1.0000200000e-03
-2.7500000000e-01,1.0000200000e-03
-2.5000000000e-01,9.8858000000e-04
-2.2500000000e-01,8.8550000000e-04
-2.0000000000e-01,7.8674000000e-04
-1.7500000000e-01,6.8682000000e-04
-1.5000000000e-01,5.8768000000e-04
-1.2500000000e-01,4.8852000000e-04
-1.0000000000e-01,3.8894000000e-04
-7.5000000000e-02,2.9006000000e-04
-5.0000000000e-02,1.9556000000e-04
-2.5000000000e-02,9.7366000000e-05
0.0000000000e+00,6.1711000000e-08
0.0000000000e+00,5.9350000000e-07
1.0000000000e-03,3.7813000000e-06
2.0000000000e-03,8.3131000000e-06
3.0000000000e-03,1.2550000000e-05
4.0000000000e-03,1.5874000000e-05
5.0000000000e-03,1.9184000000e-05
6.0000000000e-03,2.4168000000e-05
7.0000000000e-03,2.7536000000e-05
8.0000000000e-03,3.0856000000e-05
9.0000000000e-03,3.5952000000e-05
1.0000000000e-02,3.9330000000e-05
1.1000000000e-02,4.2684000000e-05
1.2000000000e-02,4.7684000000e-05
1.3000000000e-02,5.1490000000e-05
1.4000000000e-02,5.4688000000e-05
1.5000000000e-02,5.9324000000e-05
1.6000000000e-02,6.3116000000e-05
1.7000000000e-02,6.6274000000e-05
1.8000000000e-02,7.0980000000e-05
1.9000000000e-02,7.4872000000e-05
2.0000000000e-02,7.7964000000e-05
2.1000000000e-02,8.2744000000e-05
2.2000000000e-02,8.6530000000e-05
2.3000000000e-02,8.9756000000e-05
2.4000000000e-02,9.4390000000e-05
2.5000000000e-02,9.8298000000e-05
2.6000000000e-02,1.0140400000e-04
2.7000000000e-02,1.0612200000e-04
2.8000000000e-02,1.0998000000e-04
2.9000000000e-02,1.1312600000e-04
3.0000000000e-02,1.2060000000e-04
3.1000000000e-02,1.2372000000e-04
3.2000000000e-02,1.2526000000e-04
3.3000000000e-02,1.2880000000e-04
3.4000000000e-02,1.3202000000e-04
3.5000000000e-02,1.3514000000e-04
