# Saved on 2025-06-27T17:05:00.047233
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 1
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.1
#   Neg_Voltage: -2.5
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.001
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A)
0.0000000000e+00,5.6520000000e-07
-2.8000000000e-02,1.0870000000e-04
-5.6000000000e-02,2.1820000000e-04
-8.4000000000e-02,3.3056000000e-04
-1.1200000000e-01,4.3876000000e-04
-1.4000000000e-01,5.4916000000e-04
-1.6800000000e-01,6.6078000000e-04
-1.9600000000e-01,7.7246000000e-04
-2.2400000000e-01,8.8346000000e-04
-2.5200000000e-01,9.9998000000e-04
-2.8000000000e-01,1.0000000000e-03
-3.0800000000e-01,1.0000200000e-03
-3.3600000000e-01,1.0000200000e-03
-3.6400000000e-01,1.0000200000e-03
-3.9200000000e-01,1.0000200000e-03
-4.2000000000e-01,1.0000200000e-03
-4.4800000000e-01,1.0000200000e-03
-4.7600000000e-01,1.0000200000e-03
-5.0400000000e-01,1.0000200000e-03
-5.3200000000e-01,1.0000000000e-03
-5.6000000000e-01,1.0000200000e-03
-5.8800000000e-01,1.0000200000e-03
-6.1600000000e-01,1.0000200000e-03
-6.4400000000e-01,1.0000000000e-03
-6.7200000000e-01,1.0000200000e-03
-7.0000000000e-01,1.0000000000e-03
-7.2800000000e-01,1.0000200000e-03
-7.5600000000e-01,1.0000200000e-03
-7.8400000000e-01,1.0000000000e-03
-8.1200000000e-01,1.0000200000e-03
-8.4000000000e-01,1.0000000000e-03
-8.6800000000e-01,1.0000200000e-03
-8.9600000000e-01,1.0000200000e-03
-9.2400000000e-01,1.0000200000e-03
-9.5200000000e-01,1.0000200000e-03
-9.8000000000e-01,1.0000200000e-03
-1.0080000000e+00,1.0000200000e-03
-1.0360000000e+00,1.0000200000e-03
-1.0640000000e+00,1.0000200000e-03
-1.0920000000e+00,1.0000200000e-03
-1.1200000000e+00,1.0000200000e-03
-1.1480000000e+00,1.0000000000e-03
-1.1760000000e+00,1.0000200000e-03
-1.2040000000e+00,1.0000200000e-03
-1.2320000000e+00,1.0000000000e-03
-1.2600000000e+00,1.0000000000e-03
-1.2880000000e+00,1.0000200000e-03
-1.3160000000e+00,1.0000000000e-03
-1.3440000000e+00,1.0000200000e-03
-1.3720000000e+00,1.0000000000e-03
-1.4000000000e+00,1.0000200000e-03
-1.4280000000e+00,1.0000200000e-03
-1.4560000000e+00,1.0000000000e-03
-1.4840000000e+00,1.0000000000e-03
-1.5120000000e+00,1.0000200000e-03
-1.5400000000e+00,1.0000200000e-03
-1.5680000000e+00,1.0000200000e-03
-1.5960000000e+00,1.0000200000e-03
-1.6240000000e+00,1.0000200000e-03
-1.6520000000e+00,1.0000200000e-03
-1.6800000000e+00,1.0000200000e-03
-1.7080000000e+00,1.0000200000e-03
-1.7360000000e+00,1.0000200000e-03
-1.7640000000e+00,1.0000400000e-03
-1.7920000000e+00,1.0000200000e-03
-1.8200000000e+00,1.0000000000e-03
-1.8480000000e+00,1.0000000000e-03
-1.8760000000e+00,1.0000200000e-03
-1.9040000000e+00,1.0000200000e-03
-1.9320000000e+00,1.0000200000e-03
-1.9600000000e+00,1.0000200000e-03
-1.9880000000e+00,1.0000200000e-03
-2.0160000000e+00,1.0000200000e-03
-2.0440000000e+00,1.0000200000e-03
-2.0720000000e+00,1.0000000000e-03
-2.1000000000e+00,1.0000000000e-03
-2.1280000000e+00,1.0000200000e-03
-2.1560000000e+00,1.0000200000e-03
-2.1840000000e+00,1.0000000000e-03
-2.2120000000e+00,1.0000200000e-03
-2.2400000000e+00,1.0000000000e-03
-2.2680000000e+00,1.0000200000e-03
-2.2960000000e+00,1.0000200000e-03
-2.3240000000e+00,1.0000200000e-03
-2.3520000000e+00,1.0000200000e-03
-2.3800000000e+00,1.0000000000e-03
-2.4080000000e+00,1.0000000000e-03
-2.4360000000e+00,1.0000200000e-03
-2.4640000000e+00,1.0000200000e-03
-2.4920000000e+00,1.0000200000e-03
-2.5200000000e+00,1.0000200000e-03
-2.5480000000e+00,1.0000200000e-03
-2.5760000000e+00,1.0000200000e-03
-2.6040000000e+00,1.0000200000e-03
-2.6320000000e+00,1.0000200000e-03
-2.6600000000e+00,1.0000000000e-03
-2.6880000000e+00,1.0000200000e-03
-2.7160000000e+00,1.0000200000e-03
-2.7440000000e+00,1.0000200000e-03
-2.7720000000e+00,1.0000200000e-03
-2.8000000000e+00,1.0000200000e-03
-2.8000000000e+00,1.0000200000e-03
-2.7720000000e+00,1.0000200000e-03
-2.7440000000e+00,1.0000200000e-03
-2.7160000000e+00,1.0000000000e-03
-2.6880000000e+00,1.0000200000e-03
-2.6600000000e+00,1.0000200000e-03
-2.6320000000e+00,1.0000400000e-03
-2.6040000000e+00,1.0000200000e-03
-2.5760000000e+00,1.0000200000e-03
