# Saved on 2025-07-11T18:28:20.548474
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE08
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0008
#   num_level: 2
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,7.0727241109e-04,8.1239333667e-04
1.0001440000e+00,7.2242088208e-04,8.0839228758e-04
2.0001440000e+00,7.0619411417e-04,8.0751844507e-04
3.0001440000e+00,7.0865964517e-04,8.1294776464e-04
4.0001440000e+00,6.9751280535e-04,8.0200654338e-04
5.0001440000e+00,6.9891691965e-04,8.1126956502e-04
6.0001440000e+00,6.9897192589e-04,8.0968166003e-04
7.0001440000e+00,6.9929643360e-04,8.0507568782e-04
8.0001440000e+00,6.9979432737e-04,8.0372665252e-04
9.0001440000e+00,6.9682508183e-04,8.1037127529e-04
1.0000144000e+01,6.9763780630e-04,8.0490834080e-04
1.1000144000e+01,7.1693626523e-04,8.0967758549e-04
1.2000144000e+01,7.0081077865e-04,8.1179183326e-04
1.3000144000e+01,7.0084599429e-04,8.0814141256e-04
1.4000144000e+01,7.0026042522e-04,8.0907630036e-04
1.5000144000e+01,6.9963200076e-04,8.0586003605e-04
1.6000144000e+01,7.0497713750e-04,8.0963996879e-04
1.7000144000e+01,6.9981404522e-04,8.1008962297e-04
1.8000144000e+01,6.9977315434e-04,8.1039128418e-04
1.9000144000e+01,7.0049871283e-04,8.1115351350e-04
2.0000144000e+01,7.0555608545e-04,8.0954479927e-04
2.1000144000e+01,7.0468799095e-04,8.0974677985e-04
2.2000144000e+01,7.0031470386e-04,8.1182442955e-04
2.3000144000e+01,7.0093039540e-04,8.1050573499e-04
2.4000144000e+01,7.0033100201e-04,8.0396333942e-04
2.5000144000e+01,7.0211310231e-04,8.1161313574e-04
2.6000144000e+01,7.0140536991e-04,8.1300793681e-04
2.7000144000e+01,7.0071109803e-04,8.1053120084e-04
2.8000144000e+01,7.0078443969e-04,8.0917154264e-04
2.9000144000e+01,7.0078225690e-04,8.1076665083e-04
3.0000144000e+01,7.0470799983e-04,8.1338235759e-04
3.1000144000e+01,7.0451169449e-04,8.1326244981e-04
3.2000144000e+01,6.9840221840e-04,8.1450962170e-04
3.3000144000e+01,6.9830304710e-04,8.1018719357e-04
3.4000144000e+01,6.9839821663e-04,8.1434314779e-04
3.5000144000e+01,7.1647067671e-04,8.1381054770e-04
3.6000144000e+01,6.9747540692e-04,8.1206519098e-04
3.7000144000e+01,6.9867986895e-04,8.1138947280e-04
3.8000144000e+01,6.9843074016e-04,8.1256075646e-04
3.9000144000e+01,7.0018904808e-04,8.2759426732e-04
4.0000144000e+01,7.0609967224e-04,8.2374019257e-04
4.1000144000e+01,7.0597969170e-04,8.2917555119e-04
4.2000144000e+01,7.2472656029e-04,8.2855869550e-04
4.3000144000e+01,7.0565583883e-04,8.2541730080e-04
4.4000144000e+01,7.0480578870e-04,8.2717713667e-04
4.5000144000e+01,7.0565183705e-04,8.2849190221e-04
4.6000144000e+01,7.1145987022e-04,8.2657774328e-04
4.7000144000e+01,7.1269845648e-04,8.2709746493e-04
4.8000144000e+01,7.1182570537e-04,8.4005427198e-04
