# Saved on 2025-07-11T18:13:14.201294
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE08
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S)
1.4400000000e-04,4.9051639508e-04,5.9557376517e-04
1.1440000000e-03,4.9205740652e-04,5.9582180256e-04
2.1440000000e-03,4.9017133279e-04,5.9487068938e-04
3.1440000000e-03,4.8891062761e-04,5.9488891566e-04
4.1440000000e-03,4.8696190788e-04,5.9388079535e-04
5.1440000000e-03,4.9143618526e-04,5.9454938309e-04
6.1440000000e-03,4.8578524002e-04,5.9369638620e-04
7.1440000000e-03,4.8757527111e-04,5.9186717408e-04
8.1440000000e-03,4.8831963795e-04,5.9261332353e-04
9.1440000000e-03,4.8866710131e-04,5.9835070715e-04
1.0144000000e-02,4.8486734158e-04,5.9533867898e-04
1.1144000000e-02,4.8789730499e-04,5.9580095694e-04
1.2144000000e-02,4.8933106882e-04,5.9510504798e-04
1.3144000000e-02,4.8739933845e-04,5.9545345721e-04
1.4144000000e-02,4.8808022257e-04,5.9256490204e-04
1.5144000000e-02,4.8863967095e-04,5.9694404626e-04
1.6144000000e-02,4.8716792662e-04,5.9181485994e-04
1.7144000000e-02,4.8685276852e-04,5.9481852077e-04
1.8144000000e-02,4.8833317123e-04,5.9518733906e-04
1.9144000000e-02,4.8775793402e-04,5.9255260567e-04
2.0144000000e-02,4.8781614169e-04,5.9138896177e-04
2.1144000000e-02,4.8649289965e-04,5.9311078076e-04
2.2144000000e-02,4.8898520618e-04,5.9313020756e-04
2.3144000000e-02,4.8935315135e-04,5.9833582782e-04
2.4144000000e-02,4.8759804486e-04,5.9376594436e-04
2.5144000000e-02,4.9215839681e-04,5.9406516812e-04
2.6144000000e-02,4.8653273552e-04,5.9412512201e-04
2.7144000000e-02,4.9091318942e-04,5.9499165218e-04
2.8144000000e-02,4.8771864385e-04,5.9872923885e-04
2.9144000000e-02,4.8915226216e-04,5.9379202867e-04
3.0144000000e-02,4.8937778047e-04,5.9227357269e-04
3.1144000000e-02,4.8686211812e-04,5.9569301811e-04
3.2144000000e-02,4.8928068281e-04,5.9393478296e-04
3.3144000000e-02,4.8889462050e-04,5.9321580920e-04
3.4144000000e-02,4.8957212130e-04,5.9312777012e-04
3.5144000000e-02,4.8659869208e-04,5.9458361648e-04
3.6144000000e-02,4.9067977670e-04,5.9005149524e-04
3.7144000000e-02,4.9084221246e-04,5.9296722611e-04
3.8144000000e-02,4.8919097026e-04,5.9345027694e-04
3.9144000000e-02,4.9163027143e-04,5.9296668041e-04
4.0144000000e-02,4.9178514018e-04,5.9332880483e-04
4.1144000000e-02,4.8599824368e-04,5.9177418734e-04
4.2144000000e-02,4.9014637625e-04,5.9370213421e-04
4.3144000000e-02,4.8623634939e-04,5.9247962781e-04
4.4144000000e-02,4.8621164751e-04,5.9448131651e-04
4.5144000000e-02,4.9190242862e-04,6.0060847318e-04
4.6144000000e-02,4.8902526032e-04,5.9305675677e-04
4.7144000000e-02,4.8724443332e-04,5.9234560467e-04
4.8144000000e-02,4.8817106290e-04,5.9329093347e-04
