# Saved on 2025-07-11T18:28:20.455122
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE08
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0008
#   num_level: 2
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,7.0370733738e-04,7.9623277998e-04
1.1440000000e-03,7.0245630923e-04,7.9533594544e-04
2.1440000000e-03,7.1080954513e-04,7.9379402450e-04
3.1440000000e-03,7.0613838034e-04,7.9367557191e-04
4.1440000000e-03,7.1127877163e-04,7.9547673522e-04
5.1440000000e-03,7.1124930400e-04,7.9526726040e-04
6.1440000000e-03,7.0569651143e-04,7.9293968156e-04
7.1440000000e-03,7.0503556344e-04,7.9398458183e-04
8.1440000000e-03,7.0522743044e-04,7.9310055298e-04
9.1440000000e-03,7.0454232628e-04,7.9388293670e-04
1.0144000000e-02,7.0426802267e-04,7.9194949649e-04
1.1144000000e-02,7.0497182605e-04,7.9510398791e-04
1.2144000000e-02,7.0523237810e-04,7.9174402345e-04
1.3144000000e-02,7.0491332735e-04,7.8985205619e-04
1.4144000000e-02,7.0449066698e-04,7.9246106907e-04
1.5144000000e-02,7.0431007771e-04,7.9176534200e-04
1.6144000000e-02,7.0476940891e-04,7.9153855040e-04
1.7144000000e-02,7.0449634222e-04,7.9398167145e-04
1.8144000000e-02,7.0622605563e-04,7.9247627582e-04
1.9144000000e-02,7.0928472269e-04,7.9244637163e-04
2.0144000000e-02,7.0438029070e-04,7.9458870459e-04
2.1144000000e-02,7.0467693149e-04,7.9228964751e-04
2.2144000000e-02,7.0920214057e-04,7.9008459579e-04
2.3144000000e-02,7.0880800195e-04,7.9163430200e-04
2.4144000000e-02,7.0218819019e-04,7.9501885921e-04
2.5144000000e-02,7.0275673352e-04,7.9356410424e-04
2.6144000000e-02,7.0095440606e-04,7.9526929767e-04
2.7144000000e-02,7.0080532169e-04,7.9703750089e-04
2.8144000000e-02,7.0178277383e-04,7.9125027696e-04
2.9144000000e-02,7.0206202508e-04,7.9464836745e-04
3.0144000000e-02,7.0651498390e-04,7.9126519267e-04
3.1144000000e-02,7.0632420829e-04,7.9120596638e-04
3.2144000000e-02,7.0585148933e-04,7.9228724644e-04
3.3144000000e-02,7.0689282438e-04,7.9157463915e-04
3.4144000000e-02,7.0655456511e-04,7.9176075815e-04
3.5144000000e-02,7.0586720540e-04,7.8952318290e-04
3.6144000000e-02,7.0199232141e-04,7.9041972640e-04
3.7144000000e-02,7.0601468906e-04,7.9227058450e-04
3.8144000000e-02,7.0210393460e-04,7.9012250353e-04
3.9144000000e-02,7.0219335612e-04,7.9204000940e-04
4.0144000000e-02,7.0404581493e-04,7.9226665548e-04
4.1144000000e-02,7.0483183663e-04,7.9137033026e-04
4.2144000000e-02,7.0426489401e-04,7.9108438513e-04
4.3144000000e-02,7.0789385063e-04,7.8454402683e-04
4.4144000000e-02,7.0884212619e-04,7.9360856034e-04
4.5144000000e-02,7.0890549978e-04,7.9099321738e-04
4.6144000000e-02,7.0915943070e-04,7.9148579971e-04
4.7144000000e-02,7.0445727033e-04,7.9439072579e-04
4.8144000000e-02,7.0447116741e-04,8.1893216702e-04
4.9144000000e-02,6.9574918598e-04,8.1881342339e-04
5.0144000000e-02,7.0417881943e-04,8.1603204308e-04
5.1144000000e-02,7.0413378126e-04,8.1834572484e-04
5.2144000000e-02,7.0453446824e-04,8.1819889601e-04
5.3144000000e-02,7.0429508924e-04,8.1329861132e-04
5.4144000000e-02,7.0442481956e-04,8.1482510723e-04
5.5144000000e-02,7.0407215389e-04,8.1510654127e-04
5.6144000000e-02,7.0411115303e-04,8.1410966231e-04
5.7144000000e-02,7.0428664912e-04,8.1497288193e-04
5.8144000000e-02,7.0354588388e-04,8.1406680692e-04
5.9144000000e-02,7.0439869887e-04,8.1456346379e-04
6.0144000000e-02,7.0425194281e-04,8.1404919911e-04
6.1144000000e-02,7.0396941737e-04,8.1350881374e-04
6.2144000000e-02,7.0469730417e-04,8.1402307842e-04
6.3144000000e-02,7.0498339483e-04,8.1290010712e-04
6.4144000000e-02,7.0399823016e-04,8.1377220340e-04
6.5144000000e-02,7.0378198870e-04,8.1440288341e-04
6.6144000000e-02,7.0351641625e-04,8.1450467405e-04
6.7144000000e-02,7.0376860094e-04,8.1501821114e-04
6.8144000000e-02,7.0394999057e-04,8.1421196228e-04
6.9144000000e-02,7.0455498644e-04,8.1479542132e-04
7.0144000000e-02,7.0490532380e-04,8.1432815932e-04
7.1144000000e-02,7.0435409725e-04,8.1531696196e-04
7.2144000000e-02,7.0401634730e-04,8.1501355453e-04
7.3144000000e-02,7.0420675911e-04,8.1618687545e-04
7.4144000000e-02,7.0413501817e-04,8.1647609477e-04
7.5144000000e-02,7.0811387559e-04,8.1560589024e-04
7.6144000000e-02,7.0767469879e-04,8.1548292655e-04
7.7144000000e-02,7.0336180215e-04,8.1637219409e-04
7.8144000000e-02,7.0333619078e-04,8.1349935499e-04
7.9144000000e-02,7.0413654612e-04,8.1553291238e-04
8.0144000000e-02,7.0392285124e-04,8.1473088358e-04
8.1144000000e-02,7.0396570663e-04,8.1377605966e-04
8.2144000000e-02,7.0420508564e-04,8.1439829955e-04
8.3144000000e-02,7.0385453000e-04,8.1420483184e-04
8.4144000000e-02,7.0329413575e-04,8.1379133917e-04
8.5144000000e-02,7.0354253694e-04,8.1487050920e-04
8.6144000000e-02,7.0366273576e-04,8.1459467765e-04
8.7144000000e-02,7.0392568887e-04,8.1532030890e-04
8.8144000000e-02,7.0360940299e-04,8.1537880760e-04
8.9144000000e-02,7.0404377766e-04,8.1592457718e-04
9.0144000000e-02,7.0354908530e-04,8.1413563748e-04
9.1144000000e-02,7.0387468440e-04,8.1517377112e-04
9.2144000000e-02,7.0401481935e-04,8.1600199337e-04
9.3144000000e-02,7.0391201007e-04,8.1582787971e-04
9.4144000000e-02,7.0420508564e-04,8.1459431385e-04
9.5144000000e-02,7.0430847700e-04,8.1410304119e-04
9.6144000000e-02,7.0413683716e-04,8.1367601524e-04
9.7144000000e-02,7.0873342338e-04,8.1456455518e-04
9.8144000000e-02,7.0401431003e-04,8.1346617662e-04
9.9144000000e-02,7.0376081567e-04,8.1540529209e-04
1.0014400000e-01,7.0390946348e-04,8.1364429207e-04
1.0114400000e-01,7.0407033490e-04,8.1350590335e-04
1.0214400000e-01,7.0400019467e-04,8.1512684119e-04
1.0314400000e-01,7.0390000474e-04,8.1375881564e-04
1.0414400000e-01,7.0480113209e-04,8.1497244537e-04
1.0514400000e-01,7.0422363933e-04,8.1714868429e-04
1.0614400000e-01,7.0445159508e-04,8.1516132923e-04
1.0714400000e-01,7.0421090641e-04,8.1647995103e-04
1.0814400000e-01,7.0417365350e-04,8.1482612586e-04
1.0914400000e-01,7.0397451054e-04,8.1647034676e-04
1.1014400000e-01,7.0798909292e-04,8.1423429947e-04
1.1114400000e-01,7.0428061008e-04,8.1406949903e-04
1.1214400000e-01,7.0423782745e-04,8.1358739408e-04
1.1314400000e-01,7.0482237788e-04,8.1343998318e-04
1.1414400000e-01,7.0499714639e-04,8.1357240560e-04
1.1514400000e-01,7.0389374741e-04,8.1611993664e-04
1.1614400000e-01,7.0344009146e-04,8.1430822320e-04
1.1714400000e-01,7.0351263275e-04,8.1374717411e-04
1.1814400000e-01,7.0357229561e-04,8.1436905020e-04
1.1914400000e-01,7.0074100222e-04,8.1452482846e-04
1.2014400000e-01,7.0117654104e-04,8.1417812908e-04
1.2114400000e-01,7.0216141467e-04,8.1462509115e-04
1.2214400000e-01,7.0085923653e-04,8.1459940702e-04
1.2314400000e-01,7.0096320997e-04,8.1319652963e-04
1.2414400000e-01,7.0132067776e-04,8.1438869529e-04
1.2514400000e-01,7.0076683187e-04,8.1420752394e-04
1.2614400000e-01,7.0051537477e-04,8.1470279838e-04
1.2714400000e-01,7.0121102908e-04,8.1564976426e-04
1.2814400000e-01,7.0160102041e-04,8.1530066382e-04
1.2914400000e-01,7.0154594141e-04,8.1405662058e-04
1.3014400000e-01,7.0593690907e-04,8.1299338490e-04
1.3114400000e-01,7.0087160566e-04,8.1362231867e-04
1.3214400000e-01,7.0072295784e-04,8.1442041846e-04
1.3314400000e-01,7.0081070589e-04,8.1493235484e-04
1.3414400000e-01,7.0131558459e-04,8.1413185399e-04
1.3514400000e-01,7.0138950832e-04,8.1353522546e-04
1.3614400000e-01,7.0169531682e-04,8.1447244156e-04
1.3714400000e-01,7.0095506089e-04,8.1399470218e-04
1.3814400000e-01,7.0611102274e-04,8.1272904936e-04
1.3914400000e-01,7.0601890911e-04,8.1428202975e-04
1.4014400000e-01,7.0585221692e-04,8.1344369391e-04
1.4114400000e-01,7.0545385825e-04,8.1290963863e-04
1.4214400000e-01,7.0629394031e-04,8.1399244664e-04
1.4314400000e-01,7.0055313699e-04,8.1365506048e-04
1.4414400000e-01,7.0117283030e-04,8.1473022874e-04
1.4514400000e-01,7.0119371230e-04,8.1467369455e-04
1.4614400000e-01,7.0222122304e-04,8.1334699644e-04
1.4714400000e-01,7.0235488238e-04,8.1362530182e-04
1.4814400000e-01,7.0123176556e-04,8.1428879639e-04
1.4914400000e-01,7.0155867434e-04,8.1376194430e-04
1.5014400000e-01,7.0114758273e-04,8.1404861703e-04
1.5114400000e-01,7.0152913395e-04,8.1379323092e-04
1.5214400000e-01,7.0093919931e-04,8.1464299001e-04
1.5314400000e-01,7.0161135227e-04,8.1430596765e-04
1.5414400000e-01,7.0084352046e-04,8.1500817032e-04
1.5514400000e-01,7.0192167186e-04,8.1426544057e-04
1.5614400000e-01,7.0247893746e-04,8.1376150774e-04
1.5714400000e-01,7.0169044193e-04,8.1468846474e-04
1.5814400000e-01,7.0071466325e-04,8.1356709416e-04
1.5914400000e-01,7.0105299528e-04,8.1221871369e-04
1.6014400000e-01,7.0106318162e-04,8.1355370639e-04
1.6114400000e-01,7.0172522101e-04,8.1396887254e-04
1.6214400000e-01,7.0155874710e-04,8.1549114839e-04
1.6314400000e-01,7.0090027293e-04,8.1335572759e-04
1.6414400000e-01,7.0162837801e-04,8.1216814579e-04
1.6514400000e-01,7.0573412813e-04,8.1490565208e-04
1.6614400000e-01,7.0564841735e-04,8.1444697571e-04
1.6714400000e-01,7.0505942858e-04,8.1181548012e-04
1.6814400000e-01,7.0607173257e-04,8.1914615293e-04
1.6914400000e-01,7.0088193752e-04,8.1476078776e-04
1.7014400000e-01,7.0183741627e-04,8.1374542788e-04
1.7114400000e-01,7.0180416515e-04,8.1308731751e-04
1.7214400000e-01,7.0158181188e-04,8.1373393186e-04
1.7314400000e-01,7.0191628765e-04,8.1364960351e-04
1.7414400000e-01,7.0071844675e-04,8.1210535427e-04
1.7514400000e-01,7.0147449151e-04,8.1405902165e-04
1.7614400000e-01,7.0171874540e-04,8.1495643826e-04
1.7714400000e-01,7.0145390055e-04,8.1639016571e-04
1.7814400000e-01,7.0164111094e-04,8.1708829384e-04
1.7914400000e-01,7.0460650022e-04,8.1492624304e-04
1.8014400000e-01,7.0221736678e-04,8.1685771875e-04
1.8114400000e-01,7.0201087510e-04,8.1504105765e-04
1.8214400000e-01,7.0226524258e-04,8.1443133240e-04
1.8314400000e-01,7.0119589509e-04,8.1533988123e-04
1.8414400000e-01,7.0145288191e-04,8.1536396465e-04
1.8514400000e-01,7.0164016506e-04,8.1552272604e-04
1.8614400000e-01,7.0130197855e-04,8.1730373495e-04
1.8714400000e-01,7.0173009590e-04,8.1357276940e-04
1.8814400000e-01,7.0130343374e-04,8.1619517005e-04
1.8914400000e-01,7.0245143434e-04,8.1639300333e-04
1.9014400000e-01,7.0172070991e-04,8.1533507910e-04
1.9114400000e-01,7.0342524850e-04,8.0855330452e-04
1.9214400000e-01,7.0599846367e-04,8.1720441813e-04
1.9314400000e-01,7.0183457865e-04,8.1595011579e-04
1.9414400000e-01,7.0094232797e-04,8.1520091044e-04
1.9514400000e-01,7.0120695455e-04,8.1605125160e-04
1.9614400000e-01,7.0138055889e-04,8.1659149146e-04
1.9714400000e-01,7.0102432801e-04,8.1663834862e-04
1.9814400000e-01,7.0246875111e-04,8.1533609773e-04
1.9914400000e-01,7.0214780862e-04,8.1218655396e-04
2.0014400000e-01,7.0160407631e-04,8.1461876107e-04
2.0114400000e-01,7.0544090704e-04,8.1415637396e-04
2.0214400000e-01,7.0629444963e-04,8.1486243289e-04
2.0314400000e-01,7.0595218858e-04,8.1347803643e-04
2.0414400000e-01,7.0583693741e-04,8.1370097178e-04
2.0514400000e-01,7.0223853982e-04,8.1475198385e-04
2.0614400000e-01,7.0224588853e-04,8.1688478531e-04
2.0714400000e-01,7.0035443059e-04,8.1597150711e-04
2.0814400000e-01,7.0518712164e-04,8.1407524704e-04
2.0914400000e-01,7.0464244345e-04,8.1545593275e-04
2.1014400000e-01,7.0497284469e-04,8.1542668340e-04
2.1114400000e-01,7.0503621828e-04,8.1600584963e-04
2.1214400000e-01,7.0590773248e-04,8.1617748947e-04
