# Saved on 2025-07-11T14:14:57.102703
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE02
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 4000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.5
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S)
1.4400000000e-04,5.0261503930e-04,5.9959649661e-04
1.0001440000e+00,4.9366597523e-04,6.0277641751e-04
2.0001440000e+00,4.9935028073e-04,5.9965419496e-04
3.0001440000e+00,4.9463993491e-04,5.9893551224e-04
4.0001440000e+00,4.9388705520e-04,6.0542770370e-04
5.0001440000e+00,4.9865619076e-04,6.0885889980e-04
6.0001440000e+00,4.9878417485e-04,6.0178146668e-04
7.0001440000e+00,4.9826976465e-04,5.9648027673e-04
8.0001440000e+00,5.0120164815e-04,5.9939648054e-04
9.0001440000e+00,5.0537364586e-04,5.9766785853e-04
1.0000144000e+01,5.0047659897e-04,5.9923677327e-04
1.1000144000e+01,4.9993130233e-04,5.9910846176e-04
1.2000144000e+01,5.0120765081e-04,6.0060141550e-04
1.3000144000e+01,4.9993021094e-04,6.0270034737e-04
1.4000144000e+01,5.0068967539e-04,5.9966023400e-04
1.5000144000e+01,4.9983951612e-04,6.0217629652e-04
1.6000144000e+01,4.9826634495e-04,6.0354497691e-04
1.7000144000e+01,4.9960930482e-04,5.9219481045e-04
1.8000144000e+01,4.9044130719e-04,5.9228015743e-04
1.9000144000e+01,4.9925911298e-04,5.9826725192e-04
2.0000144000e+01,4.9925376516e-04,5.9136316850e-04
2.1000144000e+01,4.9966780352e-04,6.0441703681e-04
2.2000144000e+01,4.9999322073e-04,6.0418784415e-04
2.3000144000e+01,5.0857255701e-04,6.0366171965e-04
2.4000144000e+01,5.0029095291e-04,5.9800779127e-04
2.5000144000e+01,4.9774440413e-04,6.0173828388e-04
2.6000144000e+01,5.0602186093e-04,6.0440757807e-04
2.7000144000e+01,4.9805948947e-04,5.8698235080e-04
2.8000144000e+01,4.9100613978e-04,6.0056474467e-04
2.9000144000e+01,5.0035927416e-04,6.0251233663e-04
3.0000144000e+01,5.0295271649e-04,6.0449659941e-04
3.1000144000e+01,5.0143957196e-04,5.9657657403e-04
3.2000144000e+01,5.0100989029e-04,5.9881327616e-04
3.3000144000e+01,5.0067083066e-04,5.9584395785e-04
3.4000144000e+01,4.9673821195e-04,6.0419086367e-04
3.5000144000e+01,5.0509679568e-04,6.0305141233e-04
3.6000144000e+01,4.9854519602e-04,6.0415623011e-04
3.7000144000e+01,4.9433965614e-04,6.0497957747e-04
3.8000144000e+01,5.0416205340e-04,6.0529418988e-04
3.9000144000e+01,4.9758262321e-04,5.9785234043e-04
4.0000144000e+01,5.0235226809e-04,6.0372469306e-04
4.1000144000e+01,5.0107126299e-04,6.0356298491e-04
4.2000144000e+01,5.0011742132e-04,5.9981190134e-04
4.3000144000e+01,4.9907161156e-04,6.0051042965e-04
4.4000144000e+01,4.9849288189e-04,6.0119502450e-04
4.5000144000e+01,5.0051316066e-04,6.0630874941e-04
4.6000144000e+01,4.9866906920e-04,5.9992973547e-04
4.7000144000e+01,4.9750331527e-04,5.9796308051e-04
4.8000144000e+01,4.9933700211e-04,6.0601931182e-04
4.9000144000e+01,4.9042875617e-04,6.0448113800e-04
5.0000144000e+01,4.9972451961e-04,5.9811121901e-04
5.1000144000e+01,5.0078069762e-04,5.9528276324e-04
5.2000144000e+01,5.0012582506e-04,6.0381960793e-04
5.3000144000e+01,5.0055408792e-04,6.0400128859e-04
5.4000144000e+01,4.9748909078e-04,6.0579044657e-04
5.5000144000e+01,5.0664446462e-04,5.9983540268e-04
5.6000144000e+01,4.9830461649e-04,5.9922331275e-04
5.7000144000e+01,5.0115177146e-04,6.0358601331e-04
5.8000144000e+01,5.0045058742e-04,6.0571153881e-04
5.9000144000e+01,5.0033191656e-04,5.9996444179e-04
6.0000144000e+01,4.9859652790e-04,6.0484137066e-04
6.1000144000e+01,5.0100825320e-04,5.9936926846e-04
6.2000144000e+01,4.9685753766e-04,5.9913909354e-04
6.3000144000e+01,4.9878595746e-04,5.9999765654e-04
6.4000144000e+01,4.9794249207e-04,6.0597052652e-04
6.5000144000e+01,4.9983176723e-04,5.9734811657e-04
6.6000144000e+01,4.9785514420e-04,5.9956375480e-04
6.7000144000e+01,4.9774025683e-04,5.9990012232e-04
6.8000144000e+01,4.9615249736e-04,5.9728085034e-04
6.9000144000e+01,5.0026384997e-04,5.9646423324e-04
7.0000144000e+01,4.9525711802e-04,5.9762402088e-04
7.1000144000e+01,4.9991704145e-04,5.9997371864e-04
7.2000144000e+01,5.0472601288e-04,6.0130278143e-04
7.3000144000e+01,5.0576196372e-04,5.9910646087e-04
7.4000144000e+01,5.0219594414e-04,6.0939692048e-04
7.5000144000e+01,4.9751201004e-04,6.0498245148e-04
7.6000144000e+01,4.9837319239e-04,6.0442474933e-04
7.7000144000e+01,5.0160368119e-04,6.0521084379e-04
7.8000144000e+01,5.0193826610e-04,5.9912690631e-04
7.9000144000e+01,4.9919170124e-04,5.8911882661e-04
8.0000144000e+01,5.0072143495e-04,6.0115929955e-04
8.1000144000e+01,4.8719299230e-04,6.0524671426e-04
8.2000144000e+01,4.8820365919e-04,6.0413152823e-04
8.3000144000e+01,5.0027814723e-04,5.9348192735e-04
8.4000144000e+01,4.9853199016e-04,6.0754566221e-04
8.5000144000e+01,4.9382986617e-04,5.9988018620e-04
8.6000144000e+01,4.9191825383e-04,5.9957215854e-04
8.7000144000e+01,4.9980819313e-04,5.9877085732e-04
8.8000144000e+01,5.0199683756e-04,5.9862875787e-04
8.9000144000e+01,4.9913669500e-04,6.0085912992e-04
9.0000144000e+01,5.0594648201e-04,5.9837286244e-04
9.1000144000e+01,4.9979516916e-04,6.0259470047e-04
9.2000144000e+01,5.0031034334e-04,5.9933103330e-04
9.3000144000e+01,5.0007780374e-04,5.9932084696e-04
9.4000144000e+01,5.0005437515e-04,6.0284895881e-04
9.5000144000e+01,5.0260303396e-04,6.0004666011e-04
9.6000144000e+01,5.0641789130e-04,6.0082093114e-04
9.7000144000e+01,5.0078069762e-04,6.0117985413e-04
9.8000144000e+01,5.0268423365e-04,6.0475213104e-04
9.9000144000e+01,4.9790189223e-04,5.9464458900e-04
1.0000014400e+02,5.0065460528e-04,5.9907441027e-04
1.0100014400e+02,4.9196820328e-04,5.9765188780e-04
1.0200014400e+02,5.0002996431e-04,6.0038408265e-04
1.0300014400e+02,5.0022466894e-04,5.9982590756e-04
1.0400014400e+02,5.0137066864e-04,5.9876016167e-04
1.0500014400e+02,5.0095000915e-04,5.9802001488e-04
1.0600014400e+02,4.9781887355e-04,6.0001162637e-04
1.0700014400e+02,4.9476420827e-04,6.0890000896e-04
1.0800014400e+02,4.9921953178e-04,6.0235732235e-04
1.0900014400e+02,5.0206959713e-04,6.0075228248e-04
1.1000014400e+02,5.0062059017e-04,5.9959347709e-04
1.1100014400e+02,4.9975562433e-04,6.0756123275e-04
1.1200014400e+02,4.9065300118e-04,5.9643516579e-04
1.1300014400e+02,4.9707487051e-04,6.0264337662e-04
1.1400014400e+02,4.8410252930e-04,5.9729816712e-04
1.1500014400e+02,4.9707763537e-04,5.9902067733e-04
