# Saved on 2025-07-11T14:14:57.088702
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE02
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 4000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.5
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S)
1.4400000000e-04,5.0343871408e-04,6.0981434217e-04
1.1440000000e-03,4.9886606575e-04,6.0391041188e-04
2.1440000000e-03,5.0332397223e-04,6.0448943259e-04
3.1440000000e-03,5.0314960390e-04,6.0289905377e-04
4.1440000000e-03,5.0761751481e-04,6.0216425481e-04
5.1440000000e-03,5.0363203627e-04,6.0648584622e-04
6.1440000000e-03,4.9953665439e-04,6.0672853579e-04
7.1440000000e-03,4.9890513765e-04,6.0239570303e-04
8.1440000000e-03,4.9718542869e-04,6.0275913711e-04
9.1440000000e-03,4.9407095503e-04,6.0519661929e-04
1.0144000000e-02,4.9333721108e-04,6.0259364545e-04
1.1144000000e-02,4.9057038268e-04,6.0347581893e-04
1.2144000000e-02,4.9721162213e-04,6.0210135416e-04
1.3144000000e-02,4.9880763981e-04,6.0311234847e-04
1.4144000000e-02,4.9727586884e-04,6.0434373154e-04
1.5144000000e-02,4.9737063819e-04,6.0594666138e-04
1.6144000000e-02,4.9748032325e-04,6.0277965531e-04
1.7144000000e-02,4.9712940381e-04,6.0277314333e-04
1.8144000000e-02,4.9877366109e-04,6.0939299146e-04
1.9144000000e-02,4.9718673836e-04,6.0890553868e-04
2.0144000000e-02,4.9786136515e-04,6.0595728428e-04
2.1144000000e-02,4.9759997637e-04,6.0884241975e-04
2.2144000000e-02,4.9031747039e-04,6.0526632296e-04
2.3144000000e-02,4.9769882025e-04,6.0563881561e-04
2.4144000000e-02,4.9791968195e-04,6.0676138673e-04
2.5144000000e-02,4.9911777751e-04,6.0287558881e-04
2.6144000000e-02,4.9771966587e-04,6.0306461819e-04
2.7144000000e-02,4.9778249377e-04,6.0267644585e-04
2.8144000000e-02,5.0169961469e-04,6.0281567130e-04
2.9144000000e-02,4.9752819905e-04,6.0856335040e-04
3.0144000000e-02,4.9666839914e-04,6.0232549004e-04
3.1144000000e-02,4.9786242016e-04,6.0865193518e-04
3.2144000000e-02,5.0227725296e-04,6.0568818299e-04
3.3144000000e-02,4.9668400607e-04,6.0412286985e-04
3.4144000000e-02,5.0632144848e-04,6.0654798290e-04
3.5144000000e-02,4.9723206757e-04,6.0323272919e-04
3.6144000000e-02,4.9728016165e-04,6.0219568695e-04
3.7144000000e-02,4.9712842156e-04,6.0868187575e-04
3.8144000000e-02,4.9767753808e-04,6.0317797761e-04
3.9144000000e-02,4.9175803724e-04,6.0209276853e-04
4.0144000000e-02,4.9780555855e-04,6.0328326072e-04
4.1144000000e-02,4.9830407079e-04,6.0301252233e-04
4.2144000000e-02,4.9745885917e-04,6.0264737840e-04
4.3144000000e-02,4.9738395319e-04,6.0264723288e-04
4.4144000000e-02,4.9767841119e-04,6.0270675021e-04
4.5144000000e-02,4.9775833759e-04,6.0265978391e-04
4.6144000000e-02,4.9784339353e-04,6.0327460233e-04
4.7144000000e-02,4.9638034398e-04,6.0382670199e-04
4.8144000000e-02,4.9771279009e-04,6.0890924942e-04
4.9144000000e-02,4.9725116696e-04,6.0365913669e-04
5.0144000000e-02,4.9728096201e-04,6.0046895669e-04
5.1144000000e-02,4.9550093536e-04,5.9922251239e-04
5.2144000000e-02,4.9685000704e-04,5.8963614720e-04
5.3144000000e-02,4.9675076298e-04,5.8957633883e-04
5.4144000000e-02,4.9754835345e-04,6.0549056798e-04
5.5144000000e-02,4.9704874982e-04,6.0003716499e-04
5.6144000000e-02,4.9846283218e-04,5.9950267314e-04
5.7144000000e-02,5.0105354603e-04,5.9930123825e-04
5.8144000000e-02,4.9316433433e-04,6.0457587097e-04
5.9144000000e-02,4.9730690080e-04,5.9962352680e-04
6.0144000000e-02,4.9811340432e-04,5.9952079027e-04
6.1144000000e-02,4.9246613344e-04,5.9911228163e-04
6.2144000000e-02,4.9796683015e-04,5.9941783547e-04
6.3144000000e-02,5.0141297834e-04,5.9892212448e-04
6.4144000000e-02,4.9461388699e-04,5.9987112763e-04
6.5144000000e-02,4.9714224588e-04,5.9946160036e-04
6.6144000000e-02,4.9804522860e-04,6.0560814745e-04
6.7144000000e-02,4.9042118917e-04,6.0598493292e-04
6.8144000000e-02,4.9541034969e-04,6.0019290686e-04
6.9144000000e-02,4.9717051297e-04,5.9882793721e-04
7.0144000000e-02,4.9695481721e-04,5.9930025600e-04
7.1144000000e-02,4.8860169045e-04,5.9953476011e-04
7.2144000000e-02,4.9726331781e-04,6.0218932049e-04
7.3144000000e-02,4.9740898248e-04,6.0827660491e-04
7.4144000000e-02,4.9704525736e-04,6.0816510086e-04
7.5144000000e-02,4.9711528845e-04,6.0632104578e-04
7.6144000000e-02,4.9695732741e-04,6.0727477830e-04
7.7144000000e-02,4.9232763558e-04,6.0748508986e-04
7.8144000000e-02,4.9799913540e-04,6.0277503508e-04
7.9144000000e-02,4.8799640354e-04,6.0893857153e-04
8.0144000000e-02,4.8796257033e-04,5.9947164118e-04
8.1144000000e-02,4.9849553761e-04,6.0021113313e-04
8.2144000000e-02,4.9709848099e-04,5.9864549257e-04
8.3144000000e-02,4.9827787734e-04,6.0592916270e-04
8.4144000000e-02,4.9703368859e-04,5.9939353378e-04
8.5144000000e-02,4.9700825912e-04,6.0608828790e-04
8.6144000000e-02,4.9822661822e-04,6.0915492213e-04
8.7144000000e-02,4.9682956160e-04,6.0593614762e-04
8.8144000000e-02,4.9732389016e-04,5.9929734562e-04
8.9144000000e-02,4.9730992032e-04,5.9471436543e-04
9.0144000000e-02,4.9736208894e-04,5.9906462411e-04
9.1144000000e-02,4.9981306802e-04,6.0427973949e-04
9.2144000000e-02,4.9639271310e-04,5.9972364397e-04
9.3144000000e-02,4.9776041124e-04,5.8545763750e-04
9.4144000000e-02,4.9842015869e-04,5.9944759414e-04
9.5144000000e-02,5.0221715355e-04,6.0030983150e-04
9.6144000000e-02,4.9690566811e-04,6.0038921220e-04
9.7144000000e-02,4.9366699386e-04,5.9937403421e-04
9.8144000000e-02,4.9756563385e-04,5.9921356296e-04
9.9144000000e-02,4.9760568800e-04,5.9998455981e-04
1.0014400000e-01,4.9268499424e-04,6.0155165556e-04
1.0114400000e-01,4.9822527217e-04,6.0288122768e-04
1.0214400000e-01,5.0071968872e-04,5.9986679844e-04
1.0314400000e-01,4.9802602007e-04,5.9864312789e-04
1.0414400000e-01,4.9925180065e-04,5.9890451666e-04
1.0514400000e-01,5.0084025133e-04,5.9905843955e-04
1.0614400000e-01,4.9693961046e-04,5.9923706431e-04
1.0714400000e-01,4.9715898058e-04,6.0063866840e-04
1.0814400000e-01,4.9802256399e-04,6.0102800489e-04
1.0914400000e-01,4.9753289204e-04,5.9997484641e-04
1.1014400000e-01,5.0056343753e-04,5.9914847952e-04
1.1114400000e-01,4.9941951147e-04,5.9966991103e-04
1.1214400000e-01,4.8828460422e-04,5.9900467022e-04
1.1314400000e-01,5.0306774938e-04,5.9862530179e-04
1.1414400000e-01,4.9688289437e-04,5.9998994402e-04
1.1514400000e-01,4.9355672672e-04,5.9977861383e-04
1.1614400000e-01,4.9714126362e-04,5.9655751102e-04
1.1714400000e-01,4.9653041060e-04,5.9706882894e-04
1.1814400000e-01,5.0172802730e-04,5.9940652136e-04
1.1914400000e-01,4.9678463256e-04,5.9736645198e-04
1.2014400000e-01,4.8312122090e-04,6.0280635807e-04
1.2114400000e-01,4.9706246500e-04,5.9691989009e-04
1.2214400000e-01,4.9184698582e-04,6.0280563048e-04
