# Saved on 2025-07-11T14:27:38.238290
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE02
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 4000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.5
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0008
#   num_level: 2
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,6.9381261710e-04,7.9050347267e-04
1.0001440000e+00,6.8827983341e-04,7.9282282968e-04
2.0001440000e+00,6.8588691647e-04,7.9337813077e-04
3.0001440000e+00,6.8664441642e-04,7.9270503193e-04
4.0001440000e+00,6.8863228080e-04,7.9504017776e-04
5.0001440000e+00,6.8841640314e-04,7.9177705629e-04
6.0001440000e+00,6.8946348620e-04,7.8627810581e-04
7.0001440000e+00,6.8585533882e-04,7.8558943642e-04
8.0001440000e+00,6.8563436798e-04,7.8562232375e-04
9.0001440000e+00,6.8554785685e-04,7.9108875070e-04
1.0000144000e+01,6.8332992669e-04,7.8697332356e-04
1.1000144000e+01,6.8466964876e-04,7.8527518781e-04
1.2000144000e+01,6.8379675213e-04,7.8470344306e-04
1.3000144000e+01,6.8451168772e-04,7.8613673395e-04
1.4000144000e+01,6.8470806582e-04,7.8582816059e-04
1.5000144000e+01,6.8565721449e-04,7.8475750342e-04
1.6000144000e+01,6.8578156061e-04,7.8519988165e-04
1.7000144000e+01,6.8580033258e-04,7.8545694123e-04
1.8000144000e+01,6.8576875492e-04,7.8607969044e-04
1.9000144000e+01,6.8573419412e-04,7.8536577348e-04
2.0000144000e+01,6.8528315751e-04,7.8712189861e-04
2.1000144000e+01,6.8326764449e-04,7.8655852121e-04
2.2000144000e+01,6.8577959610e-04,7.8532757470e-04
2.3000144000e+01,6.8486093369e-04,7.8715362179e-04
2.4000144000e+01,6.8560308137e-04,7.8731645772e-04
2.5000144000e+01,6.8577872298e-04,7.8707278590e-04
2.6000144000e+01,6.8528257543e-04,7.8765217040e-04
2.7000144000e+01,6.8540364737e-04,7.8758232121e-04
2.8000144000e+01,6.8606910645e-04,7.8635530372e-04
2.9000144000e+01,6.8520683271e-04,7.8774290159e-04
3.0000144000e+01,6.7721826781e-04,7.8679615399e-04
3.1000144000e+01,6.7523404141e-04,7.9200901382e-04
3.2000144000e+01,6.7430541094e-04,7.9036166426e-04
3.3000144000e+01,6.7349457822e-04,7.8826815297e-04
3.4000144000e+01,6.7742344982e-04,7.8869867139e-04
3.5000144000e+01,6.7718734499e-04,7.8900578956e-04
3.6000144000e+01,6.7665670940e-04,7.8769910033e-04
3.7000144000e+01,6.7726272391e-04,7.9020857811e-04
3.8000144000e+01,6.7732551543e-04,7.8806842794e-04
3.9000144000e+01,6.7722561653e-04,7.8845914686e-04
4.0000144000e+01,6.7737688369e-04,7.8969402239e-04
4.1000144000e+01,6.7679226049e-04,7.8758312156e-04
4.2000144000e+01,6.7684086389e-04,7.8920296801e-04
4.3000144000e+01,6.7628287070e-04,7.8836077591e-04
4.4000144000e+01,6.7445762397e-04,7.8671626397e-04
4.5000144000e+01,6.7684093665e-04,7.8769553511e-04
4.6000144000e+01,6.7626169766e-04,7.8648627095e-04
4.7000144000e+01,6.7690249125e-04,7.8724326158e-04
4.8000144000e+01,6.7674860475e-04,7.8790690168e-04
