# Saved on 2025-07-11T14:27:38.207776
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE02
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 4000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.5
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0008
#   num_level: 2
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,6.9688656367e-04,8.0315374362e-04
1.1440000000e-03,6.9687339419e-04,8.0063684436e-04
2.1440000000e-03,6.9763795182e-04,8.0182137026e-04
3.1440000000e-03,6.9702167821e-04,8.1553160271e-04
4.1440000000e-03,6.9721383625e-04,8.1544443674e-04
5.1440000000e-03,6.9757821620e-04,8.0118952610e-04
6.1440000000e-03,6.9817891927e-04,8.1136800873e-04
7.1440000000e-03,6.9598048867e-04,8.0059144238e-04
8.1440000000e-03,6.9715308200e-04,8.0163968960e-04
9.1440000000e-03,6.9516579970e-04,8.0082521890e-04
1.0144000000e-02,6.9741690822e-04,8.0109988630e-04
1.1144000000e-02,6.9715730206e-04,8.0147954577e-04
1.2144000000e-02,6.9761372288e-04,8.0149715359e-04
1.3144000000e-02,6.9764064392e-04,8.0211371824e-04
1.4144000000e-02,6.9687179348e-04,8.1287405919e-04
1.5144000000e-02,6.9622183219e-04,8.0135723692e-04
1.6144000000e-02,6.9696892751e-04,8.0211415479e-04
1.7144000000e-02,6.9738438469e-04,8.0119621998e-04
1.8144000000e-02,6.9766327215e-04,8.0217265349e-04
1.9144000000e-02,6.9260611781e-04,8.0140132923e-04
2.0144000000e-02,6.9251233072e-04,8.0175799667e-04
2.1144000000e-02,6.9781410275e-04,8.0175268522e-04
2.2144000000e-02,6.9663525210e-04,8.0069949036e-04
2.3144000000e-02,6.9731438998e-04,8.0121921201e-04
2.4144000000e-02,6.9735477155e-04,8.0167315900e-04
2.5144000000e-02,6.9682660978e-04,8.0127618276e-04
2.6144000000e-02,6.9747526140e-04,8.0091551354e-04
2.7144000000e-02,6.9748362876e-04,8.0110097770e-04
2.8144000000e-02,6.9687717769e-04,8.0155914475e-04
2.9144000000e-02,6.9752990385e-04,8.0151701695e-04
3.0144000000e-02,6.9784240623e-04,8.1557780504e-04
3.1144000000e-02,6.9700785389e-04,8.0103272921e-04
3.2144000000e-02,6.9595662353e-04,8.0032361438e-04
3.3144000000e-02,6.9730929681e-04,8.0062469351e-04
3.4144000000e-02,6.9658155553e-04,8.0128862464e-04
3.5144000000e-02,6.9741196057e-04,8.0083489593e-04
3.6144000000e-02,6.9701804023e-04,8.0099045590e-04
3.7144000000e-02,6.9597153924e-04,8.0108940892e-04
3.8144000000e-02,6.9710244134e-04,8.0128564150e-04
3.9144000000e-02,6.9691668614e-04,7.9999816080e-04
4.0144000000e-02,6.9683068432e-04,7.9974270193e-04
4.1144000000e-02,6.9768342655e-04,8.0051155237e-04
4.2144000000e-02,6.9687062933e-04,8.0115380115e-04
4.3144000000e-02,6.9688809162e-04,8.1714861153e-04
4.4144000000e-02,6.9766771048e-04,8.1607977336e-04
4.5144000000e-02,6.9724548666e-04,8.0069730757e-04
4.6144000000e-02,6.9737099693e-04,8.0199744843e-04
4.7144000000e-02,6.9619898568e-04,8.0109966802e-04
4.8144000000e-02,6.9646637712e-04,8.0133948359e-04
