# Saved on 2025-07-11T15:21:29.189037
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE04
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S)
1.4400000000e-04,4.8927071475e-04,6.0016947828e-04,6.9120469561e-04
1.1440000000e-03,4.8607904318e-04,5.9985872213e-04,6.9175999670e-04
2.1440000000e-03,4.8707486712e-04,5.9875572333e-04,6.9909387094e-04
3.1440000000e-03,4.8595666158e-04,5.9829242673e-04,6.9893241744e-04
4.1440000000e-03,4.8702822824e-04,5.9961770603e-04,6.9510417234e-04
5.1440000000e-03,4.8769419664e-04,5.9946498368e-04,6.9813948357e-04
6.1440000000e-03,4.8875819630e-04,6.0302609199e-04,6.9699999585e-04
7.1440000000e-03,4.8952373618e-04,6.0025246057e-04,6.9800866186e-04
8.1440000000e-03,4.8876783694e-04,6.0062735429e-04,6.9775553129e-04
9.1440000000e-03,4.8912443162e-04,6.0166050389e-04,6.9980029366e-04
1.0144000000e-02,4.8857560614e-04,6.0170830693e-04,6.9893285399e-04
1.1144000000e-02,4.8789570428e-04,6.0090012994e-04,6.9752211857e-04
1.2144000000e-02,4.8764275562e-04,6.0110509366e-04,6.9748362876e-04
1.3144000000e-02,4.8719179176e-04,6.0102283896e-04,6.9395005994e-04
1.4144000000e-02,4.8642716138e-04,5.9797232097e-04,6.9829344284e-04
1.5144000000e-02,4.8857004003e-04,6.0065474827e-04,6.9664776674e-04
1.6144000000e-02,4.8770391004e-04,6.0007118009e-04,6.9662419264e-04
1.7144000000e-02,4.8811896704e-04,5.9618934756e-04,6.9826499384e-04
1.8144000000e-02,4.8873600463e-04,6.0101261624e-04,6.9325586082e-04
1.9144000000e-02,4.8757727200e-04,5.9769761720e-04,6.9135887315e-04
2.0144000000e-02,4.8857604270e-04,5.9913978475e-04,6.9229303335e-04
2.1144000000e-02,4.8847785365e-04,6.0221052991e-04,6.9801026257e-04
2.2144000000e-02,4.8735630116e-04,5.9780220909e-04,6.9927242293e-04
2.3144000000e-02,4.8879064707e-04,5.9850968682e-04,6.9922491093e-04
2.4144000000e-02,4.8882204283e-04,5.9833364503e-04,6.9824818638e-04
2.5144000000e-02,4.8856763897e-04,6.0091781052e-04,6.9624155003e-04
2.6144000000e-02,4.8784258979e-04,6.0016591306e-04,6.9780777267e-04
2.7144000000e-02,4.8719011829e-04,6.0036127252e-04,6.9447749411e-04
2.8144000000e-02,4.8886820878e-04,6.0042835685e-04,6.9839792559e-04
2.9144000000e-02,4.8591438826e-04,6.0152673541e-04,6.9839996286e-04
3.0144000000e-02,4.8907480959e-04,6.0052268964e-04,6.9997462560e-04
3.1144000000e-02,4.8966940085e-04,5.9884612710e-04,6.9786881795e-04
3.2144000000e-02,4.8807094572e-04,5.9924950619e-04,6.9766312663e-04
3.3144000000e-02,4.8984624300e-04,5.9998936194e-04,6.9636087574e-04
3.4144000000e-02,4.8822817917e-04,5.9715988755e-04,6.9705776696e-04
3.5144000000e-02,4.8892343329e-04,5.9743098973e-04,6.9927598815e-04
3.6144000000e-02,4.9087593652e-04,6.0145128373e-04,6.9763809734e-04
3.7144000000e-02,4.8715126468e-04,6.0318594478e-04,6.9855232141e-04
3.8144000000e-02,4.8792280722e-04,5.9978981881e-04,6.9901529059e-04
3.9144000000e-02,4.8652396799e-04,5.9911220887e-04,6.9597124821e-04
4.0144000000e-02,4.8756530305e-04,5.9961723309e-04,6.9718975283e-04
4.1144000000e-02,4.8734029406e-04,5.9696849348e-04,6.9899855589e-04
4.2144000000e-02,4.8613463150e-04,5.9681940911e-04,6.9739216997e-04
4.3144000000e-02,4.8743168009e-04,5.9802332544e-04,7.0023961598e-04
4.4144000000e-02,4.8743480875e-04,6.0044883867e-04,6.9870970037e-04
4.5144000000e-02,4.8699650506e-04,6.0228227085e-04,6.9825859100e-04
4.6144000000e-02,4.8683719797e-04,6.0075661168e-04,6.9348338002e-04
4.7144000000e-02,4.8539233831e-04,5.9023874201e-04,6.9952227932e-04
4.8144000000e-02,4.8669662647e-04,6.0119731643e-04,6.9669455115e-04
4.9144000000e-02,4.8621401220e-04,5.9995109041e-04,6.9864727266e-04
5.0144000000e-02,4.8497404350e-04,6.0103400756e-04,6.9347261160e-04
5.1144000000e-02,4.8777790653e-04,6.0167974880e-04,6.9782079663e-04
5.2144000000e-02,4.8627924116e-04,6.0161539295e-04,6.9828245614e-04
5.3144000000e-02,4.8434376367e-04,5.9997233620e-04,6.9634435931e-04
5.4144000000e-02,4.8629251978e-04,6.0186001065e-04,6.9852780143e-04
5.5144000000e-02,4.8654335842e-04,6.0172758822e-04,6.9827729021e-04
5.6144000000e-02,4.8619385780e-04,6.0122278228e-04,6.9943453127e-04
5.7144000000e-02,4.8526042519e-04,6.0170608776e-04,6.9359521149e-04
5.8144000000e-02,4.8652247642e-04,6.0168938944e-04,6.9297362643e-04
5.9144000000e-02,4.8791425797e-04,6.0097128880e-04,6.9903318945e-04
6.0144000000e-02,4.8613099352e-04,6.0043825215e-04,7.0077716373e-04
6.1144000000e-02,4.8775596952e-04,5.9975311160e-04,6.9996516686e-04
6.2144000000e-02,4.9136073358e-04,6.0133512306e-04,6.9802496000e-04
6.3144000000e-02,4.8783720558e-04,6.0143487644e-04,6.9751826231e-04
6.4144000000e-02,4.8696590966e-04,6.0139540437e-04,7.0014604717e-04
6.5144000000e-02,4.8778209020e-04,6.0183843743e-04,6.9828973210e-04
6.6144000000e-02,4.8861285904e-04,5.9817339206e-04,6.9894260378e-04
6.7144000000e-02,4.8864236305e-04,5.9969341237e-04,7.0039131970e-04
6.8144000000e-02,4.8733276344e-04,6.0172194935e-04,6.9921203249e-04
6.9144000000e-02,4.9031099479e-04,6.0126367316e-04,7.0042377047e-04
7.0144000000e-02,4.8715850426e-04,6.0114769440e-04,6.9934474595e-04
7.1144000000e-02,4.8697093007e-04,6.0134909290e-04,7.0006011811e-04
7.2144000000e-02,4.8885809520e-04,6.0019847297e-04,6.9980669650e-04
7.3144000000e-02,4.8798927310e-04,6.0116435634e-04,6.9788249675e-04
7.4144000000e-02,4.8862730182e-04,6.0000864323e-04,6.9933463237e-04
7.5144000000e-02,4.8804136895e-04,6.0250578827e-04,6.9791072747e-04
7.6144000000e-02,4.8768524721e-04,5.9984395193e-04,6.9626228651e-04
7.7144000000e-02,4.8658606829e-04,5.9906375100e-04,6.9908215664e-04
7.8144000000e-02,4.8752252042e-04,5.9630816395e-04,6.9206646003e-04
7.9144000000e-02,4.8721627536e-04,6.0181984736e-04,6.9641908340e-04
8.0144000000e-02,4.8682668421e-04,5.9750054788e-04,6.9621266448e-04
8.1144000000e-02,4.9008824135e-04,6.0310172557e-04,6.9804977102e-04
8.2144000000e-02,4.8722118663e-04,6.0108504840e-04,6.9913985499e-04
8.3144000000e-02,4.8785735999e-04,6.0128804762e-04,6.9884597906e-04
8.4144000000e-02,4.8630114179e-04,6.0322377976e-04,6.9867601269e-04
8.5144000000e-02,4.8384063120e-04,6.0259611928e-04,6.9798225013e-04
8.6144000000e-02,4.8485562729e-04,6.0181038862e-04,7.0060792495e-04
8.7144000000e-02,4.8663005145e-04,5.9921894717e-04,6.9789326517e-04
8.8144000000e-02,4.8782658268e-04,6.0133821535e-04,6.9805566454e-04
8.9144000000e-02,4.8716865422e-04,6.0135284002e-04,6.9749039540e-04
