# Saved on 2025-07-11T15:28:10.761679
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE04
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0008
#   max_gtarget: 0.0008
#   num_level: 1
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_800.00 uS
1.4400000000e-04,7.9596524301e-04
1.1440000000e-03,7.9343975813e-04
2.1440000000e-03,7.9589175584e-04
3.1440000000e-03,7.9767713032e-04
4.1440000000e-03,7.9354358604e-04
5.1440000000e-03,7.9762328824e-04
6.1440000000e-03,7.9568388173e-04
7.1440000000e-03,7.9536832345e-04
8.1440000000e-03,7.9592449765e-04
9.1440000000e-03,7.9617842857e-04
1.0144000000e-02,7.9276833276e-04
1.1144000000e-02,7.9606492363e-04
1.2144000000e-02,7.9481163993e-04
1.3144000000e-02,7.9863144492e-04
1.4144000000e-02,7.9307930719e-04
1.5144000000e-02,7.9507801274e-04
1.6144000000e-02,7.9536584963e-04
1.7144000000e-02,7.9536926933e-04
1.8144000000e-02,7.9563847976e-04
1.9144000000e-02,7.9595454736e-04
2.0144000000e-02,7.9843557614e-04
2.1144000000e-02,7.9436344095e-04
2.2144000000e-02,7.9813493358e-04
2.3144000000e-02,7.9608180386e-04
2.4144000000e-02,7.9376812209e-04
2.5144000000e-02,7.9331875895e-04
2.6144000000e-02,7.9475990788e-04
2.7144000000e-02,7.9317847849e-04
2.8144000000e-02,7.9583100160e-04
2.9144000000e-02,7.9596582509e-04
3.0144000000e-02,7.9472403741e-04
3.1144000000e-02,7.9660101619e-04
3.2144000000e-02,7.9738747445e-04
3.3144000000e-02,7.9684505181e-04
3.4144000000e-02,7.9606164945e-04
3.5144000000e-02,7.9296398326e-04
3.6144000000e-02,7.9385703430e-04
3.7144000000e-02,7.9546007328e-04
3.8144000000e-02,7.9501362052e-04
3.9144000000e-02,7.9571655078e-04
4.0144000000e-02,7.9565557826e-04
4.1144000000e-02,7.9811565229e-04
4.2144000000e-02,7.9264456872e-04
4.3144000000e-02,7.9445737356e-04
4.4144000000e-02,7.9711819126e-04
4.5144000000e-02,7.9464683949e-04
4.6144000000e-02,7.9742174421e-04
4.7144000000e-02,7.9719698988e-04
4.8144000000e-02,7.9453267972e-04
4.9144000000e-02,7.9431512859e-04
5.0144000000e-02,7.9393626947e-04
5.1144000000e-02,7.9369623563e-04
5.2144000000e-02,7.9505029134e-04
5.3144000000e-02,7.9424971773e-04
5.4144000000e-02,7.9466117313e-04
5.5144000000e-02,7.9378725786e-04
5.6144000000e-02,7.9456120147e-04
5.7144000000e-02,7.9437937529e-04
5.8144000000e-02,7.9445089796e-04
5.9144000000e-02,7.9659163021e-04
6.0144000000e-02,7.9625620856e-04
6.1144000000e-02,7.9671859567e-04
6.2144000000e-02,7.9400851973e-04
6.3144000000e-02,7.9664736404e-04
6.4144000000e-02,7.9485369497e-04
6.5144000000e-02,7.9271849245e-04
6.6144000000e-02,7.9363846453e-04
6.7144000000e-02,7.9277415352e-04
6.8144000000e-02,7.9348996223e-04
6.9144000000e-02,7.9386831203e-04
7.0144000000e-02,7.9494107922e-04
7.1144000000e-02,7.9254823504e-04
7.2144000000e-02,7.9442324932e-04
