# Saved on 2025-07-11T15:28:10.782682
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE04
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0008
#   max_gtarget: 0.0008
#   num_level: 1
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_800.00 uS
1.4400000000e-04,7.9409182945e-04
1.0001440000e+00,7.9532153904e-04
2.0001440000e+00,7.9323770478e-04
3.0001440000e+00,7.9606616055e-04
4.0001440000e+00,7.8956793004e-04
5.0001440000e+00,7.9835634097e-04
6.0001440000e+00,7.9837023804e-04
7.0001440000e+00,8.0036748841e-04
8.0001440000e+00,8.0098507169e-04
9.0001440000e+00,8.0293255451e-04
1.0000144000e+01,8.0986377725e-04
1.1000144000e+01,8.0158897617e-04
1.2000144000e+01,8.6466505309e-04
1.3000144000e+01,8.1269645307e-04
1.4000144000e+01,8.0450743553e-04
1.5000144000e+01,8.0219848314e-04
1.6000144000e+01,7.9990517406e-04
1.7000144000e+01,7.9465375165e-04
1.8000144000e+01,8.0316014646e-04
1.9000144000e+01,8.0435820564e-04
2.0000144000e+01,8.0268204329e-04
2.1000144000e+01,8.1445548858e-04
2.2000144000e+01,8.0965357483e-04
2.3000144000e+01,7.9633930000e-04
2.4000144000e+01,8.0430312664e-04
2.5000144000e+01,7.9815763456e-04
2.6000144000e+01,7.9879057012e-04
2.7000144000e+01,7.9777273641e-04
2.8000144000e+01,8.0015168351e-04
2.9000144000e+01,7.9671823187e-04
3.0000144000e+01,7.9493693192e-04
3.1000144000e+01,7.9351862951e-04
3.2000144000e+01,8.0079858890e-04
3.3000144000e+01,8.0191050074e-04
3.4000144000e+01,8.0266523582e-04
3.5000144000e+01,7.9784476839e-04
3.6000144000e+01,7.9734134488e-04
3.7000144000e+01,7.9720397480e-04
3.8000144000e+01,7.9644225480e-04
3.9000144000e+01,7.9568380897e-04
4.0000144000e+01,7.9756217019e-04
4.1000144000e+01,7.9855206423e-04
4.2000144000e+01,7.9628822277e-04
4.3000144000e+01,8.0073674326e-04
4.4000144000e+01,7.9615798313e-04
4.5000144000e+01,7.9701749200e-04
4.6000144000e+01,7.9573321273e-04
4.7000144000e+01,7.9267549154e-04
4.8000144000e+01,7.9780351371e-04
4.9000144000e+01,7.9556644778e-04
5.0000144000e+01,7.9782534158e-04
5.1000144000e+01,7.9524288594e-04
5.2000144000e+01,7.9530582298e-04
5.3000144000e+01,7.9209654359e-04
5.4000144000e+01,7.9083583842e-04
5.5000144000e+01,7.8892218880e-04
5.6000144000e+01,7.9074998212e-04
5.7000144000e+01,7.9356468632e-04
5.8000144000e+01,7.9150078818e-04
5.9000144000e+01,7.9382829426e-04
6.0000144000e+01,7.9186698713e-04
6.1000144000e+01,7.9135861597e-04
6.2000144000e+01,7.9486118921e-04
6.3000144000e+01,7.9400721006e-04
6.4000144000e+01,7.9478806583e-04
6.5000144000e+01,7.9227123933e-04
6.6000144000e+01,7.9285258835e-04
6.7000144000e+01,7.8647448390e-04
6.8000144000e+01,7.9432960774e-04
6.9000144000e+01,7.9183380876e-04
7.0000144000e+01,7.9218487372e-04
7.1000144000e+01,7.9400342656e-04
7.2000144000e+01,7.7396762208e-04
