# Saved on 2025-07-11T15:21:29.210589
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE04
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S)
1.4400000000e-04,4.8811027227e-04,5.9533693275e-04,6.9379813795e-04
1.0001440000e+00,4.9377980758e-04,6.0287311499e-04,6.9728412200e-04
2.0001440000e+00,4.9085057981e-04,5.9539703216e-04,6.9408743002e-04
3.0001440000e+00,4.9117017625e-04,6.0023063270e-04,6.9889065344e-04
4.0001440000e+00,4.9043203035e-04,6.0028516600e-04,6.9279762101e-04
5.0001440000e+00,4.9315098295e-04,5.9757971030e-04,6.9673995313e-04
6.0001440000e+00,4.9418627896e-04,5.9653048083e-04,6.9543071731e-04
7.0001440000e+00,4.8913771025e-04,5.9769743530e-04,7.0113579568e-04
8.0001440000e+00,4.9082780606e-04,5.9644633438e-04,7.0102432801e-04
9.0001440000e+00,4.8896617955e-04,5.9164296545e-04,7.0235400926e-04
1.0000144000e+01,4.8697056627e-04,5.9289770434e-04,7.0247129770e-04
1.1000144000e+01,4.8989968491e-04,5.9299676650e-04,7.0065500040e-04
1.2000144000e+01,4.8807942221e-04,5.9854828578e-04,7.0159541792e-04
1.3000144000e+01,4.8779194913e-04,5.9632293414e-04,7.0048263296e-04
1.4000144000e+01,4.9213660532e-04,5.9744241298e-04,7.0161942858e-04
1.5000144000e+01,4.8746987886e-04,5.9806348872e-04,6.9971072662e-04
1.6000144000e+01,4.8889451136e-04,5.9590034653e-04,6.9862289820e-04
1.7000144000e+01,4.8769852583e-04,5.9411493567e-04,7.0085334301e-04
1.8000144000e+01,4.8822013923e-04,5.9468238760e-04,6.9931767939e-04
1.9000144000e+01,4.9277183280e-04,5.9340505686e-04,7.0073314419e-04
2.0000144000e+01,4.8956655519e-04,5.9588830482e-04,7.0129106462e-04
2.1000144000e+01,4.8831247113e-04,5.9701222199e-04,6.9889014412e-04
2.2000144000e+01,4.8822028475e-04,5.9579357185e-04,6.9823006925e-04
2.3000144000e+01,4.9022983148e-04,5.9699181293e-04,6.9879177317e-04
2.4000144000e+01,4.8708432587e-04,5.9798832808e-04,7.0176196459e-04
2.5000144000e+01,4.8802678066e-04,5.9585643612e-04,7.0183938078e-04
2.6000144000e+01,4.8709141993e-04,5.9490736021e-04,6.9935922511e-04
2.7000144000e+01,4.8479370889e-04,5.9633501223e-04,7.0047877671e-04
2.8000144000e+01,4.8681245971e-04,5.9654765209e-04,6.9929134042e-04
2.9000144000e+01,4.8538899136e-04,5.9508842241e-04,7.0126618084e-04
3.0000144000e+01,4.8521596909e-04,5.8679270296e-04,7.0263646194e-04
3.1000144000e+01,4.8492991482e-04,5.9666919697e-04,7.0145579230e-04
3.2000144000e+01,4.8687186791e-04,5.9461832279e-04,6.9276233262e-04
3.3000144000e+01,4.8848167353e-04,5.9827274526e-04,7.0036068792e-04
3.4000144000e+01,4.8765119573e-04,5.9501162468e-04,6.9973015343e-04
3.5000144000e+01,4.8543479352e-04,5.9503032389e-04,6.9993846409e-04
3.6000144000e+01,4.8926889576e-04,5.9643662098e-04,6.9964939030e-04
