Time (s),Voltage (V),Current (A)
0.06084,0.0,2.8038e-07
0.06658,0.001,6.2558e-07
0.12553,0.002,1.12389e-05
0.17652,0.003,1.446e-05
0.18208,0.004,1.7932e-05
0.18763,0.005,2.3122e-05
0.19317,0.006,2.8588e-05
0.1987,0.007,3.1866e-05
0.20424,0.008,3.7084e-05
0.20979,0.009,4.2572e-05
0.21533,0.01,4.609e-05
0.22089,0.011,5.1022e-05
0.2264,0.012,5.6498e-05
0.23195,0.013,5.991e-05
0.23752,0.014,6.5104e-05
0.24305,0.015,7.0504e-05
0.24859,0.016,7.4076e-05
0.25414,0.017,7.9172e-05
0.25968,0.018,8.4612e-05
0.26523,0.019,8.7978e-05
0.27078,0.02,9.3348e-05
0.27631,0.021,9.8928e-05
0.28187,0.022,0.000102196
0.28742,0.023,0.000107522
0.29296,0.024,0.00011416
0.33541,0.025,0.00011568
0.34114,0.026,0.00012242
0.34688,0.027,0.0001266
0.35263,0.028,0.00012946
0.35836,0.029,0.00013638
0.36407,0.03,0.00014066
0.36989,0.031,0.00014788
0.37562,0.032,0.0001544
0.38137,0.033,0.00015776
0.3871,0.034,0.00016186
0.39284,0.035,0.00016372
0.39858,0.036,0.00016764
0.40428,0.037,0.00017394
0.41001,0.038,0.00017988
0.41576,0.039,0.00018192
0.42157,0.04,0.00018866
0.42731,0.041,0.00019472
0.43302,0.042,0.00019706
0.43881,0.043,0.0002016
0.44455,0.044,0.0002083
0.45028,0.045,0.00021028
0.45602,0.046,0.00021486
0.46177,0.047,0.00021544
0.46752,0.048,0.00022178
0.47326,0.049,0.00023074
0.479,0.05,0.0002367
0.48474,0.051,0.00023958
0.49049,0.052,0.00024466
0.49622,0.053,0.00024866
0.50197,0.054,0.00025238
0.5078,0.055,0.00025848
0.51354,0.056,0.00026238
0.51928,0.057,0.00026558
0.525,0.058,0.00027248
0.53075,0.059,0.00027698
0.53648,0.06,0.00028198
0.54222,0.061,0.00028946
0.54796,0.062,0.00029444
0.5537,0.063,0.00030068
0.55943,0.064,0.00030124
0.56517,0.065,0.00030322
0.57093,0.066,0.00030938
0.57667,0.067,0.00031596
0.58242,0.068,0.00031798
0.58817,0.069,0.00032424
