Time (s),Voltage (V),Current (A)
0.08326,0.0,-5.744e-08
0.089,0.001,6.7052e-07
0.14786,0.002,8.3166e-06
0.19476,0.003,1.4084e-05
0.20032,0.004,1.9196e-05
0.20586,0.005,2.559e-05
0.21142,0.006,2.833e-05
0.21696,0.007,3.3576e-05
0.2225,0.008,3.9622e-05
0.22805,0.009,4.2242e-05
0.2336,0.01,4.7746e-05
0.23915,0.011,5.3764e-05
0.24469,0.012,5.6232e-05
0.25025,0.013,6.1976e-05
0.2558,0.014,6.789e-05
0.26135,0.015,7.044e-05
0.26689,0.016,7.5944e-05
0.27242,0.017,8.1908e-05
0.27796,0.018,8.4352e-05
0.28351,0.019,9.0194e-05
0.28906,0.02,9.5912e-05
0.29461,0.021,9.8442e-05
0.30024,0.022,0.000104164
0.30584,0.023,0.000110266
0.31148,0.024,0.00011303
0.35313,0.025,0.00011718
0.35887,0.026,0.0001221
0.36461,0.027,0.00012484
0.37034,0.028,0.00013276
0.37608,0.029,0.0001384
0.38182,0.03,0.0001472
0.38756,0.031,0.00014984
0.39329,0.032,0.00015028
0.39902,0.033,0.00015324
0.40476,0.034,0.00015948
0.41052,0.035,0.0001642
0.41624,0.036,0.00016984
0.42197,0.037,0.00017528
0.4278,0.038,0.0001783
0.43354,0.039,0.00018378
0.4393,0.04,0.00019054
0.44502,0.041,0.00019298
0.45078,0.042,0.0001983
0.45652,0.043,0.00020138
0.46228,0.044,0.0002031
0.46801,0.045,0.0002081
0.47383,0.046,0.0002144
0.47958,0.047,0.00022188
0.48531,0.048,0.00022716
0.49106,0.049,0.0002299
0.4968,0.05,0.00023386
0.50254,0.051,0.0002412
0.50827,0.052,0.00024402
0.51402,0.053,0.00024698
0.51973,0.054,0.0002534
0.52547,0.055,0.0002584
0.53122,0.056,0.00026118
0.53696,0.057,0.00026888
0.5427,0.058,0.00027432
0.54843,0.059,0.00028286
0.55418,0.06,0.0002864
0.55992,0.061,0.00028682
0.56567,0.062,0.00028966
0.5714,0.063,0.00029554
0.57713,0.064,0.00030036
0.58287,0.065,0.00030578
0.58861,0.066,0.00031134
0.59435,0.067,0.00031402
0.60008,0.068,0.00032076
0.60583,0.069,0.00032652
0.61158,0.07,0.00032912
0.61734,0.071,0.00033452
0.62308,0.072,0.00033914
0.62882,0.073,0.00034048
0.63456,0.074,0.00034432
0.6403,0.075,0.00034648
0.64605,0.076,0.00035596
0.6518,0.077,0.00036394
0.65756,0.078,0.0003677
0.66329,0.079,0.00037012
0.66903,0.08,0.00037718
0.67476,0.081,0.00038058
0.68051,0.082,0.00038368
0.68624,0.083,0.00038986
0.69202,0.084,0.0003945
0.69777,0.085,0.00039688
0.70352,0.086,0.00040442
0.70927,0.087,0.00040954
0.71501,0.088,0.00041736
0.72076,0.089,0.0004227
0.7265,0.09,0.00042452
0.73226,0.091,0.00042666
0.738,0.092,0.00043146
0.74375,0.093,0.0004364
0.74949,0.094,0.0004422
0.75522,0.095,0.00044762
0.76097,0.096,0.0004504
0.76672,0.097,0.00045708
0.77246,0.098,0.00046286
0.7782,0.099,0.0004654
0.78392,0.1,0.0004703
0.78736,0.1,0.00047426
0.79317,0.099,0.00046642
0.79892,0.098,0.00045962
0.80466,0.097,0.00045494
0.81042,0.096,0.00045052
0.81616,0.095,0.00044702
0.82189,0.094,0.00044284
0.82764,0.093,0.0004363
0.83338,0.092,0.0004335
0.83911,0.091,0.00043016
0.84486,0.09,0.00042306
0.85062,0.089,0.00041868
0.85635,0.088,0.00041472
0.86211,0.087,0.00040646
0.86786,0.086,0.00040072
0.8736,0.085,0.00039328
0.87936,0.084,0.00039348
0.8851,0.083,0.00039212
0.89085,0.082,0.00038658
0.8966,0.081,0.00037942
0.90233,0.08,0.000377
0.90807,0.079,0.00037116
0.91381,0.078,0.00036502
0.91953,0.077,0.00036204
0.92526,0.076,0.00035678
0.93098,0.075,0.00035008
0.93671,0.074,0.0003476
0.94245,0.073,0.00034282
0.9482,0.072,0.00033984
0.95395,0.071,0.00033774
0.95967,0.07,0.00033244
0.96541,0.069,0.00032808
0.97116,0.068,0.00031904
0.97688,0.067,0.00031308
0.98262,0.066,0.00031034
0.98836,0.065,0.00030682
0.99408,0.064,0.00029946
0.99982,0.063,0.00029638
1.00556,0.062,0.00029352
1.01131,0.061,0.00028686
1.01705,0.06,0.00028212
