# Saved on 2025-06-25T11:06:38.336546,,,,,,,,,,
# Name: Shreenidhi,,,,,,,,,,
# Sample_ID: Batch3_F5_TPTE33,,,,,,,,,,
# Waveform Format: Reram,,,,,,,,,,
# Waveform: ReRam_Program_Evan,,,,,,,,,,
# VDD WGFMU: 1,,,,,,,,,,
# VSS WGFMU: 2,,,,,,,,,,
# trd: 0.0001,,,,,,,,,,
# pts_per_meas: 1,,,,,,,,,,
# Short_Check_Test:,,,,,,,,,,
#   SMU_Pair: [1, 2],,,,,,,,,
#   Max_Resistance: 200,,,,,,,,,,
#   Max_Voltage: 0.1,,,,,,,,,,
#   IComp: 0.1,,,,,,,,,,
#   Dynamic_Check: True,,,,,,,,,,
#   D_StartV: 0.1,,,,,,,,,,
#   D_Step: 1,,,,,,,,,,
#   D_Wait: 10,,,,,,,,,,
#   SaveData: True,,,,,,,,,,
# Form_Test:,,,,,,,,,,
#   SMU_Pair: [1, 2],,,,,,,,,
#   Max_Resistance: 10000,,,,,,,,,,
#   Max_Voltage: 7,,,,,,,,,,
#   IComp: 0.001,,,,,,,,,,
#   Dynamic_Check: True,,,,,,,,,,
#   D_StartV: 1,,,,,,,,,,
#   D_Step: 0.1,,,,,,,,,,
#   D_Wait: 2,,,,,,,,,,
#   Reset_Voltage: -1.5,,,,,,,,,,
#   Reset_Compliance: 0.1,,,,,,,,,,
#   SaveData: True,,,,,,,,,,
# Switch_Test:,,,,,,,,,,
#   SMU_Pair: [1, 2],,,,,,,,,
#   num_loops: 5,,,,,,,,,,
#   Read_Voltage: 0.1,,,,,,,,,,
#   Pos_Voltage: 2.3,,,,,,,,,,
#   Neg_Voltage: -1,,,,,,,,,,
#   Min_MemWindow: 1.1,,,,,,,,,,
#   Reset_Voltage_Step: 0.1,,,,,,,,,,
#   ICompSet: 0.001,,,,,,,,,,
#   ICompReset: 0.1,,,,,,,,,,
#   ICompRead: 0.1,,,,,,,,,,
#   SaveData: True,,,,,,,,,,
# Program:,,,,,,,,,,
#   min_gtarget: 0.0008,,,,,,,,,,
#   max_gtarget: 0.0008,,,,,,,,,,
#   num_level: 1,,,,,,,,,,
#   num: 20,,,,,,,,,,
#   num_reads: 10,,,,,,,,,,
#   v_rd: 0.1,,,,,,,,,,
#   v_prg: 0.7,,,,,,,,,,
#   v_rst: -0.8,,,,,,,,,,
#   v_prg_max: 10,,,,,,,,,,
#   v_countmax: 1000,,,,,,,,,,
#   v_count: 0,,,,,,,,,,
#   goffset: 1e-05,,,,,,,,,,
#   ProgramTargetOffset: 1e-05,,,,,,,,,,
#   read_waveform: ReRam_Read_Evan,,,,,,,,,,
#   program_waveform: ReRam_Program_Evan,,,,,,,,,,
#   RTN_waveform: Retention_10Min,,,,,,,,,,
# SmartProgram:,,,,,,,,,,
#   min_gtarget: 0.0002,,,,,,,,,,
#   max_gtarget: 0.0013,,,,,,,,,,
#   num_level: 6,,,,,,,,,,
#   num: 20,,,,,,,,,,
#   num_reads: 10,,,,,,,,,,
#   v_rd: 0.1,,,,,,,,,,
#   v_prg: 1,,,,,,,,,,
#   v_rst: -1,,,,,,,,,,
#   v_prg_max: 2.3,,,,,,,,,,
#   v_countmax: 1000,,,,,,,,,,
#   v_count: 0,,,,,,,,,,
#   goffset: 5e-06,,,,,,,,,,
#   ProgramTargetOffset: 1e-05,,,,,,,,,,
#   read_waveform: ReRam_Read_Evan,,,,,,,,,,
#   program_waveform: ReRam_Program_Evan,,,,,,,,,,
#   RTN_waveform: ReRam_RTN_Evan,,,,,,,,,,
#   boundary_super_coarse: 0.0001,,,,,,,,,,
#   boundary_coarse: 5e-05,,,,,,,,,,
#   boundary_fine: 5e-05,,,,,,,,,,
#   boundary_ultra_fine: 5e-07,,,,,,,,,,
#   super_coarse_step: 0.0001,,,,,,,,,,
#   coarse_step: 2.5e-05,,,,,,,,,,
#   fine_step: 2.5e-05,,,,,,,,,,
#   ultra_fine_step: 5e-07,,,,,,,,,,
#   ultra_ultra_fine_step: 5e-07,,,,,,,,,,
#   use_super_coarse: False,,,,,,,,,,
#   use_fine: False,,,,,,,,,,
#   use_ultra_fine: False,,,,,,,,,,
#   use_ultra_ultra_fine: False,,,,,,,,,,
# Retention:,,,,,,,,,,
#   SMU_Pair: [1, 2],,,,,,,,,
#   ReadVoltage: 0.1,,,,,,,,,,
#   ReadCompliance: 0.1,,,,,,,,,,
#   Interval: 0.01,,,,,,,,,,
#   Duration: 180,,,,,,,,,,
#   SampleRate: 2,,,,,,,,,,
#   SaveData: True,,,,,,,,,,
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS,Conductance_Target_1300.00 uS
0.000144,0.00040570273995,0.00049791866331,0.00059467311075,0.00069750043622,0.00078388358816,0.00088907967438,0.00099042532383,0.0010976787598,0.0012009019702,0.0013247637253
0.001144,0.00040334340156,0.00049181246141,0.00059397276345,0.00070288238931,0.00078393597505,0.00089372610091,0.00098244505352,0.0010798880248,0.0011891531904,0.0013082833902
0.002144,0.0004094578253,0.00049442820455,0.00058941273892,0.00070564397902,0.0007899042248,0.00089182321972,0.00098633689049,0.0010952592129,0.0011873019685,0.001307567145
0.003144,0.00040427163185,0.00049594949814,0.00058708264987,0.00070623755164,0.00078349126852,0.00088617693109,0.00098351607448,0.0010930486314,0.0011813059973,0.001304531761
0.004144,0.0003980524707,0.00050479393394,0.0005990738282,0.00070691472501,0.00078486649727,0.00088960739959,0.00098018848803,0.0010911221761,0.0011927251762,0.0013129498984
0.005144,0.00039788665163,0.00050164984714,0.0005949804472,0.00069993657235,0.00078614648373,0.00088690881967,0.00099123833934,0.001091635786,0.0011887032451,0.0013093209418
0.006144,0.00039217840822,0.00050793332775,0.00059253052314,0.00070791480539,0.00079673103755,0.00088845888968,0.00098493801488,0.0010910229321,0.0011863802501,0.0013022465282
0.007144,0.00039192491386,0.0004981195525,0.00058486144553,0.00070597874583,0.0007912950241,0.0008824399265,0.00098510485259,0.0010974801262,0.0011914082279,0.0013115770707
0.008144,0.00039543996536,0.00050115322665,0.00059205012803,0.00070339046943,0.00079461271525,0.0008834934124,0.00098729418823,0.0010871444101,0.0011876914505,0.0013059774938
0.009144,0.00039543021558,0.00049867441703,0.00059164452978,0.00069559304393,0.00078554694483,0.00088298140327,0.00099672237411,0.0010968963034,0.001193055723,0.0013100547949
0.010144,0.00038898455387,0.00050067988923,0.00059618450905,0.00070010813943,0.00079074525274,0.00089911554824,0.00099162301922,0.0010954582831,0.0011850253213,0.0013076714822
0.011144,0.00039276055759,0.00050063761591,0.00060035890783,0.00069484674896,0.00078973767813,0.00088686581876,0.00099374032288,0.0010944355745,0.0011939756223,0.0013154088811
0.012144,0.00039139027649,0.00049698024668,0.00059865764342,0.0007061852375,0.00078807337559,0.00088705441158,0.00097607815405,0.0010823716002,0.0011892944167,0.0013090223365
0.013144,0.000401811958,0.00049535745347,0.00059618905652,0.00070134512498,0.00079012519564,0.00088382366812,0.00098936514405,0.0010939935601,0.0011888134759,0.0013086809486
0.014144,0.00039962436858,0.00049052963732,0.00059286754549,0.00070258909545,0.00078754928836,0.00088751869043,0.00098655342299,0.0010905397357,0.0011752051796,0.0012961110042
0.015144,0.00040528342652,0.00050079906941,0.00060284983192,0.00070336805948,0.00078764074715,0.00088767781563,0.00098505843198,0.0011015781638,0.0011864530097,0.001307532948
0.016144,0.00039849539462,0.00049716629292,0.00059804311604,0.00070011497883,0.00078277902503,0.00088512992079,0.00098784046713,0.001094838226,0.0011824783724,0.001303745521
0.017144,0.0003973152343,0.00049792288337,0.00059721609432,0.00070388952736,0.00079464931332,0.00089407869382,0.00098672702734,0.0010963610839,0.001193443386,0.001309242798
0.018144,0.0003971399201,0.00049036254495,0.00058606026869,0.00070479080023,0.00078863107774,0.00088842542027,0.00099112396128,0.0011020783859,0.0011884686683,0.0013097951887
0.019144,0.00040222235839,0.00049599744671,0.00059140209487,0.00070834961662,0.0007872103015,0.00088779888756,0.00098148273537,0.0010907270189,0.0011906018335,0.0013088450942
0.020144,0.00039936934627,0.00049677622883,0.00058669218561,0.00069666479249,0.00078102122643,0.00088701541245,0.00099186800071,0.0010964566172,0.0011958882533,0.0013161887182
0.021144,0.00039782487875,0.00049786933232,0.00059360791056,0.00070331952884,0.00078965938883,0.00089632056188,0.00098885167972,0.0010931074212,0.0011880999955,0.0013087187835
0.022144,0.00039165559429,0.00050256621762,0.00059230984334,0.00070406968007,0.00078792181739,0.00088961336587,0.00098657183116,0.0010932253645,0.0011937594536,0.001314044639
0.023144,0.00038772821426,0.00050386923249,0.00059561338276,0.00070981732279,0.00079084071331,0.00088893604698,0.00097668271337,0.001083855459,0.0011896669457,0.0013106197002
0.024144,0.00039975344407,0.00050080190704,0.00059550056903,0.00070284651883,0.00079476114479,0.00087897140475,0.00098902688478,0.0010881471826,0.0011925742001,0.0013109728752
0.025144,0.00039333779569,0.00049664391554,0.00059373483964,0.00070532667451,0.00079365679994,0.00088583081379,0.00098513519333,0.0010879160254,0.0011739871115,0.001289518259
0.026144,0.00039890990593,0.00050405680668,0.00059668567701,0.00070048772614,0.00079412442574,0.00088020598923,0.00099349286756,0.001106583295,0.0011863240798,0.0013060700439
0.027144,0.00038863367081,0.00050160051615,0.0005969959966,0.00069848058047,0.00078764387581,0.00088446948212,0.00099092052551,0.0010908806871,0.0011896732758,0.0013075668539
