# Saved on 2025-06-27T08:34:04.789365
# Name: Evan
# Sample_ID: Batch3_F5_TPTE44
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2
#   Neg_Voltage: -2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1.5e-05
#   ProgramTargetOffset: 1.5e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS,Conductance_Target_1300.00 uS
1.4400000000e-04,3.7534300645e-04,5.2131683333e-04,5.6453620346e-04,6.8073430157e-04,7.9132987594e-04,8.5582592874e-04,9.5983494248e-04,1.0929681594e-03,1.1683717457e-03,1.3301141735e-03
1.1440000000e-03,3.7214973418e-04,5.1232465921e-04,5.5995624280e-04,6.6171072831e-04,7.9655845184e-04,8.6204578110e-04,9.9064069218e-04,1.0789195221e-03,1.1710427498e-03,1.3377689174e-03
2.1440000000e-03,3.8554175262e-04,4.9532180128e-04,5.6425833463e-04,6.7569540988e-04,8.2052603830e-04,8.4696192062e-04,9.7894786450e-04,1.0866457160e-03,1.1764207011e-03,1.3173201296e-03
3.1440000000e-03,3.8449354179e-04,4.9277448852e-04,5.4512100178e-04,6.7589258833e-04,8.2106365880e-04,8.5380808741e-04,9.8509888630e-04,1.0715752433e-03,1.2040378351e-03,1.3135625341e-03
4.1440000000e-03,3.7962250644e-04,4.7750185331e-04,5.5655553297e-04,6.9452667958e-04,8.4055856860e-04,8.6106272647e-04,9.6985204436e-04,1.0798646690e-03,1.2036422413e-03,1.3333609968e-03
5.1440000000e-03,3.5747943912e-04,5.0840215408e-04,5.5793017964e-04,7.0209607657e-04,8.0551850260e-04,8.7565924332e-04,9.7882315458e-04,1.0846105579e-03,1.2276248890e-03,1.3190894970e-03
6.1440000000e-03,3.5992379708e-04,4.9158767069e-04,5.7506560552e-04,7.1550719440e-04,8.2018923422e-04,8.9135581220e-04,9.8209595308e-04,1.1013436597e-03,1.1921374244e-03,1.3146996207e-03
7.1440000000e-03,3.3865417208e-04,4.9669433793e-04,5.8633646404e-04,6.9694018748e-04,8.1414036686e-04,8.8542306912e-04,9.9959790532e-04,1.1173009989e-03,1.2048496865e-03,1.2850500934e-03
8.1440000000e-03,3.6497520341e-04,4.8772490118e-04,5.9715228417e-04,6.9273693953e-04,8.2629761891e-04,8.7529988377e-04,1.0149434820e-03,1.1164290481e-03,1.1996835383e-03,1.2856599642e-03
9.1440000000e-03,3.5801218473e-04,4.9149944971e-04,5.7890887547e-04,7.0713962486e-04,8.1968064478e-04,8.7516717031e-04,1.0181426478e-03,1.1039656238e-03,1.2121573673e-03,1.2607658573e-03
1.0144000000e-02,3.5919802031e-04,4.9504335038e-04,5.7807104895e-04,7.0595044235e-04,8.1478785432e-04,8.9551394922e-04,1.0019568435e-03,1.1040196114e-03,1.2071345554e-03,1.2920703739e-03
1.1144000000e-02,3.5144079447e-04,5.0921782531e-04,5.8948440710e-04,7.0309957664e-04,8.0052333942e-04,8.8089152996e-04,1.0011773702e-03,1.1236014689e-03,1.1972491484e-03,1.2926872296e-03
1.2144000000e-02,3.5674678657e-04,5.2164843510e-04,5.8353427448e-04,6.7741886596e-04,7.8453558672e-04,8.8067128672e-04,1.0219668184e-03,1.1078738316e-03,1.1834438919e-03,1.2934615370e-03
1.3144000000e-02,3.6303765228e-04,5.2133480494e-04,5.8179884945e-04,6.7922119342e-04,7.9772551544e-04,8.5837556981e-04,1.0086776456e-03,1.1073169298e-03,1.1649272346e-03,1.2868923659e-03
1.4144000000e-02,3.7565059756e-04,5.1153972890e-04,5.6014618167e-04,6.5711166826e-04,7.9967416241e-04,8.5225125076e-04,1.0078738705e-03,1.0815345740e-03,1.1792372970e-03,1.2933216931e-03
1.5144000000e-02,3.8790531107e-04,5.1440052630e-04,5.6213422795e-04,6.8633125920e-04,8.0396050180e-04,8.3115024609e-04,9.8037737189e-04,1.0766687046e-03,1.1816272308e-03,1.3117503840e-03
1.6144000000e-02,3.7381993025e-04,5.3011881391e-04,5.4101597925e-04,6.7847948230e-04,7.8362892964e-04,8.5508319899e-04,9.8059826996e-04,1.0544880934e-03,1.1836765771e-03,1.3219809625e-03
1.7144000000e-02,3.7540652556e-04,5.1696901210e-04,5.6831438997e-04,6.8191438913e-04,7.9914265370e-04,8.5880310507e-04,9.5597242762e-04,1.0794167611e-03,1.1614036339e-03,1.3417804439e-03
1.8144000000e-02,3.7268655433e-04,5.1492374041e-04,5.6148310250e-04,6.7182278144e-04,7.9829769675e-04,8.5252620920e-04,9.8173251899e-04,1.0841977200e-03,1.1755954620e-03,1.3085709361e-03
1.9144000000e-02,3.9051406930e-04,4.9254165788e-04,5.6478518673e-04,6.7614229920e-04,8.1760037574e-04,8.4722785687e-04,9.8264456028e-04,1.0773565009e-03,1.1746297241e-03,1.3189937454e-03
2.0144000000e-02,3.7628786231e-04,4.9212139857e-04,5.5472697568e-04,6.8746128818e-04,8.2526690676e-04,8.5414139903e-04,9.7863856354e-04,1.0713442316e-03,1.1977256509e-03,1.3132805179e-03
2.1144000000e-02,3.7734494981e-04,4.7148048907e-04,5.6013286667e-04,6.9820460340e-04,8.4354353021e-04,8.7493870524e-04,9.7044074209e-04,1.0802542965e-03,1.2084497575e-03,1.3270860654e-03
