1.2252000000e-01,2.6290000000e-10,1.2252000000e-01,5.4150000000e-07,5.4150000000e-07
1.7789000000e-01,1.0020000000e-10,1.7789000000e-01,5.4160000000e-07,5.4160000000e-07
2.2449000000e-01,-2.6200000000e-11,2.2449000000e-01,5.4155000000e-07,5.4155000000e-07
2.7244000000e-01,2.6150000000e-10,2.7244000000e-01,5.4150000000e-07,5.4150000000e-07
3.2294000000e-01,2.6840000000e-10,3.2294000000e-01,5.4150000000e-07,5.4150000000e-07
3.6970000000e-01,-1.1460000000e-10,3.6970000000e-01,5.4155000000e-07,5.4155000000e-07
4.1646000000e-01,2.5000000000e-11,4.1646000000e-01,5.4155000000e-07,5.4155000000e-07
4.6444000000e-01,-2.5220000000e-10,4.6444000000e-01,5.4155000000e-07,5.4155000000e-07
5.1386000000e-01,-2.8470000000e-10,5.1386000000e-01,5.4150000000e-07,5.4150000000e-07
5.6182000000e-01,3.9000000000e-11,5.6182000000e-01,5.4155000000e-07,5.4155000000e-07
6.1445000000e-01,-2.6105000000e-10,6.1445000000e-01,5.4155000000e-07,5.4155000000e-07
6.7244000000e-01,2.6200000000e-10,6.7244000000e-01,5.4150000000e-07,5.4150000000e-07
7.2294000000e-01,2.8285000000e-10,7.2294000000e-01,5.4150000000e-07,5.4150000000e-07
7.6988000000e-01,-9.5250000000e-11,7.6988000000e-01,5.4150000000e-07,5.4150000000e-07
8.0831000000e-01,-1.3450000000e-11,8.0831000000e-01,5.4150000000e-07,5.4150000000e-07
8.5629000000e-01,2.6035000000e-10,8.5629000000e-01,5.4150000000e-07,5.4150000000e-07
9.0580000000e-01,2.6365000000e-10,9.0580000000e-01,5.4150000000e-07,5.4150000000e-07
9.5375000000e-01,-3.2750000000e-11,9.5375000000e-01,5.4155000000e-07,5.4155000000e-07
1.0062000000e+00,2.6650000000e-10,1.0062000000e+00,5.4150000000e-07,5.4150000000e-07
1.0484500000e+00,-3.0000000000e-10,1.0484500000e+00,5.4155000000e-07,5.4155000000e-07
1.0978300000e+00,-2.7145000000e-10,1.0978300000e+00,5.4150000000e-07,5.4150000000e-07
1.1446900000e+00,1.1645000000e-10,1.1446900000e+00,5.4155000000e-07,5.4155000000e-07
1.1949700000e+00,1.2605000000e-10,1.1949700000e+00,5.4155000000e-07,5.4155000000e-07
1.2404300000e+00,3.6090000000e-10,1.2404300000e+00,5.4150000000e-07,5.4150000000e-07
1.2898500000e+00,2.5895000000e-10,1.2898500000e+00,5.4150000000e-07,5.4150000000e-07
1.3366600000e+00,-1.2085000000e-10,1.3366600000e+00,5.4150000000e-07,5.4150000000e-07
1.3870300000e+00,-4.8000000000e-11,1.3870300000e+00,5.4150000000e-07,5.4150000000e-07
1.4324400000e+00,-3.8500000000e-10,1.4324400000e+00,5.4155000000e-07,5.4155000000e-07
1.4818300000e+00,-2.8490000000e-10,1.4818300000e+00,5.4160000000e-07,5.4160000000e-07
1.5285000000e+00,1.0535000000e-10,1.5285000000e+00,5.4155000000e-07,5.4155000000e-07
1.5790100000e+00,1.5800000000e-11,1.5790100000e+00,5.4150000000e-07,5.4150000000e-07
1.6244500000e+00,3.7365000000e-10,1.6244500000e+00,5.4160000000e-07,5.4160000000e-07
1.6726800000e+00,2.7925000000e-10,1.6726800000e+00,5.4155000000e-07,5.4155000000e-07
1.7203200000e+00,-9.1900000000e-11,1.7203200000e+00,5.4150000000e-07,5.4150000000e-07
1.7732700000e+00,2.5865000000e-10,1.7732700000e+00,5.4150000000e-07,5.4150000000e-07
1.8164300000e+00,-2.6880000000e-10,1.8164300000e+00,5.4145000000e-07,5.4145000000e-07
1.8644300000e+00,-2.8560000000e-10,1.8644300000e+00,5.4155000000e-07,5.4155000000e-07
1.9124000000e+00,3.7150000000e-11,1.9124000000e+00,5.4155000000e-07,5.4155000000e-07
1.9618400000e+00,1.1900000000e-10,1.9618400000e+00,5.4150000000e-07,5.4150000000e-07
2.0003900000e+00,1.9600000000e-11,2.0003900000e+00,5.4155000000e-07,5.4155000000e-07
2.0404400000e+00,2.9805000000e-10,2.0404400000e+00,5.4150000000e-07,5.4150000000e-07
2.0898000000e+00,2.5905000000e-10,2.0898000000e+00,5.4155000000e-07,5.4155000000e-07
2.1368600000e+00,-1.1155000000e-10,2.1368600000e+00,5.4150000000e-07,5.4150000000e-07
2.1870100000e+00,-1.1755000000e-10,2.1870100000e+00,5.4150000000e-07,5.4150000000e-07
2.2324400000e+00,-3.5360000000e-10,2.2324400000e+00,5.4155000000e-07,5.4155000000e-07
2.2818200000e+00,-2.7600000000e-10,2.2818200000e+00,5.4150000000e-07,5.4150000000e-07
2.3284900000e+00,1.6175000000e-10,2.3284900000e+00,5.4155000000e-07,5.4155000000e-07
2.3789900000e+00,7.0050000000e-11,2.3789900000e+00,5.4155000000e-07,5.4155000000e-07
2.4244300000e+00,3.8870000000e-10,2.4244300000e+00,5.4150000000e-07,5.4150000000e-07
2.4738100000e+00,2.7070000000e-10,2.4738100000e+00,5.4150000000e-07,5.4150000000e-07
2.5202700000e+00,-1.2110000000e-10,2.5202700000e+00,5.4155000000e-07,5.4155000000e-07
