0.00E+00,6.58E-02,-5.50E-05,6.58E-02,0.00E+00,5.89E-07,-1.00E+01
1.00E+00,6.68E-02,-5.50E-05,6.68E-02,5.00E-06,5.88E-07,-1.00E+01
2.00E+00,6.50E-02,-6.00E-05,6.50E-02,0.00E+00,5.88E-07,-1.00E+01
3.00E+00,6.48E-02,-5.50E-05,6.48E-02,0.00E+00,5.87E-07,-1.00E+01
4.00E+00,6.46E-02,-5.50E-05,6.46E-02,0.00E+00,5.87E-07,-1.00E+01
5.00E+00,7.21E-02,-5.00E-05,7.21E-02,-5.00E-06,5.87E-07,-1.00E+01
6.00E+00,7.23E-02,-5.50E-05,7.23E-02,5.00E-06,5.87E-07,-1.00E+01
7.00E+00,7.25E-02,-5.50E-05,7.25E-02,0.00E+00,5.87E-07,-1.00E+01
8.00E+00,6.45E-02,-5.50E-05,6.45E-02,5.00E-06,5.86E-07,-1.00E+01
9.00E+00,7.25E-02,-5.50E-05,7.25E-02,-5.00E-06,5.86E-07,-1.00E+01
1.00E+01,7.24E-02,-5.00E-05,7.24E-02,-5.00E-06,5.86E-07,-1.00E+01
1.10E+01,7.25E-02,-5.50E-05,7.25E-02,5.00E-06,5.86E-07,-1.00E+01
1.20E+01,6.45E-02,-5.50E-05,6.45E-02,5.00E-06,5.86E-07,-1.00E+01
1.30E+01,6.46E-02,-5.50E-05,6.46E-02,-5.00E-06,5.86E-07,-1.00E+01
1.40E+01,7.23E-02,-5.50E-05,7.23E-02,0.00E+00,5.86E-07,-1.00E+01
1.50E+01,6.44E-02,-5.50E-05,6.44E-02,0.00E+00,5.85E-07,-1.00E+01
1.60E+01,6.47E-02,-5.00E-05,6.47E-02,0.00E+00,5.86E-07,-1.00E+01
1.70E+01,6.44E-02,-5.50E-05,6.44E-02,0.00E+00,5.85E-07,-1.00E+01
1.80E+01,6.46E-02,-5.00E-05,6.46E-02,0.00E+00,5.85E-07,-1.00E+01
1.90E+01,6.48E-02,-5.50E-05,6.48E-02,0.00E+00,5.85E-07,-1.00E+01
2.00E+01,6.52E-02,-5.00E-05,6.52E-02,5.00E-06,5.85E-07,-1.00E+01
2.10E+01,6.44E-02,-4.50E-05,6.44E-02,0.00E+00,5.85E-07,-1.00E+01
2.20E+01,7.25E-02,-5.50E-05,7.25E-02,0.00E+00,5.85E-07,-1.00E+01
2.30E+01,6.49E-02,-5.00E-05,6.49E-02,5.00E-06,5.85E-07,-1.00E+01
2.40E+01,6.48E-02,-5.50E-05,6.48E-02,0.00E+00,5.85E-07,-1.00E+01
