3.68E-02,6.13E-07,6.13E-07,-1.12E-10
3.68E-02,6.13E-07,6.13E-07,-9.27E-11
3.68E-02,6.13E-07,6.13E-07,-8.26E-11
3.68E-02,6.13E-07,6.13E-07,-7.17E-11
3.68E-02,6.13E-07,6.13E-07,-6.59E-11
3.69E-02,6.13E-07,6.13E-07,-6.05E-11
3.67E-02,6.13E-07,6.13E-07,-5.75E-11
3.67E-02,6.13E-07,6.13E-07,-5.31E-11
3.67E-02,6.13E-07,6.13E-07,-4.76E-11
3.68E-02,6.13E-07,6.13E-07,-4.31E-11
3.68E-02,6.13E-07,6.13E-07,-4.25E-11
3.68E-02,6.13E-07,6.13E-07,-4.38E-11
3.68E-02,6.13E-07,6.13E-07,-4.53E-11
3.68E-02,6.13E-07,6.13E-07,-4.53E-11
4.37E-02,6.14E-08,6.13E-07,-4.53E-11
