1.1601000000e-01,-3.4320000000e-10,1.1601000000e-01,5.4160000000e-07,5.4160000000e-07
1.5731000000e-01,2.6635000000e-10,1.5731000000e-01,5.4155000000e-07,5.4155000000e-07
2.0392000000e-01,-1.3400000000e-10,2.0392000000e-01,5.4160000000e-07,5.4160000000e-07
2.5444000000e-01,-4.3450000000e-11,2.5444000000e-01,5.4155000000e-07,5.4155000000e-07
2.9975000000e-01,-3.8415000000e-10,2.9975000000e-01,5.4160000000e-07,5.4160000000e-07
3.3176000000e-01,-2.8245000000e-10,3.3176000000e-01,5.4155000000e-07,5.4155000000e-07
3.8243000000e-01,-2.6645000000e-10,3.8243000000e-01,5.4160000000e-07,5.4160000000e-07
4.2932000000e-01,6.3400000000e-11,4.2932000000e-01,5.4160000000e-07,5.4160000000e-07
4.7592000000e-01,-2.3500000000e-12,4.7592000000e-01,5.4155000000e-07,5.4155000000e-07
5.2392000000e-01,2.5580000000e-10,5.2392000000e-01,5.4150000000e-07,5.4150000000e-07
5.7331000000e-01,2.8890000000e-10,5.7331000000e-01,5.4160000000e-07,5.4160000000e-07
6.2129000000e-01,-4.0350000000e-11,6.2129000000e-01,5.4160000000e-07,5.4160000000e-07
6.7043000000e-01,-1.5425000000e-10,6.7043000000e-01,5.4155000000e-07,5.4155000000e-07
7.1587000000e-01,-2.7110000000e-10,7.1587000000e-01,5.4160000000e-07,5.4160000000e-07
7.6516000000e-01,-2.6945000000e-10,7.6516000000e-01,5.4160000000e-07,5.4160000000e-07
8.1314000000e-01,2.8500000000e-12,8.1314000000e-01,5.4155000000e-07,5.4155000000e-07
8.6242000000e-01,1.3495000000e-10,8.6242000000e-01,5.4160000000e-07,5.4160000000e-07
9.0774000000e-01,3.2585000000e-10,9.0774000000e-01,5.4155000000e-07,5.4155000000e-07
9.5731000000e-01,2.5865000000e-10,9.5731000000e-01,5.4155000000e-07,5.4155000000e-07
9.9577000000e-01,1.1885000000e-10,9.9577000000e-01,5.4160000000e-07,5.4160000000e-07
1.0292900000e+00,1.0210000000e-10,1.0292900000e+00,5.4160000000e-07,5.4160000000e-07
1.0624100000e+00,1.2620000000e-10,1.0624100000e+00,5.4160000000e-07,5.4160000000e-07
1.0918500000e+00,3.5350000000e-10,1.0918500000e+00,5.4160000000e-07,5.4160000000e-07
1.1238700000e+00,2.6850000000e-10,1.1238700000e+00,5.4155000000e-07,5.4155000000e-07
1.1572800000e+00,2.7235000000e-10,1.1572800000e+00,5.4155000000e-07,5.4155000000e-07
1.2038800000e+00,-1.5945000000e-10,1.2038800000e+00,5.4155000000e-07,5.4155000000e-07
1.2544300000e+00,-6.9950000000e-11,1.2544300000e+00,5.4155000000e-07,5.4155000000e-07
1.2997500000e+00,-3.7725000000e-10,1.2997500000e+00,5.4160000000e-07,5.4160000000e-07
1.3492800000e+00,-2.7425000000e-10,1.3492800000e+00,5.4160000000e-07,5.4160000000e-07
1.3958900000e+00,1.0705000000e-10,1.3958900000e+00,5.4160000000e-07,5.4160000000e-07
1.4464300000e+00,3.5050000000e-11,1.4464300000e+00,5.4160000000e-07,5.4160000000e-07
1.4918500000e+00,3.7045000000e-10,1.4918500000e+00,5.4160000000e-07,5.4160000000e-07
1.5399100000e+00,3.3440000000e-10,1.5399100000e+00,5.4155000000e-07,5.4155000000e-07
1.5879000000e+00,-7.0650000000e-11,1.5879000000e+00,5.4155000000e-07,5.4155000000e-07
1.6373000000e+00,-1.3260000000e-10,1.6373000000e+00,5.4155000000e-07,5.4155000000e-07
1.6838600000e+00,-1.9975000000e-10,1.6838600000e+00,5.4145000000e-07,5.4145000000e-07
1.7318900000e+00,-2.6095000000e-10,1.7318900000e+00,5.4155000000e-07,5.4155000000e-07
1.7798900000e+00,3.0000000000e-12,1.7798900000e+00,5.4160000000e-07,5.4160000000e-07
1.8293000000e+00,1.2815000000e-10,1.8293000000e+00,5.4160000000e-07,5.4160000000e-07
1.8758600000e+00,-3.2900000000e-11,1.8758600000e+00,5.4150000000e-07,5.4150000000e-07
1.9238900000e+00,2.6435000000e-10,1.9238900000e+00,5.4155000000e-07,5.4155000000e-07
1.9744300000e+00,2.9000000000e-10,1.9744300000e+00,5.4150000000e-07,5.4150000000e-07
2.0212600000e+00,-5.3850000000e-11,2.0212600000e+00,5.4155000000e-07,5.4155000000e-07
2.0715700000e+00,-2.6450000000e-11,2.0715700000e+00,5.4150000000e-07,5.4150000000e-07
2.1158100000e+00,-2.6120000000e-10,2.1158100000e+00,5.4155000000e-07,5.4155000000e-07
2.1652600000e+00,-2.6730000000e-10,2.1652600000e+00,5.4155000000e-07,5.4155000000e-07
2.2132700000e+00,2.7150000000e-11,2.2132700000e+00,5.4155000000e-07,5.4155000000e-07
2.2624000000e+00,1.4075000000e-10,2.2624000000e+00,5.4155000000e-07,5.4155000000e-07
2.3077700000e+00,2.6970000000e-10,2.3077700000e+00,5.4145000000e-07,5.4145000000e-07
2.3573100000e+00,2.7790000000e-10,2.3573100000e+00,5.4155000000e-07,5.4155000000e-07
