1.17E-01,4.46E-11,1.17E-01,5.41E-07,5.41E-07
1.65E-01,-2.58E-10,1.65E-01,5.41E-07,5.41E-07
2.07E-01,2.70E-10,2.07E-01,5.41E-07,5.41E-07
2.62E-01,1.13E-10,2.62E-01,5.41E-07,5.41E-07
3.09E-01,-4.66E-11,3.09E-01,5.41E-07,5.41E-07
3.49E-01,-2.67E-10,3.49E-01,5.41E-07,5.41E-07
4.06E-01,3.03E-10,4.06E-01,5.41E-07,5.41E-07
4.57E-01,2.74E-10,4.57E-01,5.41E-07,5.41E-07
5.17E-01,-1.69E-10,5.17E-01,5.41E-07,5.41E-07
5.57E-01,2.78E-10,5.57E-01,5.41E-07,5.41E-07
6.07E-01,2.50E-10,6.07E-01,5.41E-07,5.41E-07
6.54E-01,-5.55E-11,6.54E-01,5.41E-07,5.41E-07
7.01E-01,3.55E-12,7.01E-01,5.41E-07,5.41E-07
7.49E-01,-2.49E-10,7.49E-01,5.41E-07,5.41E-07
7.98E-01,-2.76E-10,7.98E-01,5.41E-07,5.41E-07
8.46E-01,2.34E-11,8.46E-01,5.41E-07,5.41E-07
8.95E-01,1.25E-10,8.95E-01,5.41E-07,5.41E-07
9.41E-01,2.79E-10,9.41E-01,5.41E-07,5.41E-07
9.90E-01,2.58E-10,9.90E-01,5.41E-07,5.41E-07
1.04E+00,2.74E-10,1.04E+00,5.41E-07,5.41E-07
1.09E+00,-1.15E-10,1.09E+00,5.41E-07,5.41E-07
1.12E+00,3.76E-10,1.12E+00,5.41E-07,5.41E-07
1.16E+00,-2.58E-10,1.16E+00,5.41E-07,5.41E-07
1.21E+00,-1.22E-11,1.21E+00,5.41E-07,5.41E-07
1.26E+00,1.30E-10,1.26E+00,5.41E-07,5.41E-07
1.31E+00,-9.00E-13,1.31E+00,5.41E-07,5.41E-07
1.36E+00,2.64E-10,1.36E+00,5.41E-07,5.41E-07
1.41E+00,2.71E-10,1.41E+00,5.41E-07,5.41E-07
1.45E+00,-9.08E-11,1.45E+00,5.41E-07,5.41E-07
1.50E+00,2.53E-11,1.50E+00,5.41E-07,5.41E-07
1.55E+00,-2.74E-10,1.55E+00,5.41E-07,5.41E-07
1.60E+00,-2.94E-10,1.60E+00,5.41E-07,5.41E-07
1.65E+00,4.74E-11,1.65E+00,5.41E-07,5.41E-07
1.70E+00,-2.65E-10,1.70E+00,5.41E-07,5.41E-07
1.76E+00,2.67E-10,1.76E+00,5.41E-07,5.41E-07
1.81E+00,2.56E-10,1.81E+00,5.41E-07,5.41E-07
1.85E+00,-1.02E-10,1.85E+00,5.41E-07,5.41E-07
1.90E+00,4.16E-11,1.90E+00,5.41E-07,5.41E-07
1.95E+00,-2.51E-10,1.95E+00,5.41E-07,5.41E-07
2.00E+00,-3.13E-10,2.00E+00,5.41E-07,5.41E-07
2.05E+00,2.52E-11,2.05E+00,5.41E-07,5.41E-07
2.10E+00,1.04E-11,2.10E+00,5.41E-07,5.41E-07
2.15E+00,-2.75E-10,2.15E+00,5.41E-07,5.41E-07
2.20E+00,-3.05E-10,2.20E+00,5.41E-07,5.41E-07
2.25E+00,3.95E-11,2.25E+00,5.41E-07,5.41E-07
2.30E+00,2.54E-11,2.30E+00,5.41E-07,5.41E-07
2.34E+00,2.63E-10,2.34E+00,5.41E-07,5.41E-07
2.39E+00,2.56E-10,2.39E+00,5.41E-07,5.41E-07
2.44E+00,-2.20E-11,2.44E+00,5.41E-07,5.41E-07
2.49E+00,-1.00E-10,2.49E+00,5.41E-07,5.41E-07
2.53E+00,-3.25E-10,2.53E+00,5.41E-07,5.41E-07
2.57E+00,2.71E-10,2.57E+00,5.41E-07,5.41E-07
