0.0000000000e+00,6.6440000000e-02,-5.5000000000e-05,6.6440000000e-02,0.0000000000e+00,5.8732000000e-07,-1.0000000000e+01
1.0000000000e+00,6.4780000000e-02,-5.5000000000e-05,6.4780000000e-02,0.0000000000e+00,5.8646000000e-07,-1.0000000000e+01
2.0000000000e+00,7.2450000000e-02,-5.5000000000e-05,7.2450000000e-02,0.0000000000e+00,5.8636000000e-07,-1.0000000000e+01
3.0000000000e+00,6.4740000000e-02,-5.5000000000e-05,6.4740000000e-02,0.0000000000e+00,5.8614000000e-07,-1.0000000000e+01
4.0000000000e+00,6.6070000000e-02,-5.5000000000e-05,6.6070000000e-02,0.0000000000e+00,5.8576000000e-07,-1.0000000000e+01
5.0000000000e+00,6.4970000000e-02,-5.5000000000e-05,6.4970000000e-02,0.0000000000e+00,5.8604000000e-07,-1.0000000000e+01
6.0000000000e+00,7.2330000000e-02,-5.5000000000e-05,7.2330000000e-02,5.0000000000e-06,5.8588000000e-07,-1.0000000000e+01
7.0000000000e+00,6.4550000000e-02,-5.0000000000e-05,6.4550000000e-02,0.0000000000e+00,5.8488000000e-07,-1.0000000000e+01
8.0000000000e+00,7.2060000000e-02,-5.5000000000e-05,7.2060000000e-02,-5.0000000000e-06,5.8526000000e-07,-1.0000000000e+01
9.0000000000e+00,7.2110000000e-02,-5.5000000000e-05,7.2110000000e-02,0.0000000000e+00,5.8458000000e-07,-1.0000000000e+01
1.0000000000e+01,6.4360000000e-02,-5.5000000000e-05,6.4360000000e-02,5.0000000000e-06,5.8506000000e-07,-1.0000000000e+01
1.1000000000e+01,7.2540000000e-02,-5.0000000000e-05,7.2540000000e-02,-5.0000000000e-06,5.8490000000e-07,-1.0000000000e+01
1.2000000000e+01,6.4660000000e-02,-5.5000000000e-05,6.4660000000e-02,0.0000000000e+00,5.8422000000e-07,-1.0000000000e+01
1.3000000000e+01,6.4660000000e-02,-6.5000000000e-05,6.4660000000e-02,0.0000000000e+00,5.8444000000e-07,-1.0000000000e+01
1.4000000000e+01,6.4380000000e-02,-5.5000000000e-05,6.4380000000e-02,0.0000000000e+00,5.8448000000e-07,-1.0000000000e+01
1.5000000000e+01,6.4900000000e-02,-5.5000000000e-05,6.4900000000e-02,0.0000000000e+00,5.8422000000e-07,-1.0000000000e+01
1.6000000000e+01,6.4660000000e-02,-5.0000000000e-05,6.4660000000e-02,0.0000000000e+00,5.8404000000e-07,-1.0000000000e+01
1.7000000000e+01,6.4710000000e-02,-5.5000000000e-05,6.4710000000e-02,0.0000000000e+00,5.8416000000e-07,-1.0000000000e+01
1.8000000000e+01,7.1860000000e-02,-5.5000000000e-05,7.1860000000e-02,0.0000000000e+00,5.8430000000e-07,-1.0000000000e+01
