3.674000e-02,1.112000e-07
3.675000e-02,1.110000e-07
3.674000e-02,1.090400e-07
3.671000e-02,1.097800e-07
3.678000e-02,1.109600e-07
3.671000e-02,1.086200e-07
3.669000e-02,1.111600e-07
3.671000e-02,1.112000e-07
3.678000e-02,1.119600e-07
3.674000e-02,1.107800e-07
3.674000e-02,1.114200e-07
3.684000e-02,1.126400e-07
3.673000e-02,1.123600e-07
3.679000e-02,1.136400e-07
3.678000e-02,1.124000e-07
3.678000e-02,1.112400e-07
3.673000e-02,1.139400e-07
3.675000e-02,1.124800e-07
3.674000e-02,1.131400e-07
3.677000e-02,1.099800e-07
3.673000e-02,1.109200e-07
3.676000e-02,1.108000e-07
3.677000e-02,1.094200e-07
3.671000e-02,1.110400e-07
3.671000e-02,1.123000e-07
3.673000e-02,1.130600e-07
3.658000e-02,1.105400e-07
3.670000e-02,1.126400e-07
3.674000e-02,1.134800e-07
3.675000e-02,1.117000e-07
3.675000e-02,1.126000e-07
3.674000e-02,1.146400e-07
3.662000e-02,1.124400e-07
3.670000e-02,1.138200e-07
3.680000e-02,1.150000e-07
3.676000e-02,1.150400e-07
3.683000e-02,1.150800e-07
3.681000e-02,1.139400e-07
3.676000e-02,1.156600e-07
3.681000e-02,1.147800e-07
3.678000e-02,1.113200e-07
3.673000e-02,1.146400e-07
3.679000e-02,1.137600e-07
3.675000e-02,1.125800e-07
3.684000e-02,1.156600e-07
3.672000e-02,1.161600e-07
3.674000e-02,1.142200e-07
