# Saved on 2025-07-12T16:42:09.735239
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TE12
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.005
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1.5
#   v_rst: -1.5
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S)
1.4400000000e-04,4.8946865718e-04,5.9187448642e-04,6.9162655564e-04
1.0001440000e+00,4.9414607929e-04,5.9118538047e-04,6.9189605711e-04
2.0001440000e+00,4.9651505833e-04,6.0022477555e-04,6.8410940003e-04
3.0001440000e+00,4.9199974455e-04,5.9834663261e-04,6.9246299972e-04
4.0001440000e+00,4.9974303693e-04,5.9942543885e-04,6.9084751885e-04
5.0001440000e+00,4.9781701819e-04,5.9682191932e-04,6.9229092333e-04
6.0001440000e+00,5.0036665925e-04,5.9578658693e-04,6.8830981036e-04
7.0001440000e+00,4.9826685427e-04,5.9581285313e-04,6.9115762017e-04
8.0001440000e+00,5.0249906053e-04,5.8796904341e-04,6.9004723628e-04
9.0001440000e+00,4.9709964514e-04,5.8529309172e-04,6.9230991357e-04
1.0000144000e+01,5.0172249757e-04,5.7689565438e-04,6.8965942774e-04
1.1000144000e+01,4.9837119150e-04,5.8153458667e-04,6.9308152888e-04
1.2000144000e+01,4.9919286539e-04,5.8799883845e-04,6.8764114985e-04
1.3000144000e+01,4.9286685680e-04,5.7940786064e-04,6.8681823905e-04
1.4000144000e+01,4.9505320931e-04,5.7679590100e-04,6.8489214755e-04
1.5000144000e+01,4.9651644076e-04,5.8647256083e-04,6.8548186391e-04
1.6000144000e+01,4.9736801884e-04,5.7807112171e-04,6.7915396357e-04
1.7000144000e+01,4.9884958571e-04,5.7910066971e-04,6.7965185735e-04
1.8000144000e+01,5.0847840612e-04,5.8105837525e-04,6.8141678639e-04
1.9000144000e+01,5.0955539336e-04,5.8052191889e-04,6.8434572313e-04
2.0000144000e+01,5.0943635870e-04,5.8614383306e-04,6.8646870204e-04
2.1000144000e+01,4.9351885536e-04,5.8246492699e-04,6.8961548095e-04
2.2000144000e+01,4.9529888202e-04,5.8353929489e-04,6.8166133133e-04
2.3000144000e+01,4.9517919251e-04,5.7997156546e-04,6.8212575570e-04
2.4000144000e+01,4.9823691370e-04,5.7869187003e-04,6.8791370722e-04
2.5000144000e+01,4.9646365369e-04,5.7623183238e-04,6.7571461841e-04
2.6000144000e+01,5.1629805967e-04,5.7788889535e-04,6.7687426053e-04
2.7000144000e+01,5.1627852372e-04,5.7696324802e-04,6.7790933826e-04
2.8000144000e+01,5.1275706937e-04,5.7561512222e-04,6.9038025686e-04
2.9000144000e+01,5.1074846851e-04,5.8322559198e-04,6.8423032644e-04
3.0000144000e+01,4.9971076805e-04,5.7785171521e-04,6.8168264988e-04
3.1000144000e+01,5.0201349950e-04,5.7756082242e-04,6.7950662924e-04
3.2000144000e+01,4.9964884965e-04,5.7517776440e-04,6.7979468440e-04
3.3000144000e+01,5.0152764743e-04,5.7598357671e-04,6.7431312345e-04
3.4000144000e+01,5.0380196626e-04,5.7740930060e-04,6.7643341026e-04
3.5000144000e+01,5.0180286053e-04,5.7968543842e-04,6.8248758907e-04
3.6000144000e+01,5.0253129302e-04,5.7716657466e-04,6.8275236117e-04
3.7000144000e+01,4.8933012295e-04,5.7592653320e-04,6.8242705311e-04
3.8000144000e+01,4.9185407988e-04,5.7825531258e-04,6.7970613600e-04
3.9000144000e+01,4.9337180826e-04,5.7633675169e-04,6.7856373789e-04
4.0000144000e+01,4.9423666496e-04,5.7597771956e-04,6.7566921643e-04
4.1000144000e+01,4.9687449064e-04,5.7609526266e-04,6.7427929025e-04
4.2000144000e+01,5.0559905503e-04,5.7826055126e-04,6.7506822234e-04
4.3000144000e+01,4.8925612646e-04,5.7715129515e-04,6.7423919972e-04
4.4000144000e+01,4.9990587286e-04,5.7657765865e-04,6.7816792580e-04
4.5000144000e+01,4.9909573136e-04,5.7550496422e-04,6.7596301960e-04
4.6000144000e+01,5.0470462156e-04,5.7455665228e-04,6.7469460191e-04
4.7000144000e+01,5.0090671721e-04,5.8343775891e-04,6.7656626925e-04
4.8000144000e+01,4.9934194976e-04,5.7679983001e-04,6.8255278165e-04
4.9000144000e+01,4.9646423577e-04,5.7879820815e-04,6.7819695687e-04
5.0000144000e+01,4.9968988606e-04,5.7761084463e-04,6.7949040385e-04
5.1000144000e+01,5.0188296882e-04,5.7545268646e-04,6.8415174610e-04
5.2000144000e+01,4.9240301450e-04,5.7802772062e-04,6.8449291575e-04
5.3000144000e+01,4.9736452638e-04,5.7894103520e-04,6.8460809416e-04
5.4000144000e+01,4.9932281399e-04,5.7354885939e-04,6.9379915658e-04
5.5000144000e+01,4.9760263209e-04,5.7744393416e-04,6.9664900366e-04
5.6000144000e+01,4.9853231758e-04,5.7998251577e-04,6.9513007475e-04
5.7000144000e+01,4.9605176173e-04,5.7667602960e-04,6.9437213824e-04
5.8000144000e+01,4.9529731768e-04,5.7924073189e-04,6.9197012635e-04
5.9000144000e+01,4.9613288866e-04,5.7560635469e-04,6.9059111411e-04
6.0000144000e+01,5.0291277148e-04,5.7510980696e-04,6.9252317189e-04
6.1000144000e+01,4.9631587899e-04,5.7146309700e-04,6.9107947638e-04
6.2000144000e+01,4.9707869039e-04,5.7492874475e-04,6.9187903136e-04
6.3000144000e+01,4.9848251365e-04,5.7900688262e-04,6.8233581260e-04
6.4000144000e+01,4.9662132369e-04,5.7526111050e-04,6.8230328907e-04
6.5000144000e+01,4.9658796343e-04,5.7597575505e-04,6.8460591137e-04
6.6000144000e+01,4.9607260735e-04,5.7800061768e-04,6.8689114414e-04
6.7000144000e+01,4.9498248700e-04,5.7999190176e-04,6.8726134486e-04
6.8000144000e+01,4.9530444812e-04,5.7458611991e-04,6.8304223532e-04
6.9000144000e+01,4.9281923566e-04,5.7131212088e-04,6.8043213105e-04
7.0000144000e+01,4.9591177230e-04,5.7575201936e-04,6.8819615990e-04
7.1000144000e+01,4.9814672821e-04,5.7668141380e-04,6.9246474595e-04
7.2000144000e+01,4.9809274060e-04,5.7416040363e-04,6.8944893428e-04
7.3000144000e+01,4.9030113587e-04,5.7626020862e-04,6.9587258622e-04
7.4000144000e+01,4.9658701755e-04,5.7388140704e-04,6.9869347499e-04
7.5000144000e+01,4.9441128795e-04,5.6538352510e-04,6.9733716373e-04
7.6000144000e+01,4.9512531405e-04,5.7363187807e-04,6.9787340180e-04
7.7000144000e+01,4.9598434998e-04,5.7843906689e-04,6.9691333920e-04
7.8000144000e+01,4.9626789405e-04,5.8395198721e-04,6.9516005169e-04
7.9000144000e+01,4.9461930757e-04,5.7636414567e-04,6.9496411015e-04
8.0000144000e+01,4.9686870625e-04,5.7764242229e-04,6.9868132414e-04
8.1000144000e+01,4.9626589316e-04,5.7733210269e-04,6.9787136454e-04
8.2000144000e+01,4.9713351473e-04,5.7863708207e-04,6.9088295277e-04
8.3000144000e+01,4.9639114877e-04,5.8020439610e-04,6.9134788646e-04
8.4000144000e+01,4.9383095757e-04,5.8036785049e-04,6.8884284701e-04
8.5000144000e+01,4.9570910051e-04,5.8208559494e-04,6.9556786912e-04
8.6000144000e+01,4.9700691306e-04,5.7676628785e-04,6.9091103796e-04
8.7000144000e+01,4.9559708714e-04,5.7658646256e-04,6.8969267886e-04
8.8000144000e+01,4.9359150580e-04,5.7909226598e-04,6.9152731157e-04
8.9000144000e+01,4.9235997722e-04,5.7269491663e-04,6.9158319093e-04
9.0000144000e+01,4.9197718909e-04,5.7636902056e-04,6.9345340307e-04
9.1000144000e+01,4.9326448789e-04,5.7614361140e-04,6.9103800342e-04
9.2000144000e+01,4.9312227929e-04,5.8296249335e-04,6.9132729550e-04
9.3000144000e+01,4.9378497351e-04,5.7689358073e-04,6.9047891884e-04
9.4000144000e+01,4.9244452384e-04,5.7947334426e-04,6.9114852522e-04
9.5000144000e+01,4.9373036745e-04,5.7808949350e-04,6.9081586844e-04
9.6000144000e+01,4.9518170272e-04,5.7787234255e-04,6.9024616096e-04
9.7000144000e+01,4.8610621889e-04,5.7610352087e-04,6.9056644861e-04
9.8000144000e+01,4.7835528676e-04,5.7728928368e-04,6.9046684075e-04
9.9000144000e+01,4.9498852604e-04,5.8297348005e-04,6.9139940024e-04
1.0000014400e+02,4.8945694289e-04,5.7996567193e-04,6.9106448791e-04
1.0100014400e+02,4.9186823162e-04,5.8519923186e-04,6.8600842496e-04
1.0200014400e+02,4.9357888201e-04,5.8491077652e-04,6.9235647970e-04
1.0300014400e+02,4.8913447245e-04,5.8534020354e-04,6.8913235737e-04
1.0400014400e+02,4.9237994972e-04,5.8610941778e-04,6.8692701461e-04
1.0500014400e+02,4.9440488510e-04,5.8324516431e-04,6.8901797931e-04
1.0600014400e+02,4.9276368372e-04,5.7802295487e-04,6.9016561611e-04
1.0700014400e+02,4.9180620408e-04,5.7758905314e-04,6.8269386247e-04
1.0800014400e+02,4.8591839004e-04,5.8559566241e-04,6.8288201874e-04
1.0900014400e+02,4.9005077017e-04,5.8353351051e-04,6.8211564212e-04
1.1000014400e+02,4.9213951570e-04,5.8232046285e-04,6.8147957791e-04
1.1100014400e+02,4.9083006161e-04,5.7830464357e-04,6.8553825258e-04
1.1200014400e+02,4.9458263675e-04,5.8389519836e-04,6.8468478275e-04
1.1300014400e+02,4.8902020353e-04,5.7568795455e-04,6.8567358539e-04
1.1400014400e+02,4.8966110626e-04,5.7351095165e-04,6.8516870670e-04
1.1500014400e+02,4.8650636018e-04,5.7829060097e-04,6.8635534262e-04
1.1600014400e+02,4.8689318646e-04,5.8215664467e-04,6.8569388532e-04
1.1700014400e+02,4.8584130127e-04,5.8323767007e-04,6.8621622631e-04
1.1800014400e+02,4.8504294682e-04,5.8065954363e-04,6.8984292739e-04
1.1900014400e+02,4.8619494919e-04,5.8391829953e-04,6.8443623604e-04
1.2000014400e+02,4.8473626521e-04,5.7628836657e-04,6.8661080149e-04
1.2100014400e+02,4.8197671276e-04,5.7724184444e-04,6.8742992880e-04
1.2200014400e+02,4.8860620154e-04,5.7781893702e-04,6.8622604886e-04
1.2300014400e+02,4.8464262363e-04,5.8190362324e-04,6.8356777774e-04
1.2400014400e+02,4.8277404858e-04,5.8279416407e-04,6.8624918640e-04
1.2500014400e+02,4.7855130106e-04,5.7433495385e-04,6.8523295340e-04
1.2600014400e+02,4.8147670896e-04,5.7902048866e-04,6.8487679528e-04
1.2700014400e+02,4.7712728701e-04,5.7566794567e-04,6.8929723056e-04
1.2800014400e+02,4.7931043810e-04,5.7760429627e-04,6.8513239967e-04
1.2900014400e+02,4.8113452067e-04,5.7990313508e-04,6.8708672188e-04
1.3000014400e+02,4.7997076763e-04,5.8038083807e-04,6.8460729381e-04
1.3100014400e+02,4.7873414587e-04,5.7913417550e-04,6.8718887633e-04
