# Saved on 2025-07-21T12:30:10.528927
# Name: Shreenidhi
# Sample_ID: Batch6_Sample5_F5_TPTE38
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0004
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.8
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_600.00 uS,Conductance_Target_500.00 uS,Conductance_Target_400.00 uS
1.4400000000e-04,6.8826288043e-04,6.1238453782e-04,5.0997106882e-04,3.8880425564e-04
1.1440000000e-03,6.9137240644e-04,6.1281483795e-04,5.1125520258e-04,3.8906920963e-04
2.1440000000e-03,6.9248351792e-04,6.1258695496e-04,5.1043181884e-04,3.8926162233e-04
3.1440000000e-03,6.8798588472e-04,6.1154860305e-04,5.1203009207e-04,3.8750586100e-04
4.1440000000e-03,6.9175788667e-04,6.1125283537e-04,5.1097729738e-04,3.8589245378e-04
5.1440000000e-03,6.8979803473e-04,6.0999595007e-04,5.0870181440e-04,3.8617377868e-04
6.1440000000e-03,6.8871704570e-04,6.1105500208e-04,5.1193277613e-04,3.8744212361e-04
7.1440000000e-03,6.9088055170e-04,6.1160244513e-04,5.1152521337e-04,3.8707552449e-04
8.1440000000e-03,6.9159956183e-04,6.1332284531e-04,5.1070783229e-04,3.8826608943e-04
9.1440000000e-03,6.9038149377e-04,6.0967431637e-04,5.1298753533e-04,3.8615195081e-04
1.0144000000e-02,6.9276924478e-04,6.1213868321e-04,5.1215312851e-04,3.8601152482e-04
1.1144000000e-02,6.9296649599e-04,6.1173850554e-04,5.1127281040e-04,3.8632711949e-04
1.2144000000e-02,6.9265479397e-04,6.1132544943e-04,5.1117320254e-04,3.9082449803e-04
1.3144000000e-02,6.9208945206e-04,6.1288606958e-04,5.1065027947e-04,3.9032111090e-04
1.4144000000e-02,6.9260662713e-04,6.1151164118e-04,5.0992988690e-04,3.9243699575e-04
1.5144000000e-02,6.9083420385e-04,6.1194732552e-04,5.1119292038e-04,3.9117992856e-04
1.6144000000e-02,6.9156303653e-04,6.1150210968e-04,5.1139537391e-04,3.9201739128e-04
1.7144000000e-02,6.8866524089e-04,6.1078266299e-04,5.1239552704e-04,3.9062699216e-04
1.8144000000e-02,6.8963840022e-04,6.1055383412e-04,5.1262632041e-04,3.8962982217e-04
1.9144000000e-02,6.9125526352e-04,6.0776754253e-04,5.1128630730e-04,3.8868416596e-04
2.0144000000e-02,6.9175628596e-04,6.1020396970e-04,5.1165086916e-04,3.9001864934e-04
2.1144000000e-02,6.9233887189e-04,6.1059625295e-04,5.1077342505e-04,3.9084443415e-04
2.2144000000e-02,6.9181965955e-04,6.1012615333e-04,5.1111233915e-04,3.8815494918e-04
2.3144000000e-02,6.9216206612e-04,6.1097409343e-04,5.1202699979e-04,3.9060727431e-04
2.4144000000e-02,6.9292989792e-04,6.1084763729e-04,5.1015769714e-04,3.9036676753e-04
2.5144000000e-02,6.9103756687e-04,6.1000067944e-04,5.1138260460e-04,3.9149945223e-04
2.6144000000e-02,6.9238085416e-04,6.1145430664e-04,5.1110018831e-04,3.9127986383e-04
2.7144000000e-02,6.9145979069e-04,6.1072474637e-04,5.0965456467e-04,3.9067217585e-04
2.8144000000e-02,6.9078116212e-04,6.1016387917e-04,5.0954167818e-04,3.9145143091e-04
2.9144000000e-02,6.8987923441e-04,6.0772861616e-04,5.0965063565e-04,3.9212613046e-04
