# Saved on 2025-06-25T19:24:51.029725
# Name: Evan
# Sample_ID: Batch3_F5_TPTE10
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -10
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2
#   Neg_Voltage: -2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.3
#   v_max: 2.5
#   v_step: 0.1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS,Conductance_Target_1300.00 uS
1.4400000000e-04,4.3739113607e-04,5.1192488172e-04,5.9582336689e-04,6.7257213232e-04,7.5878451753e-04,8.8845066784e-04,9.7673371783e-04,1.1050324974e-03,1.1736367742e-03,1.2395634258e-03
1.1440000000e-03,4.3257230573e-04,5.0573155022e-04,5.9805130149e-04,6.6926120780e-04,7.7479999163e-04,9.0048080892e-04,9.6463103546e-04,1.1014738266e-03,1.1755821470e-03,1.2659400818e-03
2.1440000000e-03,4.1881303332e-04,5.1944127335e-04,5.9305963077e-04,6.5328269557e-04,7.8031363955e-04,9.0873305453e-04,9.6808995295e-04,1.0828522500e-03,1.1550353520e-03,1.2650554709e-03
3.1440000000e-03,4.1042359953e-04,5.1736540627e-04,6.0574540839e-04,6.8046319939e-04,7.6561373135e-04,8.9191620646e-04,9.5263640105e-04,1.0728062625e-03,1.1700560572e-03,1.2609641999e-03
4.1440000000e-03,3.9705697418e-04,5.0939022913e-04,6.0251539253e-04,6.6998371040e-04,7.6656950114e-04,8.9046945504e-04,9.6261355793e-04,1.0563592514e-03,1.1731433915e-03,1.2520703604e-03
5.1440000000e-03,4.1914408939e-04,4.9075923016e-04,5.9445770603e-04,6.7212327849e-04,7.7380282164e-04,9.0645757155e-04,9.6856929304e-04,1.0748094792e-03,1.1923890997e-03,1.2617111497e-03
6.1440000000e-03,4.1085731937e-04,4.9205209507e-04,5.7589251810e-04,6.6109212639e-04,7.9545454355e-04,8.9779714472e-04,9.8610056739e-04,1.0815442511e-03,1.2031898950e-03,1.2749189045e-03
7.1440000000e-03,4.1525101551e-04,4.7387504310e-04,5.6812881667e-04,6.6148939368e-04,7.9648190876e-04,8.9155553724e-04,1.0001700866e-03,1.0745851614e-03,1.2159856124e-03,1.2884364696e-03
8.1440000000e-03,4.0059669118e-04,4.9566828238e-04,5.6038872572e-04,6.7490444053e-04,8.1646619947e-04,8.6659485532e-04,9.9844233773e-04,1.0686410678e-03,1.1992811051e-03,1.3046771346e-03
9.1440000000e-03,4.1000897909e-04,4.8943267757e-04,5.7627403294e-04,6.8755689426e-04,7.8887234849e-04,8.6734697106e-04,9.8659475043e-04,1.0811640823e-03,1.1944102152e-03,1.2812175555e-03
1.0144000000e-02,4.1258586862e-04,4.8940786655e-04,5.7527293393e-04,7.0355825301e-04,7.9820078099e-04,8.4883002273e-04,9.8508935480e-04,1.1042060214e-03,1.2111372052e-03,1.2906210031e-03
1.1144000000e-02,4.2732030124e-04,4.8025762226e-04,5.6726126786e-04,6.9714551501e-04,7.9874160292e-04,8.7308661023e-04,1.0039112385e-03,1.1063468264e-03,1.2058852008e-03,1.2864856399e-03
1.2144000000e-02,4.3808322516e-04,4.8603731557e-04,5.6982215028e-04,6.9070694735e-04,8.0789846834e-04,8.7026055553e-04,9.9272001535e-04,1.1225524213e-03,1.1995992827e-03,1.3035009033e-03
1.3144000000e-02,4.4383767090e-04,4.9920043239e-04,5.7516619563e-04,6.8938228651e-04,7.9883277067e-04,8.6779182311e-04,9.8706150311e-04,1.0950562137e-03,1.1724242358e-03,1.2897251872e-03
1.4144000000e-02,4.2985862819e-04,5.1126073231e-04,5.9008169046e-04,7.0075999247e-04,7.9218145402e-04,8.5915293312e-04,9.6262672741e-04,1.1065412400e-03,1.1726991943e-03,1.2865038298e-03
1.5144000000e-02,4.2738425691e-04,5.2361192502e-04,5.8939185692e-04,6.8574438046e-04,7.7832737588e-04,8.6566265963e-04,9.6162548289e-04,1.1002568499e-03,1.1501293920e-03,1.2665359827e-03
