1.4400000000e-04,9.3538292276e-04,1.0139026563e-03
1.1440000000e-03,9.4294293376e-04,1.0147409193e-03
2.1440000000e-03,9.4042785349e-04,1.0043913790e-03
3.1440000000e-03,9.2413254606e-04,1.0250178457e-03
4.1440000000e-03,9.1763940873e-04,1.0130159353e-03
5.1440000000e-03,9.3323287729e-04,1.0241654672e-03
6.1440000000e-03,9.3520102382e-04,1.0155682685e-03
7.1440000000e-03,9.5600968052e-04,1.0095290054e-03
8.1440000000e-03,9.5030467492e-04,9.9246419268e-04
9.1440000000e-03,9.5997507742e-04,1.0060480417e-03
1.0144000000e-02,9.6367082733e-04,1.0025493248e-03
1.1144000000e-02,9.5384180895e-04,9.9895143649e-04
1.2144000000e-02,9.5889001386e-04,1.0024328367e-03
1.3144000000e-02,9.4217444712e-04,9.9911369034e-04
1.4144000000e-02,9.4849121524e-04,1.0190274043e-03
1.5144000000e-02,9.3577036751e-04,1.0155628843e-03
1.6144000000e-02,9.5415358373e-04,1.0273655789e-03
1.7144000000e-02,9.5913361292e-04,1.0177945660e-03
1.8144000000e-02,9.6284493338e-04,1.0133427713e-03
1.9144000000e-02,9.5707422588e-04,1.0121520609e-03
2.0144000000e-02,9.4052149507e-04,1.0236127855e-03
2.1144000000e-02,9.4060364063e-04,1.0229414329e-03
2.2144000000e-02,9.4313407317e-04,1.0210545588e-03
2.3144000000e-02,9.4974588137e-04,1.0111919983e-03
2.4144000000e-02,9.3534377811e-04,1.0111244046e-03
2.5144000000e-02,9.4956936664e-04,1.0131974705e-03
2.6144000000e-02,9.3804919743e-04,1.0084781388e-03
2.7144000000e-02,9.4599476142e-04,1.0133982141e-03
2.8144000000e-02,9.4054972578e-04,1.0006126831e-03
2.9144000000e-02,9.4967021141e-04,1.0080328502e-03
3.0144000000e-02,9.4129449280e-04,1.0034650040e-03
3.1144000000e-02,9.3627117167e-04,1.0087486589e-03
3.2144000000e-02,9.2711576144e-04,1.0120189108e-03
3.3144000000e-02,9.3969370937e-04,1.0291090439e-03
3.4144000000e-02,9.3777220172e-04,1.0158385703e-03
3.5144000000e-02,9.2834852694e-04,1.0072087025e-03
3.6144000000e-02,9.3543007097e-04,1.0133312026e-03
3.7144000000e-02,9.3300121080e-04,1.0111698793e-03
3.8144000000e-02,9.4689159596e-04,1.0171204485e-03
3.9144000000e-02,9.3876100436e-04,1.0023630603e-03
4.0144000000e-02,9.5635165053e-04,1.0175230273e-03
4.1144000000e-02,9.4907722087e-04,1.0006218508e-03
4.2144000000e-02,9.4620314485e-04,1.0080782522e-03
4.3144000000e-02,9.4195092970e-04,1.0112016025e-03
4.4144000000e-02,9.4771909062e-04,1.0132483294e-03
4.5144000000e-02,9.4655333669e-04,1.0001716146e-03
4.6144000000e-02,9.4154762337e-04,1.0069154087e-03
4.7144000000e-02,9.3951457529e-04,1.0057354666e-03
4.8144000000e-02,9.3987830041e-04,1.0108271817e-03
4.9144000000e-02,9.5752126072e-04,1.0011233826e-03
5.0144000000e-02,9.4980219728e-04,1.0034368461e-03
5.1144000000e-02,9.5303395938e-04,1.0128778376e-03
5.2144000000e-02,9.3777205620e-04,1.0153350740e-03
5.3144000000e-02,9.3642120191e-04,1.0148535512e-03
5.4144000000e-02,9.3244605523e-04,1.0117112834e-03
5.5144000000e-02,9.4247625384e-04,1.0158626537e-03
5.6144000000e-02,9.4556475233e-04,1.0069969721e-03
5.7144000000e-02,9.7744617960e-04,1.0064705566e-03
5.8144000000e-02,9.6742973255e-04,9.8964250355e-04
5.9144000000e-02,9.6687821497e-04,9.9981210951e-04
6.0144000000e-02,9.7323609225e-04,1.0057323379e-03
6.1144000000e-02,9.6714873507e-04,1.0032021237e-03
6.2144000000e-02,9.7482763522e-04,1.0040235065e-03
6.3144000000e-02,9.6023395599e-04,1.0084498354e-03
6.4144000000e-02,9.7024276329e-04,1.0172495240e-03
6.5144000000e-02,9.5494098787e-04,1.0197406664e-03
6.6144000000e-02,9.6580006357e-04,1.0244119767e-03
6.7144000000e-02,9.6839226899e-04,1.0161788668e-03
6.8144000000e-02,9.6945623227e-04,1.0174584168e-03
6.9144000000e-02,9.6406780358e-04,1.0048479453e-03
7.0144000000e-02,9.6064919489e-04,1.0210616892e-03
7.1144000000e-02,9.7004645795e-04,1.0172521434e-03
7.2144000000e-02,9.6739349829e-04,1.0148480214e-03
7.3144000000e-02,9.7442331025e-04,1.0071331053e-03
7.4144000000e-02,9.6276336990e-04,9.9527926068e-04
7.5144000000e-02,9.7816388006e-04,1.0018004104e-03
7.6144000000e-02,9.6992043837e-04,9.9971664895e-04
