0.0000000000e+00,7.3620000000e-07,0.0000000000e+00,0.0000000000e+00
-5.2000000000e-02,2.9448000000e-04,0.0000000000e+00,0.0000000000e+00
-1.0400000000e-01,5.9838000000e-04,0.0000000000e+00,0.0000000000e+00
-1.5600000000e-01,8.9712000000e-04,0.0000000000e+00,0.0000000000e+00
-2.0800000000e-01,1.1960000000e-03,0.0000000000e+00,0.0000000000e+00
-2.6000000000e-01,1.4974000000e-03,0.0000000000e+00,0.0000000000e+00
-3.1200000000e-01,1.7976000000e-03,0.0000000000e+00,0.0000000000e+00
-3.6400000000e-01,2.0976000000e-03,0.0000000000e+00,0.0000000000e+00
-4.1600000000e-01,2.3996000000e-03,0.0000000000e+00,0.0000000000e+00
-4.6800000000e-01,2.7016000000e-03,0.0000000000e+00,0.0000000000e+00
-5.2000000000e-01,3.0150000000e-03,0.0000000000e+00,0.0000000000e+00
-5.7200000000e-01,3.3238000000e-03,0.0000000000e+00,0.0000000000e+00
-6.2400000000e-01,3.6310000000e-03,0.0000000000e+00,0.0000000000e+00
-6.7600000000e-01,3.9436000000e-03,0.0000000000e+00,0.0000000000e+00
-7.2800000000e-01,4.2526000000e-03,0.0000000000e+00,0.0000000000e+00
-7.8000000000e-01,4.5624000000e-03,0.0000000000e+00,0.0000000000e+00
-8.3200000000e-01,4.8772000000e-03,0.0000000000e+00,0.0000000000e+00
-8.8400000000e-01,5.1888000000e-03,0.0000000000e+00,0.0000000000e+00
-9.3600000000e-01,5.5032000000e-03,0.0000000000e+00,0.0000000000e+00
-9.8800000000e-01,5.8240000000e-03,0.0000000000e+00,0.0000000000e+00
-1.0400000000e+00,6.1374000000e-03,0.0000000000e+00,0.0000000000e+00
-1.0920000000e+00,6.4570000000e-03,0.0000000000e+00,0.0000000000e+00
-1.1440000000e+00,6.7798000000e-03,0.0000000000e+00,0.0000000000e+00
-1.1960000000e+00,7.0992000000e-03,0.0000000000e+00,0.0000000000e+00
-1.2480000000e+00,7.4140000000e-03,0.0000000000e+00,0.0000000000e+00
-1.3000000000e+00,7.7322000000e-03,0.0000000000e+00,0.0000000000e+00
-1.3520000000e+00,8.0480000000e-03,0.0000000000e+00,0.0000000000e+00
-1.4040000000e+00,8.3750000000e-03,0.0000000000e+00,0.0000000000e+00
-1.4560000000e+00,8.6966000000e-03,0.0000000000e+00,0.0000000000e+00
-1.5080000000e+00,9.0154000000e-03,0.0000000000e+00,0.0000000000e+00
-1.5600000000e+00,9.3394000000e-03,0.0000000000e+00,0.0000000000e+00
-1.6120000000e+00,9.6616000000e-03,0.0000000000e+00,0.0000000000e+00
-1.6640000000e+00,1.0010000000e-02,0.0000000000e+00,0.0000000000e+00
-1.7160000000e+00,1.0330000000e-02,0.0000000000e+00,0.0000000000e+00
-1.7680000000e+00,1.0652000000e-02,0.0000000000e+00,0.0000000000e+00
-1.8200000000e+00,1.0974000000e-02,0.0000000000e+00,0.0000000000e+00
-1.8720000000e+00,1.1302000000e-02,0.0000000000e+00,0.0000000000e+00
-1.9240000000e+00,1.1628000000e-02,0.0000000000e+00,0.0000000000e+00
-1.9760000000e+00,1.1954000000e-02,0.0000000000e+00,0.0000000000e+00
-2.0280000000e+00,1.2280000000e-02,0.0000000000e+00,0.0000000000e+00
-2.0800000000e+00,1.2600000000e-02,0.0000000000e+00,0.0000000000e+00
-2.1320000000e+00,1.2922000000e-02,0.0000000000e+00,0.0000000000e+00
-2.1840000000e+00,1.3238000000e-02,0.0000000000e+00,0.0000000000e+00
-2.2360000000e+00,1.3560000000e-02,0.0000000000e+00,0.0000000000e+00
-2.2880000000e+00,1.3886000000e-02,0.0000000000e+00,0.0000000000e+00
-2.3400000000e+00,1.4206000000e-02,0.0000000000e+00,0.0000000000e+00
-2.3920000000e+00,1.4530000000e-02,0.0000000000e+00,0.0000000000e+00
-2.4440000000e+00,1.4852000000e-02,0.0000000000e+00,0.0000000000e+00
-2.4960000000e+00,1.5170000000e-02,0.0000000000e+00,0.0000000000e+00
-2.5480000000e+00,1.5494000000e-02,0.0000000000e+00,0.0000000000e+00
-2.6000000000e+00,1.5818000000e-02,0.0000000000e+00,0.0000000000e+00
-2.6520000000e+00,1.6134000000e-02,0.0000000000e+00,0.0000000000e+00
-2.7040000000e+00,1.6458000000e-02,0.0000000000e+00,0.0000000000e+00
-2.7560000000e+00,1.6782000000e-02,0.0000000000e+00,0.0000000000e+00
