0.0000000000e+00,3.8032000000e-08,3.6853000000e-08,6.8503000000e-08,7.1875000000e-08,1.1648000000e-08,2.3473000000e-08,3.7682000000e-08,3.9531000000e-08,9.2000000000e-09,5.2298000000e-08
-1.0000000000e-02,4.1700000000e-06,3.8819000000e-06,4.5530000000e-06,4.5499000000e-06,3.4545000000e-06,3.7630000000e-06,5.6870000000e-06,6.5216000000e-06,6.1510000000e-06,6.8196000000e-06
-2.0000000000e-02,8.5069000000e-06,8.2837000000e-06,9.1917000000e-06,9.1291000000e-06,6.7399000000e-06,7.4127000000e-06,1.0616000000e-05,1.2632000000e-05,1.2896000000e-05,1.2630000000e-05
-3.0000000000e-02,1.2448000000e-05,1.2190000000e-05,1.4036000000e-05,1.3546000000e-05,1.0246000000e-05,1.1386000000e-05,1.6406000000e-05,1.9020000000e-05,1.9014000000e-05,1.9650000000e-05
-4.0000000000e-02,1.6460000000e-05,1.6426000000e-05,1.9126000000e-05,1.8470000000e-05,1.3780000000e-05,1.5128000000e-05,2.1980000000e-05,2.5128000000e-05,2.5466000000e-05,2.6362000000e-05
-5.0000000000e-02,2.0812000000e-05,2.0446000000e-05,2.3772000000e-05,2.4034000000e-05,1.7570000000e-05,1.8866000000e-05,2.7658000000e-05,3.1648000000e-05,3.2110000000e-05,3.3478000000e-05
-6.0000000000e-02,2.5072000000e-05,2.4600000000e-05,2.8490000000e-05,2.7660000000e-05,2.1166000000e-05,2.2922000000e-05,3.3408000000e-05,3.8528000000e-05,3.8316000000e-05,4.0462000000e-05
-7.0000000000e-02,2.9182000000e-05,2.8776000000e-05,3.3374000000e-05,3.3380000000e-05,2.4892000000e-05,2.6698000000e-05,3.9126000000e-05,4.5146000000e-05,4.4826000000e-05,4.7174000000e-05
-8.0000000000e-02,3.3666000000e-05,3.2866000000e-05,3.8006000000e-05,3.8106000000e-05,2.8818000000e-05,3.0700000000e-05,4.5080000000e-05,5.2256000000e-05,5.1738000000e-05,5.4420000000e-05
-9.0000000000e-02,3.8128000000e-05,3.7256000000e-05,4.2868000000e-05,4.1810000000e-05,3.2526000000e-05,3.4794000000e-05,5.0794000000e-05,5.8982000000e-05,5.8302000000e-05,6.1474000000e-05
-1.0000000000e-01,4.2554000000e-05,4.1666000000e-05,4.7948000000e-05,4.5728000000e-05,3.6530000000e-05,3.8910000000e-05,5.6558000000e-05,6.5740000000e-05,6.4884000000e-05,6.8566000000e-05
-1.1000000000e-01,4.7214000000e-05,4.6268000000e-05,5.2842000000e-05,5.2454000000e-05,4.0796000000e-05,4.2924000000e-05,6.2704000000e-05,7.2918000000e-05,7.1924000000e-05,7.6082000000e-05
-1.2000000000e-01,5.1736000000e-05,5.0796000000e-05,5.7878000000e-05,5.6810000000e-05,4.4826000000e-05,4.7324000000e-05,6.8454000000e-05,7.9668000000e-05,7.8520000000e-05,8.3024000000e-05
-1.3000000000e-01,5.6240000000e-05,5.6170000000e-05,6.3332000000e-05,6.3976000000e-05,4.9066000000e-05,5.1576000000e-05,7.4558000000e-05,8.6726000000e-05,8.5726000000e-05,8.9970000000e-05
-1.4000000000e-01,6.1116000000e-05,6.0540000000e-05,6.8394000000e-05,6.9156000000e-05,5.3606000000e-05,5.6108000000e-05,8.0858000000e-05,9.4218000000e-05,9.2876000000e-05,9.8108000000e-05
-1.5000000000e-01,6.6108000000e-05,6.4742000000e-05,7.3382000000e-05,7.3984000000e-05,5.8014000000e-05,6.0706000000e-05,8.6834000000e-05,1.0118000000e-04,1.0060000000e-04,1.0542000000e-04
-1.6000000000e-01,7.1114000000e-05,6.9748000000e-05,7.8882000000e-05,7.9400000000e-05,6.2408000000e-05,6.5338000000e-05,9.3064000000e-05,1.0838000000e-04,1.0784000000e-04,1.1460000000e-04
-1.7000000000e-01,7.6168000000e-05,7.4214000000e-05,8.4118000000e-05,8.3554000000e-05,6.6994000000e-05,7.0164000000e-05,9.9400000000e-05,1.1664000000e-04,1.1480000000e-04,1.2154000000e-04
-1.8000000000e-01,8.1262000000e-05,7.9382000000e-05,8.9832000000e-05,9.0866000000e-05,7.1860000000e-05,7.5086000000e-05,1.0646000000e-04,1.2410000000e-04,1.2268000000e-04,1.2912000000e-04
-1.9000000000e-01,8.6214000000e-05,8.4396000000e-05,9.5702000000e-05,9.5840000000e-05,7.6480000000e-05,8.0254000000e-05,1.1360000000e-04,1.3150000000e-04,1.3072000000e-04,1.3702000000e-04
-2.0000000000e-01,9.1312000000e-05,8.9422000000e-05,1.0120000000e-04,1.0206000000e-04,8.1334000000e-05,8.5466000000e-05,1.1958000000e-04,1.3868000000e-04,1.3812000000e-04,1.4664000000e-04
-2.1000000000e-01,9.7056000000e-05,9.4792000000e-05,1.0730000000e-04,1.0798000000e-04,8.7052000000e-05,9.1314000000e-05,1.2662000000e-04,1.4680000000e-04,1.4668000000e-04,1.5432000000e-04
-2.2000000000e-01,1.0334000000e-04,1.0048000000e-04,1.1278000000e-04,1.1466000000e-04,9.2288000000e-05,9.6704000000e-05,1.3344000000e-04,1.5482000000e-04,1.5378000000e-04,1.6204000000e-04
-2.3000000000e-01,1.0882000000e-04,1.0592000000e-04,1.1928000000e-04,1.1952000000e-04,9.7836000000e-05,1.0164000000e-04,1.4004000000e-04,1.6266000000e-04,1.6168000000e-04,1.7068000000e-04
-2.4000000000e-01,1.1464000000e-04,1.1208000000e-04,1.2552000000e-04,1.2578000000e-04,1.0266000000e-04,1.0726000000e-04,1.4792000000e-04,1.7122000000e-04,1.7080000000e-04,1.8010000000e-04
-2.5000000000e-01,1.2086000000e-04,1.1754000000e-04,1.3130000000e-04,1.3196000000e-04,1.0816000000e-04,1.1350000000e-04,1.5512000000e-04,1.7980000000e-04,1.7956000000e-04,1.8810000000e-04
-2.6000000000e-01,1.2662000000e-04,1.2282000000e-04,1.3620000000e-04,1.3822000000e-04,1.1372000000e-04,1.1952000000e-04,1.6264000000e-04,1.8734000000e-04,1.8824000000e-04,1.9744000000e-04
-2.7000000000e-01,1.3290000000e-04,1.2930000000e-04,1.4208000000e-04,1.4570000000e-04,1.1984000000e-04,1.2596000000e-04,1.6950000000e-04,1.9614000000e-04,1.9726000000e-04,2.0788000000e-04
-2.8000000000e-01,1.4006000000e-04,1.3574000000e-04,1.4836000000e-04,1.5232000000e-04,1.2632000000e-04,1.3186000000e-04,1.7808000000e-04,2.0542000000e-04,2.0512000000e-04,2.1698000000e-04
-2.9000000000e-01,1.4608000000e-04,1.4252000000e-04,1.5578000000e-04,1.5948000000e-04,1.3180000000e-04,1.3834000000e-04,1.8644000000e-04,2.1444000000e-04,2.1420000000e-04,2.2766000000e-04
-3.0000000000e-01,1.5274000000e-04,1.4876000000e-04,1.6256000000e-04,1.6634000000e-04,1.3734000000e-04,1.4502000000e-04,1.9320000000e-04,2.2404000000e-04,2.2392000000e-04,2.3852000000e-04
-3.1000000000e-01,1.5960000000e-04,1.5532000000e-04,1.6954000000e-04,1.7276000000e-04,1.4464000000e-04,1.5242000000e-04,2.0160000000e-04,2.3278000000e-04,2.3470000000e-04,2.4788000000e-04
-3.2000000000e-01,1.6632000000e-04,1.6252000000e-04,1.7686000000e-04,1.8102000000e-04,1.5122000000e-04,1.5946000000e-04,2.0994000000e-04,2.4210000000e-04,2.4408000000e-04,2.5714000000e-04
