0.0000000000e+00,2.3723000000e-08,2.8400000000e-09
-1.0000000000e-02,1.7227000000e-06,1.3478000000e-06
-2.0000000000e-02,3.8532000000e-06,2.8502000000e-06
-3.0000000000e-02,5.6080000000e-06,4.1318000000e-06
-4.0000000000e-02,7.6880000000e-06,5.6203000000e-06
-5.0000000000e-02,9.5543000000e-06,7.1316000000e-06
-6.0000000000e-02,1.1552000000e-05,8.7601000000e-06
-7.0000000000e-02,1.3656000000e-05,1.0336000000e-05
-8.0000000000e-02,1.5818000000e-05,1.2114000000e-05
-9.0000000000e-02,1.8140000000e-05,1.3980000000e-05
-1.0000000000e-01,2.0308000000e-05,1.5952000000e-05
-1.1000000000e-01,2.2498000000e-05,1.8020000000e-05
-1.2000000000e-01,2.4774000000e-05,2.0214000000e-05
-1.3000000000e-01,2.7364000000e-05,2.2356000000e-05
-1.4000000000e-01,2.9978000000e-05,2.4594000000e-05
-1.5000000000e-01,3.2786000000e-05,2.6992000000e-05
-1.6000000000e-01,3.5774000000e-05,2.9368000000e-05
-1.7000000000e-01,3.8634000000e-05,3.2130000000e-05
-1.8000000000e-01,4.1958000000e-05,3.4990000000e-05
-1.9000000000e-01,4.4942000000e-05,3.7768000000e-05
-2.0000000000e-01,4.8300000000e-05,4.1062000000e-05
-2.1000000000e-01,5.1912000000e-05,4.4328000000e-05
-2.2000000000e-01,5.5232000000e-05,4.7512000000e-05
-2.3000000000e-01,5.8904000000e-05,5.1180000000e-05
-2.4000000000e-01,6.2778000000e-05,5.5078000000e-05
-2.5000000000e-01,6.6444000000e-05,5.8302000000e-05
-2.6000000000e-01,7.0452000000e-05,6.2508000000e-05
-2.7000000000e-01,7.4842000000e-05,6.7388000000e-05
-2.8000000000e-01,7.9066000000e-05,7.1682000000e-05
-2.9000000000e-01,8.3222000000e-05,7.6334000000e-05
-3.0000000000e-01,8.8060000000e-05,8.4716000000e-05
-3.1000000000e-01,9.2550000000e-05,8.9964000000e-05
-3.2000000000e-01,9.7490000000e-05,9.1624000000e-05
-3.3000000000e-01,1.0322000000e-04,1.0074000000e-04
-3.4000000000e-01,1.0846000000e-04,1.0310000000e-04
-3.5000000000e-01,1.1366000000e-04,1.0856000000e-04
-3.6000000000e-01,1.1874000000e-04,1.1864000000e-04
-3.7000000000e-01,1.2512000000e-04,1.2346000000e-04
-3.8000000000e-01,1.3142000000e-04,1.3156000000e-04
-3.9000000000e-01,1.3776000000e-04,1.3672000000e-04
-4.0000000000e-01,1.4426000000e-04,1.4374000000e-04
-4.1000000000e-01,1.5016000000e-04,1.4926000000e-04
-4.2000000000e-01,1.5746000000e-04,1.5824000000e-04
-4.3000000000e-01,1.6544000000e-04,1.6418000000e-04
-4.4000000000e-01,1.7210000000e-04,1.7242000000e-04
-4.5000000000e-01,1.8062000000e-04,1.8210000000e-04
-4.6000000000e-01,1.8846000000e-04,1.9054000000e-04
-4.7000000000e-01,1.9690000000e-04,1.9902000000e-04
-4.8000000000e-01,2.0516000000e-04,2.0814000000e-04
-4.9000000000e-01,2.1480000000e-04,2.1586000000e-04
-5.0000000000e-01,2.2540000000e-04,2.2492000000e-04
-5.1000000000e-01,2.3374000000e-04,2.3612000000e-04
-5.2000000000e-01,2.4362000000e-04,2.4638000000e-04
