1.4400000000e-04,9.1423680715e-04,9.1994079412e-04,9.4249058748e-04,9.6863659564e-04,1.0059258057e-03
1.1440000000e-03,9.2045629572e-04,9.1636975412e-04,9.5065261121e-04,9.7074895166e-04,1.0063714581e-03
2.1440000000e-03,9.2586233222e-04,9.2271860922e-04,9.5902163594e-04,9.5659903309e-04,9.8742057162e-04
3.1440000000e-03,9.0991059551e-04,9.2020723969e-04,9.5719879027e-04,9.5350922493e-04,9.9534350738e-04
4.1440000000e-03,9.0292705863e-04,9.2064081400e-04,9.4625283964e-04,9.5978946774e-04,9.8350799817e-04
5.1440000000e-03,9.1147390776e-04,9.1447618615e-04,9.5269817393e-04,9.5891242381e-04,9.9827477243e-04
6.1440000000e-03,9.0925277618e-04,9.1415604402e-04,9.5391958894e-04,9.5540242910e-04,9.8718468507e-04
7.1440000000e-03,9.0252397058e-04,9.2583963124e-04,9.6025942184e-04,9.5697454526e-04,9.9697172118e-04
8.1440000000e-03,9.1023604909e-04,9.1420319222e-04,9.5633629826e-04,9.6058298368e-04,9.8962140328e-04
9.1440000000e-03,9.2033958936e-04,9.1833717306e-04,9.5941584732e-04,9.6953270258e-04,9.9233555375e-04
1.0144000000e-02,9.2933842097e-04,9.1246984084e-04,9.5679773949e-04,9.7569827631e-04,9.9084107205e-04
1.1144000000e-02,9.1276153398e-04,9.1536523541e-04,9.4739516499e-04,9.6296294942e-04,1.0002808267e-03
1.2144000000e-02,9.2478716397e-04,9.0936860943e-04,9.3843795185e-04,9.7231670225e-04,1.0068578558e-03
1.3144000000e-02,9.1873662313e-04,9.1687688837e-04,9.5037910796e-04,9.6552998002e-04,9.9148310255e-04
1.4144000000e-02,9.1363799584e-04,9.1961475846e-04,9.5039758889e-04,9.7107775218e-04,1.0057517648e-03
1.5144000000e-02,9.1144138423e-04,9.3199021649e-04,9.4221904874e-04,9.7268188256e-04,9.9350632809e-04
1.6144000000e-02,9.1774330940e-04,9.1970883659e-04,9.4904346042e-04,9.7545984318e-04,1.0027847748e-03
1.7144000000e-02,9.1477617389e-04,9.2112240964e-04,9.4133065431e-04,9.6694893728e-04,9.9599543319e-04
1.8144000000e-02,9.0771296527e-04,9.2479320301e-04,9.5885654446e-04,9.6451272839e-04,1.0014753207e-03
1.9144000000e-02,9.0757035650e-04,9.2150672572e-04,9.5513489214e-04,9.5953640994e-04,1.0026410746e-03
2.0144000000e-02,9.0458328486e-04,9.2237569334e-04,9.6016541647e-04,9.6584459243e-04,9.9301185401e-04
2.1144000000e-02,9.1584966867e-04,9.1228015663e-04,9.6234150988e-04,9.6549258160e-04,9.7831536550e-04
2.2144000000e-02,9.0488094429e-04,9.1685491498e-04,9.5412040537e-04,9.5864968898e-04,9.9481309007e-04
2.3144000000e-02,9.1236594017e-04,9.0710054792e-04,9.4471499324e-04,9.6308467619e-04,9.8897209682e-04
2.4144000000e-02,9.0930698207e-04,9.1233137937e-04,9.5333089121e-04,9.6200659755e-04,9.8900061857e-04
2.5144000000e-02,9.2108246463e-04,9.1760077339e-04,9.5784940640e-04,9.7002535767e-04,9.9564887933e-04
2.6144000000e-02,9.1753041488e-04,9.2140529887e-04,9.5271672762e-04,9.7062395071e-04,9.9050303106e-04
2.7144000000e-02,9.0882647783e-04,9.1335568868e-04,9.4548435300e-04,9.8242839158e-04,1.0011505947e-03
2.8144000000e-02,9.1172063549e-04,9.1714675364e-04,9.4402974355e-04,9.7304051451e-04,9.9517943454e-04
2.9144000000e-02,9.1952897492e-04,9.1639660241e-04,9.5653827884e-04,9.6857758763e-04,1.0062445654e-03
3.0144000000e-02,9.1178793809e-04,9.2149573902e-04,9.4779228675e-04,9.6950592706e-04,1.0021371418e-03
3.1144000000e-02,9.1107358458e-04,9.2363959993e-04,9.5545910881e-04,9.7138581623e-04,9.9705459434e-04
3.2144000000e-02,9.1925161541e-04,9.1419031378e-04,9.4418501249e-04,9.7120915598e-04,9.9078592029e-04
3.3144000000e-02,9.1312736913e-04,9.2276284704e-04,9.5368006441e-04,9.6499090432e-04,9.9963523098e-04
3.4144000000e-02,9.1788744612e-04,9.1757756309e-04,9.4070048362e-04,9.6453077276e-04,9.9880002381e-04
3.5144000000e-02,9.0767571237e-04,9.2474932899e-04,9.4774346508e-04,9.6011070127e-04,9.9801531178e-04
3.6144000000e-02,9.0960827947e-04,9.2129870609e-04,9.4973402156e-04,9.7234616987e-04,1.0004617070e-03
3.7144000000e-02,8.9767330792e-04,9.2777401733e-04,9.5757546660e-04,9.6309457149e-04,9.8961201729e-04
3.8144000000e-02,9.0600893600e-04,9.1999339929e-04,9.5599032647e-04,9.6978328656e-04,9.9952361779e-04
3.9144000000e-02,9.0644149168e-04,9.1784255346e-04,9.5039213193e-04,9.6422882052e-04,9.9069555290e-04
4.0144000000e-02,9.1178386356e-04,9.0369620011e-04,9.6147232398e-04,9.6437026514e-04,9.9596159998e-04
4.1144000000e-02,9.0583751444e-04,9.1750807769e-04,9.4849223387e-04,9.6052965091e-04,9.8631877336e-04
4.2144000000e-02,9.0720815933e-04,9.1457834060e-04,9.5766619779e-04,9.6938463685e-04,9.9156924989e-04
4.3144000000e-02,9.0821245976e-04,9.1162357421e-04,9.4312752481e-04,9.7003612609e-04,9.9437624158e-04
4.4144000000e-02,9.1238907771e-04,9.1617825092e-04,9.4100105343e-04,9.7454343631e-04,1.0016386659e-03
4.5144000000e-02,9.2793547083e-04,9.1399997473e-04,9.3316288257e-04,9.7054173239e-04,9.9714692624e-04
4.6144000000e-02,9.0471512522e-04,9.2500493338e-04,9.4613453257e-04,9.7207768704e-04,1.0126047709e-03
4.7144000000e-02,9.1419715318e-04,9.1926282039e-04,9.5189825515e-04,9.7715877928e-04,9.9477059848e-04
4.8144000000e-02,9.0767796792e-04,9.3018046755e-04,9.4745788374e-04,9.6979063528e-04,1.0059562919e-03
4.9144000000e-02,9.1349596914e-04,9.2375987151e-04,9.5188806881e-04,9.7629083029e-04,1.0019385081e-03
5.0144000000e-02,9.1540394351e-04,9.2052265245e-04,9.5395625976e-04,9.6468495030e-04,9.9997560028e-04
5.1144000000e-02,9.1723333753e-04,9.1466223239e-04,9.4620321761e-04,9.6670293715e-04,1.0014446161e-03
5.2144000000e-02,9.1132817033e-04,9.2430149380e-04,9.5683186373e-04,9.5263909316e-04,9.9606237200e-04
5.3144000000e-02,9.0896508482e-04,9.2037247668e-04,9.5069699455e-04,9.6377516456e-04,9.9294615211e-04
5.4144000000e-02,9.0083398391e-04,9.2142501671e-04,9.4503018772e-04,9.6681207651e-04,9.9166172731e-04
5.5144000000e-02,9.0924106189e-04,9.1538029665e-04,9.5459021395e-04,9.6806528745e-04,9.9414282886e-04
5.6144000000e-02,9.0668225312e-04,9.1390087618e-04,9.5180614153e-04,9.6424271760e-04,9.9095384940e-04
5.7144000000e-02,8.9739070972e-04,9.2555594165e-04,9.5382012660e-04,9.6465635579e-04,9.9904464150e-04
5.8144000000e-02,9.0574103524e-04,9.1447102022e-04,9.5473827969e-04,9.7073490906e-04,9.9805409263e-04
5.9144000000e-02,9.0496607299e-04,9.2000300356e-04,9.5627983683e-04,9.7045478469e-04,9.9964308902e-04
6.0144000000e-02,9.1343004897e-04,9.1330060968e-04,9.5242859970e-04,9.7528783954e-04,9.9067008705e-04
6.1144000000e-02,9.1103327577e-04,9.1661953775e-04,9.4716793683e-04,9.6486139228e-04,9.9354299891e-04
6.2144000000e-02,9.2361857241e-04,9.1037116363e-04,9.4103306765e-04,9.7198972071e-04,9.9804048659e-04
6.3144000000e-02,9.1594898549e-04,9.1578709544e-04,9.5158262411e-04,9.6520736406e-04,9.8869022622e-04
6.4144000000e-02,9.1087895271e-04,9.2076654255e-04,9.5057774161e-04,9.7086289315e-04,9.9977412901e-04
6.5144000000e-02,9.0912093583e-04,9.3298840511e-04,9.4419454399e-04,9.6278890851e-04,1.0022605420e-03
6.6144000000e-02,9.1495516244e-04,9.3568698503e-04,9.4538787380e-04,9.6482377558e-04,1.0014117288e-03
6.7144000000e-02,9.1316956969e-04,9.2107642558e-04,9.4606097264e-04,9.5937670267e-04,1.0065032257e-03
6.8144000000e-02,9.0932604508e-04,9.2590365966e-04,9.5762377896e-04,9.6474330348e-04,1.0111569281e-03
6.9144000000e-02,9.0633991931e-04,9.2256821517e-04,9.5326031442e-04,9.5988973044e-04,9.9569253507e-04
7.0144000000e-02,9.0357250883e-04,9.2308066087e-04,9.6095653134e-04,9.6710165963e-04,1.0015647422e-03
7.1144000000e-02,9.1592220997e-04,9.1254063591e-04,9.5539566246e-04,9.6455783932e-04,9.8083524790e-04
7.2144000000e-02,9.0483481472e-04,9.1751571745e-04,9.4777358754e-04,9.5803123259e-04,9.9390417745e-04
7.3144000000e-02,9.1155263362e-04,9.0801680926e-04,9.5076342404e-04,9.6779469459e-04,9.9055068858e-04
7.4144000000e-02,9.0662055300e-04,9.1310459538e-04,9.5778566902e-04,9.6176838269e-04,9.9593809864e-04
7.5144000000e-02,9.0758476290e-04,9.1712798167e-04,9.6047442639e-04,9.6908101114e-04,9.9086420960e-04
7.6144000000e-02,9.0184388682e-04,9.2075686553e-04,9.4637915026e-04,9.6866548120e-04,9.8874814284e-04
7.7144000000e-02,9.0954621555e-04,9.1284178779e-04,9.4798408099e-04,9.8379263363e-04,1.0028935503e-03
7.8144000000e-02,9.1187794169e-04,9.1591042292e-04,9.4555092801e-04,9.7242169431e-04,9.9462915387e-04
7.9144000000e-02,9.1710797278e-04,9.1530033387e-04,9.5353454526e-04,9.6826574008e-04,1.0046847456e-03
8.0144000000e-02,9.1147383500e-04,9.2158516054e-04,9.4012830232e-04,9.6832314739e-04,1.0085182294e-03
8.1144000000e-02,9.1365538538e-04,9.2159389169e-04,9.5272560429e-04,9.7247480880e-04,9.9555662018e-04
8.2144000000e-02,9.1809029982e-04,9.2754838988e-04,9.4010596513e-04,9.7318443295e-04,9.9049517303e-04
8.3144000000e-02,9.1432601039e-04,9.2218921054e-04,9.4869086752e-04,9.6564435808e-04,1.0004258365e-03
8.4144000000e-02,9.1519250418e-04,9.1843270638e-04,9.4491959317e-04,9.6644136647e-04,9.9773897091e-04
8.5144000000e-02,9.0650981292e-04,9.2501300969e-04,9.4288872788e-04,9.6088035207e-04,9.9745979242e-04
8.6144000000e-02,9.0809851827e-04,9.2074158601e-04,9.5741888799e-04,9.7218333394e-04,9.8858909041e-04
8.7144000000e-02,8.9621105872e-04,9.2766931630e-04,9.6385658253e-04,9.6270043286e-04,9.8863485618e-04
8.8144000000e-02,9.0437628387e-04,9.1995265393e-04,9.5370385679e-04,9.7009098681e-04,9.9896315078e-04
8.9144000000e-02,9.0871173597e-04,9.1711379355e-04,9.5377625257e-04,9.6591371403e-04,9.8839431303e-04
9.0144000000e-02,9.1023139248e-04,9.0263536549e-04,9.5532763225e-04,9.6405863587e-04,9.9471282738e-04
9.1144000000e-02,9.0175490186e-04,9.1708316177e-04,9.5414892712e-04,9.6053852758e-04,9.9498902273e-04
9.2144000000e-02,9.0725749033e-04,9.1456233349e-04,9.5204581157e-04,9.6837422461e-04,9.8799268017e-04
9.3144000000e-02,9.1075104137e-04,9.1399037046e-04,9.5105664514e-04,9.7143296443e-04,9.8518241430e-04
9.4144000000e-02,9.1302907094e-04,9.1553731181e-04,9.5180483186e-04,9.7425996501e-04,1.0012767598e-03
9.5144000000e-02,9.1482092103e-04,9.1334753961e-04,9.3704933533e-04,9.6902542282e-04,1.0044598457e-03
9.6144000000e-02,9.0363937488e-04,9.2591115390e-04,9.4491755590e-04,9.6960451629e-04,1.0085491522e-03
9.7144000000e-02,9.1343674285e-04,9.2050904641e-04,9.4746676041e-04,9.7774805909e-04,9.9633645732e-04
9.8144000000e-02,9.1066984169e-04,9.3195005320e-04,9.5183117082e-04,9.6976516943e-04,9.9601522379e-04
9.9144000000e-02,9.1585272457e-04,9.2399917776e-04,9.4437920779e-04,9.7424774140e-04,1.0090322030e-03
1.0014400000e-01,9.1353911557e-04,9.2333510111e-04,9.5150237030e-04,9.6566138382e-04,9.9751385278e-04
1.0114400000e-01,9.2144771770e-04,9.1583133326e-04,9.4545495813e-04,9.6700445283e-04,9.9708871858e-04
1.0214400000e-01,9.1343943495e-04,9.2445610790e-04,9.5746945590e-04,9.5270952443e-04,9.8624470411e-04
1.0314400000e-01,9.0983383416e-04,9.2142610811e-04,9.6095704066e-04,9.6306546766e-04,9.9064025562e-04
1.0414400000e-01,9.1543050075e-04,9.2206915724e-04,9.4377792266e-04,9.6582007245e-04,9.8217111372e-04
1.0514400000e-01,9.2506554211e-04,9.1560053988e-04,9.5706265711e-04,9.6617244708e-04,9.9346580100e-04
1.0614400000e-01,9.0788162197e-04,9.1539761343e-04,9.4888055173e-04,9.6223746368e-04,9.9892589787e-04
1.0714400000e-01,9.0285844635e-04,9.2468020739e-04,9.5471754321e-04,9.6255680546e-04,9.9796154245e-04
1.0814400000e-01,9.0794514108e-04,9.1446876468e-04,9.5894873084e-04,9.7193311376e-04,9.8809759947e-04
