0.0000000000e+00,1.2070000000e-09,4.9830000000e-09,4.5200000000e-10
-1.0000000000e-02,3.9452000000e-07,3.7424000000e-07,3.9930000000e-07
-2.0000000000e-02,8.3108000000e-07,7.7492000000e-07,7.8442000000e-07
-3.0000000000e-02,1.2520000000e-06,1.1798000000e-06,1.1949000000e-06
-4.0000000000e-02,1.6582000000e-06,1.5843000000e-06,1.6371000000e-06
-5.0000000000e-02,2.0858000000e-06,2.0254000000e-06,2.0317000000e-06
-6.0000000000e-02,2.5411000000e-06,2.4655000000e-06,2.5371000000e-06
-7.0000000000e-02,3.1437000000e-06,2.9462000000e-06,2.9764000000e-06
-8.0000000000e-02,3.7495000000e-06,3.4398000000e-06,3.5739000000e-06
-9.0000000000e-02,4.3767000000e-06,4.0601000000e-06,4.1350000000e-06
-1.0000000000e-01,5.0676000000e-06,4.7363000000e-06,4.7842000000e-06
-1.1000000000e-01,5.7881000000e-06,5.4565000000e-06,5.4191000000e-06
-1.2000000000e-01,6.5622000000e-06,6.1119000000e-06,6.1252000000e-06
-1.3000000000e-01,7.3684000000e-06,6.8463000000e-06,6.9705000000e-06
-1.4000000000e-01,8.3979000000e-06,7.7970000000e-06,7.8079000000e-06
-1.5000000000e-01,9.3820000000e-06,8.6593000000e-06,8.7411000000e-06
-1.6000000000e-01,1.0560000000e-05,9.8423000000e-06,9.6893000000e-06
-1.7000000000e-01,1.1748000000e-05,1.0732000000e-05,1.0788000000e-05
-1.8000000000e-01,1.3046000000e-05,1.1986000000e-05,1.1976000000e-05
-1.9000000000e-01,1.4436000000e-05,1.3170000000e-05,1.3028000000e-05
-2.0000000000e-01,1.5804000000e-05,1.4634000000e-05,1.4396000000e-05
-2.1000000000e-01,1.7398000000e-05,1.6170000000e-05,1.5930000000e-05
-2.2000000000e-01,1.9076000000e-05,1.7752000000e-05,1.7468000000e-05
-2.3000000000e-01,2.0704000000e-05,1.9388000000e-05,1.9156000000e-05
-2.4000000000e-01,2.2664000000e-05,2.1226000000e-05,2.0802000000e-05
-2.5000000000e-01,2.4578000000e-05,2.3200000000e-05,2.2512000000e-05
