# Saved on 2025-07-12T14:34:50.066598
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPT42
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.5
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,4.9576290621e-04,5.9353104007e-04,7.0238893386e-04,8.0774952949e-04
1.1440000000e-03,4.9592283176e-04,5.9376670833e-04,7.0256959589e-04,8.0782374425e-04
2.1440000000e-03,4.9652211601e-04,5.9427347878e-04,7.0257279731e-04,8.0755140516e-04
3.1440000000e-03,4.9623882660e-04,5.9391251853e-04,7.0250127465e-04,8.0953737779e-04
4.1440000000e-03,4.9661073717e-04,5.9268480982e-04,7.0254944148e-04,8.0893725681e-04
5.1440000000e-03,4.9602716899e-04,5.9329493524e-04,7.0225643867e-04,8.0881989561e-04
6.1440000000e-03,4.9593443691e-04,5.9651385527e-04,7.0256421168e-04,8.0874531704e-04
7.1440000000e-03,4.9619615311e-04,5.9622365370e-04,7.0252972364e-04,8.0901241745e-04
8.1440000000e-03,4.9613827287e-04,5.9416499425e-04,7.0248323027e-04,8.0921003246e-04
9.1440000000e-03,4.9614929594e-04,5.9626447182e-04,7.0310801675e-04,8.0910882389e-04
1.0144000000e-02,4.9625145039e-04,5.9641199186e-04,7.0300360676e-04,8.0907906522e-04
1.1144000000e-02,4.9664700782e-04,5.9704685555e-04,7.0296897320e-04,8.0903722846e-04
1.2144000000e-02,4.9648864660e-04,5.9669131588e-04,7.0277943450e-04,8.0966645328e-04
1.3144000000e-02,4.9625090469e-04,5.9677444369e-04,7.0240501373e-04,8.0932310084e-04
1.4144000000e-02,4.9602411309e-04,5.9646070440e-04,7.0254805905e-04,8.0921614426e-04
1.5144000000e-02,4.9613379815e-04,5.9571542806e-04,7.0263420639e-04,8.0902202171e-04
1.6144000000e-02,4.9554604630e-04,5.9616071667e-04,7.0294074249e-04,8.0889483797e-04
1.7144000000e-02,4.9583868531e-04,5.9594083723e-04,7.0291767770e-04,8.0903701019e-04
1.8144000000e-02,4.9619196943e-04,5.9614114434e-04,7.0303227403e-04,8.0892605183e-04
1.9144000000e-02,4.9646445405e-04,5.9639754909e-04,7.0304813562e-04,8.0947422248e-04
2.0144000000e-02,4.9668742577e-04,5.9600111854e-04,7.0302259701e-04,8.0953745055e-04
2.1144000000e-02,4.9640286306e-04,5.9696303651e-04,7.0284280810e-04,8.0948688264e-04
2.2144000000e-02,4.9611382565e-04,5.9602607507e-04,7.0275498729e-04,8.0916186562e-04
2.3144000000e-02,4.9588692491e-04,5.9627400333e-04,7.0303234679e-04,8.0876307038e-04
2.4144000000e-02,4.9615482567e-04,5.9640849940e-04,7.0297057391e-04,8.0927282397e-04
2.5144000000e-02,4.9606649554e-04,5.9698806581e-04,7.0310801675e-04,8.0914353020e-04
2.6144000000e-02,4.9619775382e-04,5.9607664298e-04,7.0318550570e-04,8.0906167568e-04
2.7144000000e-02,4.9660884542e-04,5.9738627897e-04,7.0289184805e-04,8.0974685261e-04
2.8144000000e-02,4.9649610446e-04,5.9686797613e-04,7.0284841058e-04,8.0932470155e-04
2.9144000000e-02,4.9620171922e-04,5.9366007918e-04,7.0269488788e-04,8.0940066255e-04
