# Saved on 2025-07-12T18:50:49.411862
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TE47
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -1.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1.2
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
1.4400000000e-04,4.9191330618e-04,5.9137146309e-04,6.9291243562e-04,7.9095611000e-04
1.1440000000e-03,4.9158305046e-04,5.9136564232e-04,6.9550769695e-04,7.9148900113e-04
2.1440000000e-03,4.9123529607e-04,5.9161364334e-04,6.9469941081e-04,7.9088626080e-04
3.1440000000e-03,4.9051664973e-04,5.9060457716e-04,6.9069268648e-04,7.9251738498e-04
4.1440000000e-03,4.9087568186e-04,5.9036861785e-04,6.9256813731e-04,7.9239631305e-04
5.1440000000e-03,4.9164365919e-04,5.9041289205e-04,6.9085908763e-04,7.9252087744e-04
6.1440000000e-03,4.9134428991e-04,5.9035104641e-04,6.9653957325e-04,7.9235171142e-04
7.1440000000e-03,4.9190814025e-04,5.9063306253e-04,6.9269510277e-04,7.9161145550e-04
8.1440000000e-03,4.9163281801e-04,5.9167865402e-04,6.9227513450e-04,7.9063473095e-04
9.1440000000e-03,4.9110054533e-04,5.9219491959e-04,6.9252142566e-04,7.9241937783e-04
1.0144000000e-02,4.9125152145e-04,5.9087949921e-04,6.9160421845e-04,7.9245648521e-04
1.1144000000e-02,4.9135731388e-04,5.9071633586e-04,6.9114321377e-04,7.9235585872e-04
1.2144000000e-02,4.9206690164e-04,5.9052585129e-04,6.9049499871e-04,7.9224904766e-04
1.3144000000e-02,4.9148911785e-04,5.9088950366e-04,6.9113666541e-04,7.9292192822e-04
1.4144000000e-02,4.9119807954e-04,5.9105077526e-04,6.9129171607e-04,7.9191719124e-04
1.5144000000e-02,4.9108002713e-04,5.9079338826e-04,6.9128422183e-04,7.9173754784e-04
1.6144000000e-02,4.9123067583e-04,5.9080080973e-04,6.9166584581e-04,7.9168261436e-04
1.7144000000e-02,4.9175505410e-04,5.9085654357e-04,6.9218396675e-04,7.9116463894e-04
1.8144000000e-02,4.9130740081e-04,5.9100751969e-04,6.9111774792e-04,7.9073208326e-04
1.9144000000e-02,4.9118065363e-04,5.9086509282e-04,6.9238391006e-04,7.9074459791e-04
2.0144000000e-02,4.9140755436e-04,5.9168440202e-04,6.8862733315e-04,7.9272947914e-04
2.1144000000e-02,4.9105707149e-04,5.9154495830e-04,6.9156209065e-04,7.9241479398e-04
2.2144000000e-02,4.9114194553e-04,5.9199723182e-04,6.8859335443e-04,7.9259851191e-04
2.3144000000e-02,4.9128968385e-04,5.9128575231e-04,6.8949892011e-04,7.9191173427e-04
2.4144000000e-02,4.9159458285e-04,5.9133610193e-04,6.9700952736e-04,7.9207769886e-04
2.5144000000e-02,4.9144600780e-04,5.9158664953e-04,6.9651621743e-04,7.9047880718e-04
2.6144000000e-02,4.9085887440e-04,5.9162044636e-04,6.9604466262e-04,7.9141158494e-04
2.7144000000e-02,4.9073943956e-04,5.9200807300e-04,6.9468056608e-04,7.9252611613e-04
2.8144000000e-02,4.9119138566e-04,5.9169975430e-04,6.9530171459e-04,7.9319936049e-04
2.9144000000e-02,4.9108752137e-04,5.9049096308e-04,6.9616253313e-04,7.9365112470e-04
